,Sentence,ESG BERT Topic 1,ESG BERT Topic 2,ESG BERT Topic 3,Mapped Criteria Topic 1,Mapped Criteria Topic 2,Mapped Criteria Topic 3
Line 1,"THE  POWER  OF  PURPOSE  2019 Integrated  Performance Report Ambar , a Medtronic Diabetes customerT ABLE OF CONTENTS 2A Message from   our CEO Company Overview Sustainability Priorities  and Strategies Adding Value to Society Promoting Environmental  Stewardship Supporting a Global   Workforce Working Responsibly About This Report 2019 ESG Disclosure IndexA MESSAGE  FROM OMAR The Medtronic Mission is one of the greatest gifts our co-founder  Earl Bakken gave to Medtronic.
","('Business_Model_Resilience', 0.5775452256202698)","('Product_Design_And_Lifecycle_Management', 0.085261270403862)","('Supply_Chain_Management', 0.06149018555879593)","(['Codes of Business Conduct'], 0.5775452256202698)","('NON-ESG', 0.085261270403862)","('NON-ESG', 0.06149018555879593)"
Line 2,"It clarifies our purpose and reminds  us that our foremost priority is to contribute to human welfare.
","('Human_Rights_And_Community_Relations', 0.7190102934837341)","('Access_And_Affordability', 0.09157181531190872)","('Employee_Health_And_Safety', 0.03120185248553753)","(['Community Relations'], 0.7190102934837341)","('NON-ESG', 0.09157181531190872)","('NON-ESG', 0.03120185248553753)"
Line 3,"Though it was written nearly 60 years ago, it continues to inspire us,  define our long-term strategy, and guide how we operate as   a company.
","('Business_Model_Resilience', 0.8221443295478821)","('Product_Design_And_Lifecycle_Management', 0.023108765482902527)","('Director_Removal', 0.019848305732011795)","(['Codes of Business Conduct'], 0.8221443295478821)","('NON-ESG', 0.023108765482902527)","('NON-ESG', 0.019848305732011795)"
Line 4,"At its core, the Mission states that we are a technology company  that aims to improve outcomes meaningful to patients.
","('Access_And_Affordability', 0.7489593029022217)","('Employee_Health_And_Safety', 0.03643297776579857)","('Human_Rights_And_Community_Relations', 0.026738787069916725)","(['Health Outcome Contribution'], 0.7489593029022217)","('NON-ESG', 0.03643297776579857)","('NON-ESG', 0.026738787069916725)"
Line 5,"T oday we  are executing on the strongest product pipeline in Medtronic history,  bringing to market a long list of technology innovations that will, in the  words of the Mission, alleviate pain, restore health, and extend life for  millions of people around the world.
","('Product_Design_And_Lifecycle_Management', 0.6763917803764343)","('Employee_Health_And_Safety', 0.0786510482430458)","('Product_Quality_And_Safety', 0.053028304129838943)","(['Product Stewardship'], 0.6763917803764343)","('NON-ESG', 0.0786510482430458)","('NON-ESG', 0.053028304129838943)"
Line 6,"I’m incredibly pleased to share  that together with our physician partners, we served a record   375 million+ patients in FY19 — improving the lives of more than   two people every second.
","('Access_And_Affordability', 0.5616405010223389)","('Employee_Health_And_Safety', 0.08829017728567123)","('Customer_Welfare', 0.05146079137921333)","(['Health Outcome Contribution'], 0.5616405010223389)","('NON-ESG', 0.08829017728567123)","('NON-ESG', 0.05146079137921333)"
Line 7,"Our Mission also provides an ethical framework for our 90,000+  Medtronic employees around the world.
","('Business_Ethics', 0.5845233798027039)","('Labor_Practices', 0.06450460851192474)","('Employee_Health_And_Safety', 0.06196896731853485)","(['Business Ethics'], 0.5845233798027039)","('NON-ESG', 0.06450460851192474)","('NON-ESG', 0.06196896731853485)"
Line 8,"It calls upon us to be a  leader and a partner in finding ways to better serve our communities.
","('Human_Rights_And_Community_Relations', 0.9403061270713806)","('Access_And_Affordability', 0.009541818872094154)","('Employee_Engagement_Inclusion_And_Diversity', 0.005420859903097153)","(['Community Relations'], 0.9403061270713806)","('NON-ESG', 0.009541818872094154)","('NON-ESG', 0.005420859903097153)"
Line 9,"T o help guide our efforts related to the economic, social, and  environmental areas where we can make the greatest contributions,  we have established a Citizenship framework.
","('Human_Rights_And_Community_Relations', 0.9203419089317322)","('Ecological_Impacts', 0.012028123252093792)","('Management_Of_Legal_And_Regulatory_Framework', 0.007046270649880171)","(['Community Relations'], 0.9203419089317322)","('NON-ESG', 0.012028123252093792)","('NON-ESG', 0.007046270649880171)"
Line 10,"In this, our FY19  Integrated Performance Report, we outline our progress within the  four pillars of our Citizenship framework: Adding Value to Society,  Promoting Environmental Stewardship, Supporting a Global  Workforce, and Working Responsibly.
","('Human_Rights_And_Community_Relations', 0.5853525400161743)","('Business_Model_Resilience', 0.10120314359664917)","('Ecological_Impacts', 0.06369846314191818)","(['Community Relations'], 0.5853525400161743)","('NON-ESG', 0.10120314359664917)","('NON-ESG', 0.06369846314191818)"
Line 11,"Before highlighting some of our many notable accomplishments  in FY19, there are three topics I want to address more deeply.
","('Business_Model_Resilience', 0.16531775891780853)","('Director_Removal', 0.1370551586151123)","('Employee_Engagement_Inclusion_And_Diversity', 0.1290447860956192)","('NON-ESG', 0.16531775891780853)","('NON-ESG', 0.1370551586151123)","('NON-ESG', 0.1290447860956192)"
Line 12,"First,  this year’s Integrated Performance Report debuts the Medtronic  contribution to the UN Sustainable Development Goals.
","('Human_Rights_And_Community_Relations', 0.49922794103622437)","('Business_Model_Resilience', 0.10048960894346237)","('Ecological_Impacts', 0.08843338489532471)","('NON-ESG', 0.49922794103622437)","('NON-ESG', 0.10048960894346237)","('NON-ESG', 0.08843338489532471)"
Line 13,"As a global  company, we support the UN’s commitment to achieve “peace  and prosperity for people and the planet,” and are focused on the  specific goals where we can have the greatest impact, including  ones related to good health, well-being, economic opportunity,   and partnerships.
","('Human_Rights_And_Community_Relations', 0.8650909662246704)","('Access_And_Affordability', 0.033917807042598724)","('Employee_Health_And_Safety', 0.012272951193153858)","(['Community Relations'], 0.8650909662246704)","('NON-ESG', 0.033917807042598724)","('NON-ESG', 0.012272951193153858)"
Line 14,"Second, Medtronic values equity, inclusion, and diversity — and aims  to create an enriching work experience for all employees.
","('Employee_Engagement_Inclusion_And_Diversity', 0.9751801490783691)","('Employee_Health_And_Safety', 0.00220854626968503)","('Human_Rights_And_Community_Relations', 0.0018956686835736036)","(['Human Capital Development'], 0.9751801490783691)","('NON-ESG', 0.00220854626968503)","('NON-ESG', 0.0018956686835736036)"
Line 15,"In FY19,  ethnically diverse talent held 22% of leadership positions in the  United States, surpassing our aspirational goal of 20% or more by  2020.
","('Employee_Engagement_Inclusion_And_Diversity', 0.9737605452537537)","('Business_Model_Resilience', 0.001919361762702465)","('Customer_Privacy', 0.0018521767342463136)","(['Human Capital Development'], 0.9737605452537537)","('NON-ESG', 0.001919361762702465)","('NON-ESG', 0.0018521767342463136)"
Line 16,"And 38% of our leadership positions were held by women, on  track to meet our 2020 aspirational goal of 40% or more.
","('Employee_Engagement_Inclusion_And_Diversity', 0.7074974775314331)","('Director_Removal', 0.08241522312164307)","('Business_Model_Resilience', 0.03954722732305527)","(['Human Capital Development'], 0.7074974775314331)","('NON-ESG', 0.08241522312164307)","('NON-ESG', 0.03954722732305527)"
Line 17,"Third, with this year’s report, Medtronic is joining a handful of  companies who have shared information about pay equity — an  important component of the UN’s goal on economic opportunity  and tightly aligned with T enet 5 of our Mission, which calls on us to  “recognize the personal worth of all employees” — regardless of  gender , race, or ethnicity.
","('Employee_Engagement_Inclusion_And_Diversity', 0.9679381847381592)","('Labor_Practices', 0.003670471254736185)","('Customer_Privacy', 0.0026266933418810368)","(['Human Capital Development'], 0.9679381847381592)","('NON-ESG', 0.003670471254736185)","('NON-ESG', 0.0026266933418810368)"
Line 18,"A comprehensive analysis we conducted  in FY19 showed that our global pay equity between genders was  99% — and 100% in certain countries, including the United States.
","('Labor_Practices', 0.9191794395446777)","('Employee_Engagement_Inclusion_And_Diversity', 0.0277600958943367)","('Director_Removal', 0.0058989753015339375)","(['Labor Practice Indicators'], 0.9191794395446777)","('NON-ESG', 0.0277600958943367)","('NON-ESG', 0.0058989753015339375)"
Line 19,"We also conducted an ethnic diversity analysis in the United States,  which included all genders, and found that for every $1.00 that  white employees with a certain job title earned, ethnically diverse  employees earned $0.99.
","('Employee_Engagement_Inclusion_And_Diversity', 0.9750916361808777)","('Employee_Health_And_Safety', 0.0018605742370709777)","('Labor_Practices', 0.0018235889729112387)","(['Human Capital Development'], 0.9750916361808777)","('NON-ESG', 0.0018605742370709777)","('NON-ESG', 0.0018235889729112387)"
Line 20,"While we are pleased with these results,   I assure you that our journey won’t stop until we ensure and sustain  100% pay equity for all.
","('Management_Of_Legal_And_Regulatory_Framework', 0.5360223054885864)","('Competitive_Behavior', 0.164021834731102)","('Business_Ethics', 0.06448978930711746)","(['Corporate Governance'], 0.5360223054885864)","('NON-ESG', 0.164021834731102)","('NON-ESG', 0.06448978930711746)"
Line 21,"Further , I want to highlight some other notable accomplishments   in FY19.
","('Employee_Engagement_Inclusion_And_Diversity', 0.15764737129211426)","('Director_Removal', 0.147183358669281)","('Business_Model_Resilience', 0.10755830258131027)","('NON-ESG', 0.15764737129211426)","('NON-ESG', 0.147183358669281)","('NON-ESG', 0.10755830258131027)"
Line 22,"We:  Delivered strong financial results, achieving $30.6 billion in  revenue and $5.9 billion in free cash flow.
","('Systemic_Risk_Management', 0.6022557020187378)","('Business_Model_Resilience', 0.14854298532009125)","('Competitive_Behavior', 0.039703793823719025)","(['Risk & Crisis Management'], 0.6022557020187378)","('NON-ESG', 0.14854298532009125)","('NON-ESG', 0.039703793823719025)"
Line 23,"Invested $2.3 billion in research and development to advance  our innovation pipeline.
","('Business_Model_Resilience', 0.12655246257781982)","('Access_And_Affordability', 0.12033131718635559)","('Product_Design_And_Lifecycle_Management', 0.11433495581150055)","('NON-ESG', 0.12655246257781982)","('NON-ESG', 0.12033131718635559)","('NON-ESG', 0.11433495581150055)"
Line 24,"This included the costs of 279+ ongoing  clinical studies.
","('Access_And_Affordability', 0.26851916313171387)","('Competitive_Behavior', 0.07893520593643188)","('Customer_Welfare', 0.07577725499868393)","('NON-ESG', 0.26851916313171387)","('NON-ESG', 0.07893520593643188)","('NON-ESG', 0.07577725499868393)"
Line 25,"Increased healthcare capacity and access by investing $142  million in training for more than 83,000 medical professionals, and  $28.6 million in patient education.
","('Access_And_Affordability', 0.8327505588531494)","('Employee_Engagement_Inclusion_And_Diversity', 0.027081293985247612)","('Employee_Health_And_Safety', 0.014878889545798302)","(['Health Outcome Contribution'], 0.8327505588531494)","('NON-ESG', 0.027081293985247612)","('NON-ESG', 0.014878889545798302)"
Line 26,"Continued our commitment to ethics in sales and marketing  by reaching more than 21,000 marketing and sales employees  (97% of employees in these roles) through expanded product- promotion trainings.
","('Customer_Welfare', 0.2427404522895813)","('Selling_Practices_And_Product_Labeling', 0.14578129351139069)","('Employee_Engagement_Inclusion_And_Diversity', 0.10152480006217957)","('NON-ESG', 0.2427404522895813)","('NON-ESG', 0.14578129351139069)","('NON-ESG', 0.10152480006217957)"
Line 27,"4 Directed 24% of our U.S. supplier spend to small and diverse  companies, reinforcing our commitment to a diverse   supply chain.
","('Supply_Chain_Management', 0.9457876682281494)","('Labor_Practices', 0.004815381485968828)","('Product_Design_And_Lifecycle_Management', 0.004077923484146595)","(['Supply Chain Management'], 0.9457876682281494)","('NON-ESG', 0.004815381485968828)","('NON-ESG', 0.004077923484146595)"
Line 28,"Continued to shift our philanthropic activities toward programs  with measurable impact on improving health outcomes for  underserved populations.
","('Access_And_Affordability', 0.9478475451469421)","('Product_Quality_And_Safety', 0.004687419626861811)","('Critical_Incident_Risk_Management', 0.004653641488403082)","(['Health Outcome Contribution'], 0.9478475451469421)","('NON-ESG', 0.004687419626861811)","('NON-ESG', 0.004653641488403082)"
Line 29,"Our philanthropic contributions total  more than $1 billion since 2003, including our support of the  Medtronic Foundation.
","('Management_Of_Legal_And_Regulatory_Framework', 0.6834868788719177)","('Business_Ethics', 0.029859669506549835)","('Ecological_Impacts', 0.029184749349951744)","(['Corporate Governance'], 0.6834868788719177)","('NON-ESG', 0.029859669506549835)","('NON-ESG', 0.029184749349951744)"
Line 30,"Continued to reduce energy use, emissions, regulated waste,  and water use.
","('Waste_And_Hazardous_Materials_Management', 0.6940531134605408)","('Energy_Management', 0.10463740676641464)","('Water_And_Wastewater_Management', 0.06221822649240494)","(['Operational Eco-Efficiency'], 0.6940531134605408)","('NON-ESG', 0.10463740676641464)","('NON-ESG', 0.06221822649240494)"
Line 31,"Energy projects completed in FY19 will provide  Medtronic an estimated $4.3 million in operational cost savings  — reinforcing the business case for environmental responsibility.
","('Energy_Management', 0.8043736219406128)","('Management_Of_Legal_And_Regulatory_Framework', 0.037095390260219574)","('Product_Design_And_Lifecycle_Management', 0.024836421012878418)","(['Operational Eco-Efficiency'], 0.8043736219406128)","('NON-ESG', 0.037095390260219574)","('NON-ESG', 0.024836421012878418)"
Line 32,"In FY20, we will launch new environmental goals, committing us to  further reduce our footprint by 2025.
","('Physical_Impacts_Of_Climate_Change', 0.27074316143989563)","('Business_Model_Resilience', 0.21480543911457062)","('GHG_Emissions', 0.10703124850988388)","('NON-ESG', 0.27074316143989563)","('NON-ESG', 0.21480543911457062)","('NON-ESG', 0.10703124850988388)"
Line 33,"Since joining Medtronic over eight years ago, I have been truly  honored to lead this organization and its team of highly talented,  dedicated employees.
","('Employee_Engagement_Inclusion_And_Diversity', 0.6167290210723877)","('Employee_Health_And_Safety', 0.05514191463589668)","('Product_Design_And_Lifecycle_Management', 0.03668053075671196)","(['Human Capital Development'], 0.6167290210723877)","('NON-ESG', 0.05514191463589668)","('NON-ESG', 0.03668053075671196)"
Line 34,"Looking ahead, I recently announced my  intention to retire as CEO at the end of FY20 and the board of  directors named Geoff Martha as the next Medtronic CEO.
","('Director_Removal', 0.5016946792602539)","('Business_Model_Resilience', 0.1493811458349228)","('Product_Design_And_Lifecycle_Management', 0.03539811447262764)","(['Anti-Crime Policy & Measures'], 0.5016946792602539)","('NON-ESG', 0.1493811458349228)","('NON-ESG', 0.03539811447262764)"
Line 35,"Geoff has the ability, judgement, values, and strategic vision to  propel our company to new heights into the future.
","('Business_Model_Resilience', 0.5818698406219482)","('Employee_Engagement_Inclusion_And_Diversity', 0.07156506925821304)","('Human_Rights_And_Community_Relations', 0.0511862114071846)","(['Codes of Business Conduct'], 0.5818698406219482)","('NON-ESG', 0.07156506925821304)","('NON-ESG', 0.0511862114071846)"
Line 36,"In closing, we are proud of the progress we have made to date and  are excited about the future, but we know there is still much work to  be done.
","('Business_Model_Resilience', 0.28796783089637756)","('Human_Rights_And_Community_Relations', 0.1563786417245865)","('Director_Removal', 0.06888604164123535)","('NON-ESG', 0.28796783089637756)","('NON-ESG', 0.1563786417245865)","('NON-ESG', 0.06888604164123535)"
Line 37,"Not only have we built the strongest product pipeline in the  company’s history, but we are also committed to lead the industry in  all that we do and the way that we do it — focusing on environmental  and social responsibilities, while also delivering on profitability.
","('Human_Rights_And_Community_Relations', 0.9259725213050842)","('Ecological_Impacts', 0.008097715675830841)","('Access_And_Affordability', 0.0063223810866475105)","(['Community Relations'], 0.9259725213050842)","('NON-ESG', 0.008097715675830841)","('NON-ESG', 0.0063223810866475105)"
Line 38,"And  most importantly, we will continue to extend the reach of Medtronic  to impact even more patients around the globe — furthering our  Mission to use technology to alleviate pain, restore health, and  extend life.
","('Employee_Health_And_Safety', 0.8532118201255798)","('Access_And_Affordability', 0.025024430826306343)","('Critical_Incident_Risk_Management', 0.01242035161703825)","(['Operational Eco-Efficiency'], 0.8532118201255798)","('NON-ESG', 0.025024430826306343)","('NON-ESG', 0.01242035161703825)"
Line 39,"Omar Ishrak  Chairman and CEO, Medtronic COMPANY  OVERVIEW7Since 1949, Medtronic has developed medical technology to alleviate pain, restore health, and extend life.
","('Employee_Health_And_Safety', 0.9359792470932007)","('Product_Design_And_Lifecycle_Management', 0.008829533122479916)","('Product_Quality_And_Safety', 0.005727842450141907)","(['Operational Eco-Efficiency'], 0.9359792470932007)","('NON-ESG', 0.008829533122479916)","('NON-ESG', 0.005727842450141907)"
Line 40,"As a company built on innovation, we’re  collaborating with others who also believe that by working together , we can improve both our healthcare systems and the quality of care   for everyone.
","('Access_And_Affordability', 0.7063555717468262)","('Customer_Welfare', 0.0322079136967659)","('Energy_Management', 0.026995517313480377)","(['Health Outcome Contribution'], 0.7063555717468262)","('NON-ESG', 0.0322079136967659)","('NON-ESG', 0.026995517313480377)"
Line 41,"MEDTRONIC   FY19 SNAPSHOTCOMPANY  OVERVIEW  Corporate Responsibility  Magazine — 2019 100 Best  Corporate Citizens  North American Dow Jones  Sustainability Index —   12th consecutive year  JUST 100 — Companies  Doing Right by America for  2019; T op U.S. Companies  Supporting Healthy  Communities and Families  for  Human Rights Campaign —  2018 Best Places to Work 2019 FTSE4Good Index   Edison Awards — 2019   Best New Products  Innovation Leader —   2018 Innovation Awards  DiversityInc — 2019 T op 50  Companies for Diversity  Thomson Reuters —   2018 T op 100 Most   Diverse and Inclusive  Organizations GloballyRECENT RECOGNITION  FOR OUR   CORPORA TE CITIZENSHIP  AND INNOVA TION 90,000+ Employees 150+ Countries   in Which   We Operate  $2.3B   Research and  Development  Spend   47,800+ Patents75M+ Patients   Served 8Acting on our Mission Written nearly 60 years ago,   the tenets of our Mission drive  our focus and contributions to  enable more people to benefit  from affordable, effective  healthcare globally.
","('Human_Rights_And_Community_Relations', 0.952360212802887)","('Access_And_Affordability', 0.007697021123021841)","('Employee_Health_And_Safety', 0.003611746709793806)","(['Community Relations'], 0.952360212802887)","('NON-ESG', 0.007697021123021841)","('NON-ESG', 0.003611746709793806)"
