,Sentence,ESG BERT Topic 1,ESG BERT Topic 2,ESG BERT Topic 3,Mapped Criteria Topic 1,Mapped Criteria Topic 2,Mapped Criteria Topic 3
Line 1,"2018 Report Corporate Social   Responsibility Platform  dentsplysirona.com Percent of 2018 sales by region*Global footprint of Dentsply Sirona US: 32%  Eur ope: 41%  R est of World: 27%Dentsply Sirona at a glance *Non-US GAAP net sales, excluding precious metal contentCommitted to innovation and education •   As the leader in the dental indus try, it is our  responsibility to deliver meaningful innovation  and maintain our customer focus every day.
","('Business_Model_Resilience', 0.4056081175804138)","('Product_Design_And_Lifecycle_Management', 0.09422916173934937)","('Human_Rights_And_Community_Relations', 0.06095116212964058)","('NON-ESG', 0.4056081175804138)","('NON-ESG', 0.09422916173934937)","('NON-ESG', 0.06095116212964058)"
Line 2,"•   T raining of over 430,000 dental   professionals annually •   Mor e than 12,000 courses conducted   in 99 countries Our Purpose & Mission •   E very day, we empower dental professionals all over the world  to provide millions of patients with better  dental care and make people smile.
","('Access_And_Affordability', 0.5163212418556213)","('Product_Quality_And_Safety', 0.08190369606018066)","('Employee_Health_And_Safety', 0.07543110847473145)","(['Health Outcome Contribution'], 0.5163212418556213)","('NON-ESG', 0.08190369606018066)","('NON-ESG', 0.07543110847473145)"
Line 3,"•   As the leader in the dental indus try, it is our responsibility to deliver meaningful innovation and maintain  our customer focus every day.
","('Product_Design_And_Lifecycle_Management', 0.7533105611801147)","('Business_Model_Resilience', 0.07175324857234955)","('Supply_Chain_Management', 0.02123660407960415)","(['Product Stewardship'], 0.7533105611801147)","('NON-ESG', 0.07175324857234955)","('NON-ESG', 0.02123660407960415)"
Line 4,"•   W e are accountable to our customers and each other to keep our promises and to be a trusted partner.
","('Customer_Privacy', 0.1768939197063446)","('Business_Model_Resilience', 0.15592291951179504)","('Business_Ethics', 0.13636623322963715)","('NON-ESG', 0.1768939197063446)","('NON-ESG', 0.15592291951179504)","('NON-ESG', 0.13636623322963715)"
Line 5,"•   W hen we do this, we win as a team, improve the lives of patients, dental professionals and our employees,  and deliver the results to our shareholders.Global•   Sales in o ver 120 countries •   Infr astructure in more than 40 countries  •   Mor e than 15.000 employees globally •   R evenue $ 4 billion in Sales  •   Member of S&P 500®Dear Reader Our goal is to improve oral healthcare around the world.
","('Employee_Health_And_Safety', 0.1925942450761795)","('Customer_Welfare', 0.1536390483379364)","('Access_And_Affordability', 0.14346645772457123)","('NON-ESG', 0.1925942450761795)","('NON-ESG', 0.1536390483379364)","('NON-ESG', 0.14346645772457123)"
Line 6,"With our global footprint, we aim to have a positive   effect both on the communities in which we live and w ork as well on the larger global community.
","('Human_Rights_And_Community_Relations', 0.8874678611755371)","('Business_Model_Resilience', 0.0164436474442482)","('Access_And_Affordability', 0.013006782159209251)","(['Community Relations'], 0.8874678611755371)","('NON-ESG', 0.0164436474442482)","('NON-ESG', 0.013006782159209251)"
Line 7,"For us, corporate social responsibility refers to the res-ponsibility for our employees, communities, society, and the environment.
","('Human_Rights_And_Community_Relations', 0.9619023203849792)","('Ecological_Impacts', 0.003234673524275422)","('Access_And_Affordability', 0.0026578165125101805)","(['Community Relations'], 0.9619023203849792)","('NON-ESG', 0.003234673524275422)","('NON-ESG', 0.0026578165125101805)"
Line 8,"Our corporate social responsibility platform therefore includes a core focus through cor - por ate philanthropy on initiatives that aim to improve  oral healthcare.
","('Human_Rights_And_Community_Relations', 0.8364086151123047)","('Access_And_Affordability', 0.05332399532198906)","('Management_Of_Legal_And_Regulatory_Framework', 0.01885349489748478)","(['Community Relations'], 0.8364086151123047)","('NON-ESG', 0.05332399532198906)","('NON-ESG', 0.01885349489748478)"
Line 9,"The platform also comprises support for the development, safety, health and wellbeing of  our employees and our communities both locally and globally.
","('Employee_Health_And_Safety', 0.9658722281455994)","('Employee_Engagement_Inclusion_And_Diversity', 0.00493131298571825)","('Access_And_Affordability', 0.0033093979582190514)","(['Operational Eco-Efficiency'], 0.9658722281455994)","('NON-ESG', 0.00493131298571825)","('NON-ESG', 0.0033093979582190514)"
Line 10,"Dentsply Sirona is committed to the principles of good governance, a code of ethics for the way in which the company and its employees operate, trans-parency within the marketplace, as well as for reducing our environmental footprint.
","('Business_Ethics', 0.899402916431427)","('Competitive_Behavior', 0.013444112613797188)","('Systemic_Risk_Management', 0.012295940890908241)","(['Business Ethics'], 0.899402916431427)","('NON-ESG', 0.013444112613797188)","('NON-ESG', 0.012295940890908241)"
Line 11,"We follow five key principles in the way we operate to create more meaningful product solutions for dentists built around substantial innovation and differentiated   clinical education.
","('Product_Design_And_Lifecycle_Management', 0.8379641771316528)","('Customer_Welfare', 0.05332057923078537)","('Product_Quality_And_Safety', 0.01799292489886284)","(['Product Stewardship'], 0.8379641771316528)","('NON-ESG', 0.05332057923078537)","('NON-ESG', 0.01799292489886284)"
Line 12,"These include approaching our custo- mers holistically to best meet their needs as individuals,   taking greater responsibility for our own demand   creation, ensuring that our innovations are substantial  and impactful, utilizing our scale across the industry,   and leading in clinical education.
","('Access_And_Affordability', 0.1709401160478592)","('Product_Design_And_Lifecycle_Management', 0.14042894542217255)","('Business_Model_Resilience', 0.10337264835834503)","('NON-ESG', 0.1709401160478592)","('NON-ESG', 0.14042894542217255)","('NON-ESG', 0.10337264835834503)"
