,Sentence,ESG BERT Topic 1,ESG BERT Topic 2,ESG BERT Topic 3,Mapped Criteria Topic 1,Mapped Criteria Topic 2,Mapped Criteria Topic 3
Line 1,"TAKING  ACTION FOR  A BRIGHTER  WORLD SUSTAI NABILITY REPORT | 2020CONTENTOUR BUSINESS COVID-19 RESPONSE HEALTHY PLANET HEALTHY SMILES HEALTHY BUSINESS APPENDIX OUR APPROACH TO MANAGING SUSTAINABILITY BEYOND Ӏ 2Our Business Ӏ  Our approach to managing sustainability Ӏ COVID-19 response Ӏ  Healthy Planet Ӏ  Healthy Smiles Ӏ  Healthy BusinessBEYOND Ӏ Our Business  Ӏ Our approach to managing sustainability Ӏ COVID-19 response Ӏ  Healthy  Planet  Ӏ Healthy  Smiles  Ӏ Healthy  Business BEYOND Ӏ 3LETTER FROM THE CEOI hope this letter finds you and your families safe and healthy.
","('Business_Model_Resilience', 0.21896879374980927)","('Product_Design_And_Lifecycle_Management', 0.15003179013729095)","('Ecological_Impacts', 0.0994921624660492)","('NON-ESG', 0.21896879374980927)","('NON-ESG', 0.15003179013729095)","('NON-ESG', 0.0994921624660492)"
Line 2,"TAKING  ACTION FOR  A BRIGHTER  WORLD SUSTAI NABILITY REPORT | 2020CONTENTOUR BUSINESS COVID-19 RESPONSE HEALTHY PLANET HEALTHY SMILES HEALTHY BUSINESS APPENDIX OUR APPROACH TO MANAGING SUSTAINABILITY BEYOND Ӏ 2Our Business Ӏ  Our approach to managing sustainability Ӏ COVID-19 response Ӏ  Healthy Planet Ӏ  Healthy Smiles Ӏ  Healthy BusinessBEYOND Ӏ Our Business  Ӏ Our approach to managing sustainability Ӏ COVID-19 response Ӏ  Healthy  Planet  Ӏ Healthy  Smiles  Ӏ Healthy  Business BEYOND Ӏ 3LETTER FROM THE CEOI hope this letter finds you and your families safe and healthy.
","('Employee_Health_And_Safety', 0.5492619276046753)","('Access_And_Affordability', 0.1488937884569168)","('Human_Rights_And_Community_Relations', 0.06882375478744507)","(['Operational Eco-Efficiency'], 0.5492619276046753)","('NON-ESG', 0.1488937884569168)","('NON-ESG', 0.06882375478744507)"
Line 3,"The  global pandemic that dominated 2020 challenged all of us in a truly  unprecedented way.
","('Physical_Impacts_Of_Climate_Change', 0.508918046951294)","('Systemic_Risk_Management', 0.12241701781749725)","('Critical_Incident_Risk_Management', 0.07983783632516861)","(['Climate Change'], 0.508918046951294)","('NON-ESG', 0.12241701781749725)","('NON-ESG', 0.07983783632516861)"
Line 4,"I am very proud of how Dentsply Sirona1   navigated the constantly evolving situation — our response  underscored the resilience of our Company and its employees.
","('Business_Model_Resilience', 0.908552885055542)","('Product_Design_And_Lifecycle_Management', 0.010644707828760147)","('Supply_Chain_Management', 0.010106639005243778)","(['Codes of Business Conduct'], 0.908552885055542)","('NON-ESG', 0.010644707828760147)","('NON-ESG', 0.010106639005243778)"
Line 5,"As it  became evident that COVID-19 was going to have a profound impact  on the dental market, the Executive Management Team and Board  together formalized a response that prioritized our employee safety,  customer support, and the financial health of the Company.
","('Employee_Health_And_Safety', 0.9620915651321411)","('Product_Quality_And_Safety', 0.006274842191487551)","('Employee_Engagement_Inclusion_And_Diversity', 0.005787352100014687)","(['Operational Eco-Efficiency'], 0.9620915651321411)","('NON-ESG', 0.006274842191487551)","('NON-ESG', 0.005787352100014687)"
Line 6,"Thanks to  our investment in digitization over the past few years, we were able to  quickly transition our employees to remote working in order to ensure  seamless customer service as well as offer digital education.
","('Data_Security', 0.135201558470726)","('Product_Design_And_Lifecycle_Management', 0.12860746681690216)","('Competitive_Behavior', 0.11368953436613083)","('NON-ESG', 0.135201558470726)","('NON-ESG', 0.12860746681690216)","('NON-ESG', 0.11368953436613083)"
Line 7,"Every day, we empower millions  of customers by proudly   creating innovative solutions   for healthy smiles.
","('Product_Design_And_Lifecycle_Management', 0.6147559285163879)","('Customer_Welfare', 0.11799615621566772)","('Access_And_Affordability', 0.03517519310116768)","(['Product Stewardship'], 0.6147559285163879)","('NON-ESG', 0.11799615621566772)","('NON-ESG', 0.03517519310116768)"
Line 8,"At the heart of our business is the creation of innovative products  and integrated solutions that transform dentistry to improve oral  health globally.
","('Product_Design_And_Lifecycle_Management', 0.4981359839439392)","('Customer_Welfare', 0.19018009305000305)","('Product_Quality_And_Safety', 0.08668529987335205)","('NON-ESG', 0.4981359839439392)","('NON-ESG', 0.19018009305000305)","('NON-ESG', 0.08668529987335205)"
Line 9,"We work every single day to exceed expectations —  those of our customers, our employees, our shareholders, and the  communities in which we live and work.
","('Labor_Practices', 0.227252796292305)","('Product_Design_And_Lifecycle_Management', 0.11060983687639236)","('Employee_Health_And_Safety', 0.08678921312093735)","('NON-ESG', 0.227252796292305)","('NON-ESG', 0.11060983687639236)","('NON-ESG', 0.08678921312093735)"
Line 10,"Over the last year, the challenges brought on by the  pandemic have been seen and felt across a broad  spectrum of areas, bridging health, business and society.
","('Physical_Impacts_Of_Climate_Change', 0.6317009925842285)","('Critical_Incident_Risk_Management', 0.13381575047969818)","('Systemic_Risk_Management', 0.0441659577190876)","(['Climate Change'], 0.6317009925842285)","('NON-ESG', 0.13381575047969818)","('NON-ESG', 0.0441659577190876)"
Line 11,"The world as we once knew it has changed dramatically,  with the impacts from the pandemic likely to reshape how  individuals and companies look at the world.
","('Physical_Impacts_Of_Climate_Change', 0.47507378458976746)","('Systemic_Risk_Management', 0.27967721223831177)","('Business_Model_Resilience', 0.05834106355905533)","('NON-ESG', 0.47507378458976746)","('NON-ESG', 0.27967721223831177)","('NON-ESG', 0.05834106355905533)"
Line 12,"Don Casey, CEO  FUTURE FOCUS  As critically important as our response to the COVID-19 crisis was,  it was equally important that we keep a firm focus on how to enable  Dentsply Sirona to thrive going forward.
","('Systemic_Risk_Management', 0.5742010474205017)","('Physical_Impacts_Of_Climate_Change', 0.1922154426574707)","('Critical_Incident_Risk_Management', 0.0743020549416542)","(['Risk & Crisis Management'], 0.5742010474205017)","('NON-ESG', 0.1922154426574707)","('NON-ESG', 0.0743020549416542)"
Line 13,"We made significant strides  within major strategic initiatives focused on accelerating growth,  improving our margins, and simplifying the Company structure —  including our manufacturing footprint, where we have reduced our  manufacturing sites from 42 to 29 over the last three years.
","('Business_Model_Resilience', 0.5690575242042542)","('Supply_Chain_Management', 0.08952898532152176)","('Product_Design_And_Lifecycle_Management', 0.08711860328912735)","(['Codes of Business Conduct'], 0.5690575242042542)","('NON-ESG', 0.08952898532152176)","('NON-ESG', 0.08711860328912735)"
Line 14,"We also  completed a number of strategic acquisitions including Byte,   a high-growth direct-to-consumer clear aligner company, and Datum  Dental, a biomaterials company focused on bone regeneration.
","('Business_Model_Resilience', 0.2443426102399826)","('Product_Design_And_Lifecycle_Management', 0.24209721386432648)","('Customer_Welfare', 0.16347473859786987)","('NON-ESG', 0.2443426102399826)","('NON-ESG', 0.24209721386432648)","('NON-ESG', 0.16347473859786987)"
Line 15,"In addition, we continued to innovate successfully launching   a number of new products such as Axeos, Schick AE sensor, Surefil  One, and Primemill.
","('Product_Design_And_Lifecycle_Management', 0.9331708550453186)","('Customer_Welfare', 0.008682039566338062)","('Business_Model_Resilience', 0.008000287227332592)","(['Product Stewardship'], 0.9331708550453186)","('NON-ESG', 0.008682039566338062)","('NON-ESG', 0.008000287227332592)"
Line 16,"All of this gives Dentsply Sirona scale in critical,  fast-growing segments and enables us to accelerate growth and  deliver against our key priorities.
","('Business_Model_Resilience', 0.6857161521911621)","('Systemic_Risk_Management', 0.12063997983932495)","('Supply_Chain_Management', 0.05368185043334961)","(['Codes of Business Conduct'], 0.6857161521911621)","('NON-ESG', 0.12063997983932495)","('NON-ESG', 0.05368185043334961)"
Line 17,"As I reflect on all that we faced in 2020, I am reminded more than  ever of the importance of remaining anchored in our purpose .
","('Human_Rights_And_Community_Relations', 0.3605593144893646)","('Business_Model_Resilience', 0.19541040062904358)","('Management_Of_Legal_And_Regulatory_Framework', 0.06351540982723236)","('NON-ESG', 0.3605593144893646)","('NON-ESG', 0.19541040062904358)","('NON-ESG', 0.06351540982723236)"
Line 18,"ABOUT THIS REPORT  Attesting to this commitment, we are excited to publish our inaugural  Sustainability Report “ Beyond — Taking Action for A Brighter World ”,   which outlines our sustainability strategy and ambitions, and discloses  our sustainability performance in 2020.
","('Business_Model_Resilience', 0.5077624320983887)","('Supply_Chain_Management', 0.07546715438365936)","('Product_Design_And_Lifecycle_Management', 0.07518506795167923)","(['Codes of Business Conduct'], 0.5077624320983887)","('NON-ESG', 0.07546715438365936)","('NON-ESG', 0.07518506795167923)"
