,Sentence,ESG BERT Topic 1,ESG BERT Topic 2,ESG BERT Topic 3,Mapped Criteria Topic 1,Mapped Criteria Topic 2,Mapped Criteria Topic 3
Line 1,"2021 Performance Report Advancing Science  for LifePatient spotlight: Arnold Vargas Gonzalez Not long after joining Boston Scientific, Arnold Vargas Gonzalez sensed it would be  more than just a job.
","('Business_Model_Resilience', 0.12671920657157898)","('Access_And_Affordability', 0.10534004867076874)","('Ecological_Impacts', 0.10001260042190552)","('NON-ESG', 0.12671920657157898)","('NON-ESG', 0.10534004867076874)","('NON-ESG', 0.10001260042190552)"
Line 2,"“The Boston Scientific quality culture inspired me right away,”  says the 39-year-old, who is based in Coyol, Costa Rica.
","('Business_Model_Resilience', 0.2305557131767273)","('Employee_Engagement_Inclusion_And_Diversity', 0.09367507696151733)","('Ecological_Impacts', 0.08452889323234558)","('NON-ESG', 0.2305557131767273)","('NON-ESG', 0.09367507696151733)","('NON-ESG', 0.08452889323234558)"
Line 3,"Arnold worked hard to progress from product builder to quality inspector, and with encouragement and support  from his leaders and colleagues, he pursued a degree in industrial engineering to advance his career in quality.
","('Product_Design_And_Lifecycle_Management', 0.8499873280525208)","('Product_Quality_And_Safety', 0.04082116484642029)","('Supply_Chain_Management', 0.01393898669630289)","(['Product Stewardship'], 0.8499873280525208)","('NON-ESG', 0.04082116484642029)","('NON-ESG', 0.01393898669630289)"
Line 4,"After earning a promotion to quality engineer, Arnold suffered gallbladder complications, which led to a critical  surgery.
","('Employee_Health_And_Safety', 0.7485968470573425)","('Employee_Engagement_Inclusion_And_Diversity', 0.04560968652367592)","('Access_And_Affordability', 0.02085711620748043)","(['Operational Eco-Efficiency'], 0.7485968470573425)","('NON-ESG', 0.04560968652367592)","('NON-ESG', 0.02085711620748043)"
Line 5,"When doctors showed him the stent they were using, he knew he would make a full recovery.
","('Employee_Health_And_Safety', 0.6783872246742249)","('Employee_Engagement_Inclusion_And_Diversity', 0.03480149060487747)","('Access_And_Affordability', 0.028640814125537872)","(['Operational Eco-Efficiency'], 0.6783872246742249)","('NON-ESG', 0.03480149060487747)","('NON-ESG', 0.028640814125537872)"
Line 6,"“I saw the  Boston Scientific logo and it gave me such peace of mind.
","('Employee_Engagement_Inclusion_And_Diversity', 0.18551665544509888)","('Business_Model_Resilience', 0.11765573173761368)","('Product_Design_And_Lifecycle_Management', 0.10656513273715973)","('NON-ESG', 0.18551665544509888)","('NON-ESG', 0.11765573173761368)","('NON-ESG', 0.10656513273715973)"
Line 7,"I believed in the device because we built it.” Arnold was  soon back on the quality front lines and to his studies.
","('Product_Design_And_Lifecycle_Management', 0.37250322103500366)","('Business_Model_Resilience', 0.14469227194786072)","('Employee_Engagement_Inclusion_And_Diversity', 0.059557463973760605)","('NON-ESG', 0.37250322103500366)","('NON-ESG', 0.14469227194786072)","('NON-ESG', 0.059557463973760605)"
Line 8,"In 2021, amid global uncertainty, Arnold and his team   stood strong — along with 41,000 Boston Scientific  colleagues around the world.
","('GHG_Emissions', 0.1631609946489334)","('Competitive_Behavior', 0.1597166210412979)","('Management_Of_Legal_And_Regulatory_Framework', 0.10748074948787689)","('NON-ESG', 0.1631609946489334)","('NON-ESG', 0.1597166210412979)","('NON-ESG', 0.10748074948787689)"
Line 9,"Across the company,  our people innovated to improve patient outcomes,  stay connected with customers and deliver solutions  wherever they were needed.
","('Access_And_Affordability', 0.4940657615661621)","('Customer_Welfare', 0.08522424101829529)","('Product_Design_And_Lifecycle_Management', 0.0443183071911335)","('NON-ESG', 0.4940657615661621)","('NON-ESG', 0.08522424101829529)","('NON-ESG', 0.0443183071911335)"
Line 10,"The collective resolve of our global team accelerated  our progress as a business and as a corporate citizen.
","('Human_Rights_And_Community_Relations', 0.6514506340026855)","('Business_Model_Resilience', 0.06309188157320023)","('Employee_Health_And_Safety', 0.030835861340165138)","(['Community Relations'], 0.6514506340026855)","('NON-ESG', 0.06309188157320023)","('NON-ESG', 0.030835861340165138)"
Line 11,"We found new ways to support our communities,  protect the environment we all share and make care  more equitable.
","('Human_Rights_And_Community_Relations', 0.5614123940467834)","('Ecological_Impacts', 0.27098751068115234)","('Water_And_Wastewater_Management', 0.017549164593219757)","(['Community Relations'], 0.5614123940467834)","('NON-ESG', 0.27098751068115234)","('NON-ESG', 0.017549164593219757)"
Line 12,"Like Arnold, we believe — in the power of doing our part,  always working for a better future and advancing science  for life.
","('Access_And_Affordability', 0.19630233943462372)","('Product_Design_And_Lifecycle_Management', 0.11652208864688873)","('Ecological_Impacts', 0.09455664455890656)","('NON-ESG', 0.19630233943462372)","('NON-ESG', 0.11652208864688873)","('NON-ESG', 0.09455664455890656)"
Line 13,"Arnold Vargas Gonzalez engineer,  Quality Assurance   and Boston Scientific patient“ I knew my future would be here,  making our products — always with   the patient in mind.” Arnold and his wife Eimy, who also works in manufacturing  at our Coyol site, are inspired to make life better for patients  every day.
","('Product_Design_And_Lifecycle_Management', 0.9244052767753601)","('Product_Quality_And_Safety', 0.01673082821071148)","('Customer_Welfare', 0.010313247330486774)","(['Product Stewardship'], 0.9244052767753601)","('NON-ESG', 0.01673082821071148)","('NON-ESG', 0.010313247330486774)"
Line 14,"2021 Performance ReportIntroduction Patient spotlight Table of contents A message from   our Chairman and   Chief Executive Officer Our mission and values Boston Scientific:   2021 at a glance Our ESG strategy 2021 highlights Awards and recognition Transforming care Investing in   our people Accelerating   possibilities Protecting the  environment Creating value  responsibly Appendix This report has been prepared in reference to the Global  Reporting Initiative guidelines and the SASB standards  for the Medical Equipment & Supplies industry.
","('Management_Of_Legal_And_Regulatory_Framework', 0.3336941599845886)","('Access_And_Affordability', 0.2215932458639145)","('Product_Quality_And_Safety', 0.11531154066324234)","('NON-ESG', 0.3336941599845886)","('NON-ESG', 0.2215932458639145)","('NON-ESG', 0.11531154066324234)"
Line 15,"2021 Performance ReportIntroduction Patient spotlight Table of contents A message from   our Chairman and   Chief Executive Officer Our mission and values Boston Scientific:   2021 at a glance Our ESG strategy 2021 highlights Awards and recognition Transforming care Investing in   our people Accelerating   possibilities Protecting the  environment Creating value  responsibly Appendix This report has been prepared in reference to the Global  Reporting Initiative guidelines and the SASB standards  for the Medical Equipment & Supplies industry.
","('Supply_Chain_Management', 0.7354018092155457)","('Energy_Management', 0.055288225412368774)","('Waste_And_Hazardous_Materials_Management', 0.023727359250187874)","(['Supply Chain Management'], 0.7354018092155457)","('NON-ESG', 0.055288225412368774)","('NON-ESG', 0.023727359250187874)"
Line 16,"Unless  otherwise indicated, data in this 2021 Performance  Report and appendix are as of December 31, 2021, or  for the year ended December 31, 2021, as applicable.
","('Management_Of_Legal_And_Regulatory_Framework', 0.585196316242218)","('Physical_Impacts_Of_Climate_Change', 0.05050257593393326)","('Systemic_Risk_Management', 0.04853016510605812)","(['Corporate Governance'], 0.585196316242218)","('NON-ESG', 0.05050257593393326)","('NON-ESG', 0.04853016510605812)"
Line 17,"Please refer to the appendix for detailed metrics and  key definitions used within this report.
","('Management_Of_Legal_And_Regulatory_Framework', 0.6755912899971008)","('Systemic_Risk_Management', 0.038310810923576355)","('Access_And_Affordability', 0.037136513739824295)","(['Corporate Governance'], 0.6755912899971008)","('NON-ESG', 0.038310810923576355)","('NON-ESG', 0.037136513739824295)"
Line 18,"Reporting on  other matters specific to financial performance of the  company and its subsidiaries can be found in our  2021 Annual Report.Table of contents Patient spotlight: Arnold Vargas Gonzalez A message from our Chairman   and Chief Executive Officer Our mission and values  Boston Scientific: 2021 at a glance  Our ESG strategy: Advancing science for life  2021 highlights  Awards and recognition  Transforming care   Innovating to meet more patient needs   Ensuring quality, health and safety    Improving access and outcomes  through digital solutions  Investing in our people   Our diverse, equitable and inclusive workplace   Attracting, developing and retaining talent   Employee well-being, rewards and safety  Accelerating possibilities   Improving health equity and access   Confronting inequities   Supporting our communities  36Protecting the environment   Reducing our environmental impact   Managing climate risk    Advancing product stewardship   Creating value responsibly  48   Good governance reflects our values   Compliance, ethics and integrity    Protecting human rights across our   company and supply chain   Keeping our supply chain resilient and reliable   Risk management and global security   Keeping our products and patient data secure  Appendix   Stakeholder engagement   Metrics summary   Global Reporting Initiative (GRI) index   Sustainability Accounting Standards Board  (SASB) index   United Nations Sustainable Development  Goals (SDGs)  2021 Performance ReportIntroduction Patient spotlight Table of contents A message from   our Chairman and   Chief Executive Officer Our mission and values Boston Scientific:   2021 at a glance Our ESG strategy 2021 highlights Awards and recognition Transforming care Investing in   our people Accelerating   possibilities Protecting the  environment Creating value  responsibly Appendix A message from our   Chairman and Chief Executive Officer We remain confident in our progress and committed to  transforming care, investing in our people, accelerating  possibilities, protecting the environment and creating value  responsibly.
","('Product_Quality_And_Safety', 0.7010924220085144)","('Product_Design_And_Lifecycle_Management', 0.06746430695056915)","('Customer_Welfare', 0.043527934700250626)","(['Product Quality & Recall Management'], 0.7010924220085144)","('NON-ESG', 0.06746430695056915)","('NON-ESG', 0.043527934700250626)"
Line 19,"Reporting on  other matters specific to financial performance of the  company and its subsidiaries can be found in our  2021 Annual Report.Table of contents Patient spotlight: Arnold Vargas Gonzalez A message from our Chairman   and Chief Executive Officer Our mission and values  Boston Scientific: 2021 at a glance  Our ESG strategy: Advancing science for life  2021 highlights  Awards and recognition  Transforming care   Innovating to meet more patient needs   Ensuring quality, health and safety    Improving access and outcomes  through digital solutions  Investing in our people   Our diverse, equitable and inclusive workplace   Attracting, developing and retaining talent   Employee well-being, rewards and safety  Accelerating possibilities   Improving health equity and access   Confronting inequities   Supporting our communities  36Protecting the environment   Reducing our environmental impact   Managing climate risk    Advancing product stewardship   Creating value responsibly  48   Good governance reflects our values   Compliance, ethics and integrity    Protecting human rights across our   company and supply chain   Keeping our supply chain resilient and reliable   Risk management and global security   Keeping our products and patient data secure  Appendix   Stakeholder engagement   Metrics summary   Global Reporting Initiative (GRI) index   Sustainability Accounting Standards Board  (SASB) index   United Nations Sustainable Development  Goals (SDGs)  2021 Performance ReportIntroduction Patient spotlight Table of contents A message from   our Chairman and   Chief Executive Officer Our mission and values Boston Scientific:   2021 at a glance Our ESG strategy 2021 highlights Awards and recognition Transforming care Investing in   our people Accelerating   possibilities Protecting the  environment Creating value  responsibly Appendix A message from our   Chairman and Chief Executive Officer We remain confident in our progress and committed to  transforming care, investing in our people, accelerating  possibilities, protecting the environment and creating value  responsibly.
","('Employee_Engagement_Inclusion_And_Diversity', 0.7212581038475037)","('Human_Rights_And_Community_Relations', 0.09098558127880096)","('Access_And_Affordability', 0.04598716273903847)","(['Human Capital Development'], 0.7212581038475037)","('NON-ESG', 0.09098558127880096)","('NON-ESG', 0.04598716273903847)"
