,Sentence,ESG BERT Topic 1,ESG BERT Topic 2,ESG BERT Topic 3,Mapped Criteria Topic 1,Mapped Criteria Topic 2,Mapped Criteria Topic 3
Line 1,"2021 Corporate  Responsibility  Report Pursuing Our Purpose   for Long-Term Value   Creation and Positive   Impact on a Global ScaleINTRODUCTION    INNOVATION & ACCESS    ENVIRONMENT    SOCIAL    GOVERNANCE    ESG APPENDIX 2Letter to Our Stakeholders 2021 Highlights ESG Goals and Commitments Our Company and Our Approach to Corporate Responsibility   About IDEXX  Our Approach to Corporate Responsibility Innovation and Access   Innovating to Enhance Health and Well-Being  Expanding Access to Support Health and Well-Being Environment  Taking Climate Action  Reducing Our Operational Impact  Advancing Product Stewardship and Circular Economy Social   People and Culture   Diversity, Equity, and Inclusion   Talent and Development   Employee Well-Being   Workplace Health and Safety   Responsible Supply Chain  Community Impact: IDEXX Foundation and Community Engagement Governance  Corporate Governance  Global Ethics and Compliance   Risk Management, Privacy, and Cybersecurity  Policies, Commitments, and Disclosures ESG Appendix  Data Summary, 2019-2021  Sustainability Accounting Standards Board (SASB) Index  Task Force on Climate-Related Financial Disclosures (TCFD) Index  Progress on Goals from 2020 Corporate Responsibility Report 65About this Report Our 2021 Corporate Responsibility Report provides an update  on the progress we’ve made and is a look to the future on our  continued commitment to enhance the health and well-being  of pets, people, and livestock.
","('Access_And_Affordability', 0.6651486158370972)","('Employee_Health_And_Safety', 0.08659722656011581)","('Human_Rights_And_Community_Relations', 0.04231967404484749)","(['Health Outcome Contribution'], 0.6651486158370972)","('NON-ESG', 0.08659722656011581)","('NON-ESG', 0.04231967404484749)"
Line 2,"2021 Corporate  Responsibility  Report Pursuing Our Purpose   for Long-Term Value   Creation and Positive   Impact on a Global ScaleINTRODUCTION    INNOVATION & ACCESS    ENVIRONMENT    SOCIAL    GOVERNANCE    ESG APPENDIX 2Letter to Our Stakeholders 2021 Highlights ESG Goals and Commitments Our Company and Our Approach to Corporate Responsibility   About IDEXX  Our Approach to Corporate Responsibility Innovation and Access   Innovating to Enhance Health and Well-Being  Expanding Access to Support Health and Well-Being Environment  Taking Climate Action  Reducing Our Operational Impact  Advancing Product Stewardship and Circular Economy Social   People and Culture   Diversity, Equity, and Inclusion   Talent and Development   Employee Well-Being   Workplace Health and Safety   Responsible Supply Chain  Community Impact: IDEXX Foundation and Community Engagement Governance  Corporate Governance  Global Ethics and Compliance   Risk Management, Privacy, and Cybersecurity  Policies, Commitments, and Disclosures ESG Appendix  Data Summary, 2019-2021  Sustainability Accounting Standards Board (SASB) Index  Task Force on Climate-Related Financial Disclosures (TCFD) Index  Progress on Goals from 2020 Corporate Responsibility Report 65About this Report Our 2021 Corporate Responsibility Report provides an update  on the progress we’ve made and is a look to the future on our  continued commitment to enhance the health and well-being  of pets, people, and livestock.
","('Employee_Engagement_Inclusion_And_Diversity', 0.9436715841293335)","('Human_Rights_And_Community_Relations', 0.009208949282765388)","('Employee_Health_And_Safety', 0.004351348150521517)","(['Human Capital Development'], 0.9436715841293335)","('NON-ESG', 0.009208949282765388)","('NON-ESG', 0.004351348150521517)"
Line 3,"2021 Corporate  Responsibility  Report Pursuing Our Purpose   for Long-Term Value   Creation and Positive   Impact on a Global ScaleINTRODUCTION    INNOVATION & ACCESS    ENVIRONMENT    SOCIAL    GOVERNANCE    ESG APPENDIX 2Letter to Our Stakeholders 2021 Highlights ESG Goals and Commitments Our Company and Our Approach to Corporate Responsibility   About IDEXX  Our Approach to Corporate Responsibility Innovation and Access   Innovating to Enhance Health and Well-Being  Expanding Access to Support Health and Well-Being Environment  Taking Climate Action  Reducing Our Operational Impact  Advancing Product Stewardship and Circular Economy Social   People and Culture   Diversity, Equity, and Inclusion   Talent and Development   Employee Well-Being   Workplace Health and Safety   Responsible Supply Chain  Community Impact: IDEXX Foundation and Community Engagement Governance  Corporate Governance  Global Ethics and Compliance   Risk Management, Privacy, and Cybersecurity  Policies, Commitments, and Disclosures ESG Appendix  Data Summary, 2019-2021  Sustainability Accounting Standards Board (SASB) Index  Task Force on Climate-Related Financial Disclosures (TCFD) Index  Progress on Goals from 2020 Corporate Responsibility Report 65About this Report Our 2021 Corporate Responsibility Report provides an update  on the progress we’ve made and is a look to the future on our  continued commitment to enhance the health and well-being  of pets, people, and livestock.
","('Employee_Health_And_Safety', 0.28606116771698)","('Human_Rights_And_Community_Relations', 0.24312792718410492)","('Access_And_Affordability', 0.18442386388778687)","('NON-ESG', 0.28606116771698)","('NON-ESG', 0.24312792718410492)","('NON-ESG', 0.18442386388778687)"
Line 4,"This report focuses on IDEXX’s  material environmental, social, and governance (ESG) topics in  alignment with reporting standards and frameworks, such as  the Sustainability Accounting Standards Board (SASB) and Task  Force on Climate-Related Financial Disclosures (TCFD), which  are detailed in our ESG Appendix .
","('Business_Model_Resilience', 0.4182485044002533)","('Management_Of_Legal_And_Regulatory_Framework', 0.12075132876634598)","('Physical_Impacts_Of_Climate_Change', 0.0844021886587143)","('NON-ESG', 0.4182485044002533)","('NON-ESG', 0.12075132876634598)","('NON-ESG', 0.0844021886587143)"
Line 5,"The report also recognizes  the important role we play in helping to meet the United Nations  Sustainable Development Goals (SDGs).
","('Human_Rights_And_Community_Relations', 0.4853469729423523)","('Business_Model_Resilience', 0.10514641553163528)","('Ecological_Impacts', 0.09279874712228775)","('NON-ESG', 0.4853469729423523)","('NON-ESG', 0.10514641553163528)","('NON-ESG', 0.09279874712228775)"
Line 6,"Unless otherwise noted, all performance reporting covers January  1, 2021 to December 31, 2021.
","('Management_Of_Legal_And_Regulatory_Framework', 0.5461538434028625)","('Director_Removal', 0.05402678623795509)","('Systemic_Risk_Management', 0.05272970348596573)","(['Corporate Governance'], 0.5461538434028625)","('NON-ESG', 0.05402678623795509)","('NON-ESG', 0.05272970348596573)"
Line 7,"In some instances, reported  data may be estimates or rounded.
","('Management_Of_Legal_And_Regulatory_Framework', 0.13771091401576996)","('Customer_Privacy', 0.10287130624055862)","('Employee_Engagement_Inclusion_And_Diversity', 0.09489203244447708)","('NON-ESG', 0.13771091401576996)","('NON-ESG', 0.10287130624055862)","('NON-ESG', 0.09489203244447708)"
Line 8,"All financial information is  reported in U.S. dollars.
","('Systemic_Risk_Management', 0.43585827946662903)","('Business_Model_Resilience', 0.09034871309995651)","('Customer_Privacy', 0.06716421991586685)","('NON-ESG', 0.43585827946662903)","('NON-ESG', 0.09034871309995651)","('NON-ESG', 0.06716421991586685)"
Line 9,"We have also included selected ESG  information in our 2021 Annual Report on Form 10-K and our 2022  Proxy Statement, which are available on our corporate website  at www.idexx.com.
","('Business_Model_Resilience', 0.45421135425567627)","('Systemic_Risk_Management', 0.12368626147508621)","('Management_Of_Legal_And_Regulatory_Framework', 0.08868149667978287)","('NON-ESG', 0.45421135425567627)","('NON-ESG', 0.12368626147508621)","('NON-ESG', 0.08868149667978287)"
Line 10,"For more information, see Our Approach to  Corporate Responsibility  section of this report or visit Corporate  Responsibility at IDEXX .
","('Human_Rights_And_Community_Relations', 0.33407899737358093)","('Management_Of_Legal_And_Regulatory_Framework', 0.18502125144004822)","('Business_Model_Resilience', 0.1161281019449234)","('NON-ESG', 0.33407899737358093)","('NON-ESG', 0.18502125144004822)","('NON-ESG', 0.1161281019449234)"
