,Sentence,ESG BERT Topic 1,ESG BERT Topic 2,ESG BERT Topic 3,Mapped Criteria Topic 1,Mapped Criteria Topic 2,Mapped Criteria Topic 3
Line 1,"Insulet Sustainability Report -  May 2020   1 Insulet is committed to fostering a sustainable business to support the well -being of our customers,  employees, and communities.
","('Human_Rights_And_Community_Relations', 0.7775241136550903)","('Business_Model_Resilience', 0.03287830948829651)","('Product_Design_And_Lifecycle_Management', 0.029760638251900673)","(['Community Relations'], 0.7775241136550903)","('NON-ESG', 0.03287830948829651)","('NON-ESG', 0.029760638251900673)"
Line 2,"We are dedicated to improving the lives of people  with diabetes through  the use of our Omnipod product platform.
","('Access_And_Affordability', 0.251274973154068)","('Customer_Welfare', 0.15327398478984833)","('Product_Quality_And_Safety', 0.15263597667217255)","('NON-ESG', 0.251274973154068)","('NON-ESG', 0.15327398478984833)","('NON-ESG', 0.15263597667217255)"
Line 3,"We strive to provide engaging and rewarding work for our  employees, and to always demonstrate integrity in our actions .
","('Business_Ethics', 0.3247595727443695)","('Employee_Engagement_Inclusion_And_Diversity', 0.14960217475891113)","('Human_Rights_And_Community_Relations', 0.10859859734773636)","('NON-ESG', 0.3247595727443695)","('NON-ESG', 0.14960217475891113)","('NON-ESG', 0.10859859734773636)"
Line 4,"We are committed to being a good  corporate citizen and giving back to the communities in which we live and wo rk.
","('Human_Rights_And_Community_Relations', 0.8493896722793579)","('Access_And_Affordability', 0.02741660736501217)","('Ecological_Impacts', 0.01618974842131138)","(['Community Relations'], 0.8493896722793579)","('NON-ESG', 0.02741660736501217)","('NON-ESG', 0.01618974842131138)"
Line 5,"We believe that  delivering long -term value for our stakeholders is critical to our success.
","('Business_Model_Resilience', 0.6856061816215515)","('Human_Rights_And_Community_Relations', 0.055574819445610046)","('Product_Design_And_Lifecycle_Management', 0.044976744800806046)","(['Codes of Business Conduct'], 0.6856061816215515)","('NON-ESG', 0.055574819445610046)","('NON-ESG', 0.044976744800806046)"
Line 6,"Quality  Accessibility  Employees  Environment  Integrity     Mission and Impact     Our Mission   We are driven by our  mission to enable our customers to enjoy simplicity, freedom, and healthier lives  through innovative technology.
","('Product_Design_And_Lifecycle_Management', 0.2580714523792267)","('Employee_Engagement_Inclusion_And_Diversity', 0.11544030159711838)","('Competitive_Behavior', 0.11473218351602554)","('NON-ESG', 0.2580714523792267)","('NON-ESG', 0.11544030159711838)","('NON-ESG', 0.11473218351602554)"
Line 7,"Diabetes is a global epidemic.
","('Access_And_Affordability', 0.16666346788406372)","('Systemic_Risk_Management', 0.11494476348161697)","('Employee_Health_And_Safety', 0.07626945525407791)","('NON-ESG', 0.16666346788406372)","('NON-ESG', 0.11494476348161697)","('NON-ESG', 0.07626945525407791)"
Line 8,"Insulet’s goal is to make diabetes a smaller and more manageable part of  people’s lives through our Pod therapy: a simpl e, smart, and discreet way to control insulin.
","('Access_And_Affordability', 0.23796603083610535)","('Employee_Health_And_Safety', 0.15203696489334106)","('Customer_Welfare', 0.14201833307743073)","('NON-ESG', 0.23796603083610535)","('NON-ESG', 0.15203696489334106)","('NON-ESG', 0.14201833307743073)"
Line 9,"We’re  changing Podders ’ lives for the better.
","('Business_Model_Resilience', 0.2162093222141266)","('Human_Rights_And_Community_Relations', 0.19720155000686646)","('Employee_Engagement_Inclusion_And_Diversity', 0.09683486819267273)","('NON-ESG', 0.2162093222141266)","('NON-ESG', 0.19720155000686646)","('NON-ESG', 0.09683486819267273)"
Line 10,"We are achieving this through our industry -leading, customer focused R&D, our groundbreaking  business model that prioritizes customer access, and our commitment to operational excellence and  safe, high- quality products.
","('Product_Design_And_Lifecycle_Management', 0.940768301486969)","('Customer_Welfare', 0.007764370180666447)","('Product_Quality_And_Safety', 0.007165944203734398)","(['Product Stewardship'], 0.940768301486969)","('NON-ESG', 0.007764370180666447)","('NON-ESG', 0.007165944203734398)"
