,Sentence,ESG BERT Topic 1,ESG BERT Topic 2,ESG BERT Topic 3,Mapped Criteria Topic 1,Mapped Criteria Topic 2,Mapped Criteria Topic 3
Line 1,"Sustainability   ReportContents Our Approach to Sustainability Resilient Operations Sustainable Product Innovation Appendix 67People and Communities 48Message from the CEO Message from the CSO About Insulet 2021 Performance Responding to COVID-19 1 Contents Message from the CEOMessage from the CEO As I reflect on the past year, I believe it is more important than ever to integrate sustainability into our business while pursuing our  mission to simplify and improve the lives of people with diabetes worldwide.
","('Product_Design_And_Lifecycle_Management', 0.7274196147918701)","('Business_Model_Resilience', 0.14512774348258972)","('Supply_Chain_Management', 0.02089560404419899)","(['Product Stewardship'], 0.7274196147918701)","('NON-ESG', 0.14512774348258972)","('NON-ESG', 0.02089560404419899)"
Line 2,"Sustainability   ReportContents Our Approach to Sustainability Resilient Operations Sustainable Product Innovation Appendix 67People and Communities 48Message from the CEO Message from the CSO About Insulet 2021 Performance Responding to COVID-19 1 Contents Message from the CEOMessage from the CEO As I reflect on the past year, I believe it is more important than ever to integrate sustainability into our business while pursuing our  mission to simplify and improve the lives of people with diabetes worldwide.
","('Product_Design_And_Lifecycle_Management', 0.07696884870529175)","('Competitive_Behavior', 0.06801982969045639)","('Energy_Management', 0.06453041732311249)","('NON-ESG', 0.07696884870529175)","('NON-ESG', 0.06801982969045639)","('NON-ESG', 0.06453041732311249)"
Line 3,"Building upon our sustainability strategy, we are now  driving measurable impact on critical environmental, social, and governance issues.
","('Human_Rights_And_Community_Relations', 0.42114242911338806)","('Business_Model_Resilience', 0.1990952491760254)","('Physical_Impacts_Of_Climate_Change', 0.06411845237016678)","('NON-ESG', 0.42114242911338806)","('NON-ESG', 0.1990952491760254)","('NON-ESG', 0.06411845237016678)"
Line 4,"I am proud of the remarkable progress we have  made in a short amount of time, and I know that our accomplishments will motivate our continued growth.
","('Business_Model_Resilience', 0.4159925580024719)","('Human_Rights_And_Community_Relations', 0.0950150117278099)","('Employee_Engagement_Inclusion_And_Diversity', 0.07092362642288208)","('NON-ESG', 0.4159925580024719)","('NON-ESG', 0.0950150117278099)","('NON-ESG', 0.07092362642288208)"
Line 5,"We continue to adapt to the challenges presented by the COVID-19 pandemic.
","('Physical_Impacts_Of_Climate_Change', 0.5931175351142883)","('Business_Model_Resilience', 0.06319034099578857)","('Systemic_Risk_Management', 0.05806150287389755)","(['Climate Change'], 0.5931175351142883)","('NON-ESG', 0.06319034099578857)","('NON-ESG', 0.05806150287389755)"
Line 6,"Despite disruptions in global supply chains, the  determination of our employees and the resilience of our supply chain ensured that our customers did not miss a single shipment of  our life-sustaining products.
","('Supply_Chain_Management', 0.6767771244049072)","('Product_Design_And_Lifecycle_Management', 0.20061959326267242)","('Business_Model_Resilience', 0.014989234507083893)","(['Supply Chain Management'], 0.6767771244049072)","('NON-ESG', 0.20061959326267242)","('NON-ESG', 0.014989234507083893)"
Line 7,"We also further strengthened the reliability of our supply chain through dual and local sourcing to enhance  our ability to regularly deliver our products to customers.
","('Product_Design_And_Lifecycle_Management', 0.8335499167442322)","('Supply_Chain_Management', 0.08103232830762863)","('Customer_Welfare', 0.010104034096002579)","(['Product Stewardship'], 0.8335499167442322)","('NON-ESG', 0.08103232830762863)","('NON-ESG', 0.010104034096002579)"
Line 8,"We reaffirmed our commitment to providing comprehensive, flexible working arrangements that support our employees and maximize  our talent pool.
","('Employee_Engagement_Inclusion_And_Diversity', 0.9409989714622498)","('Employee_Health_And_Safety', 0.008365332148969173)","('Access_And_Affordability', 0.005347831640392542)","(['Human Capital Development'], 0.9409989714622498)","('NON-ESG', 0.008365332148969173)","('NON-ESG', 0.005347831640392542)"
Line 9,"Additionally, aligned with our commitment to embed diversity, equity, and inclusion throughout all levels of Insulet, we  reached 60% gender and ethnic diversity on our Board of Directors.
","('Employee_Engagement_Inclusion_And_Diversity', 0.9757895469665527)","('Employee_Health_And_Safety', 0.0018262407975271344)","('Human_Rights_And_Community_Relations', 0.001753009739331901)","(['Human Capital Development'], 0.9757895469665527)","('NON-ESG', 0.0018262407975271344)","('NON-ESG', 0.001753009739331901)"
Line 10,"Over 500 employees participated in our seven Employee Resource  Groups, a two-fold increase in participation from our inaugural year in 2020.
","('Employee_Engagement_Inclusion_And_Diversity', 0.705977201461792)","('Labor_Practices', 0.1096317321062088)","('Employee_Health_And_Safety', 0.04903867840766907)","(['Human Capital Development'], 0.705977201461792)","('NON-ESG', 0.1096317321062088)","('NON-ESG', 0.04903867840766907)"
Line 11,"We remain dedicated to continually building an inclusive,  nurturing culture that fosters employee wellbeing.
","('Employee_Engagement_Inclusion_And_Diversity', 0.27605313062667847)","('Access_And_Affordability', 0.17110775411128998)","('Human_Rights_And_Community_Relations', 0.1699332743883133)","('NON-ESG', 0.27605313062667847)","('NON-ESG', 0.17110775411128998)","('NON-ESG', 0.1699332743883133)"
Line 12,"We recognize that our products and operations impact our planet, and we are taking thoughtful steps to reduce our environmental  footprint.
","('Product_Design_And_Lifecycle_Management', 0.9632919430732727)","('Customer_Welfare', 0.003433681558817625)","('Supply_Chain_Management', 0.003399952780455351)","(['Product Stewardship'], 0.9632919430732727)","('NON-ESG', 0.003433681558817625)","('NON-ESG', 0.003399952780455351)"
Line 13,"To divert more products from landfills, we are seeking to expand our takeback programs and increase product recyclability.
","('Product_Design_And_Lifecycle_Management', 0.905495285987854)","('Waste_And_Hazardous_Materials_Management', 0.023168301209807396)","('Product_Quality_And_Safety', 0.011693854816257954)","(['Product Stewardship'], 0.905495285987854)","('NON-ESG', 0.023168301209807396)","('NON-ESG', 0.011693854816257954)"
Line 14,"We are also actively working to improve efficiency in our facilities, conserve our use of natural resources, and prepare ourselves for  the transition to a low-carbon economy.
","('Ecological_Impacts', 0.9711632132530212)","('GHG_Emissions', 0.004722347017377615)","('Product_Design_And_Lifecycle_Management', 0.002165513811632991)","(['Natural Capital'], 0.9711632132530212)","('NON-ESG', 0.004722347017377615)","('NON-ESG', 0.002165513811632991)"
Line 15,"In 2021, we generated approximately 800,000 kilowatt-hours from our solar panels at our  headquarters in Acton, Massachusetts, which is helping the Commonwealth meet its renewable energy goals.
","('Energy_Management', 0.9754554629325867)","('Management_Of_Legal_And_Regulatory_Framework', 0.0034636284690350294)","('Product_Design_And_Lifecycle_Management', 0.002357003977522254)","(['Operational Eco-Efficiency'], 0.9754554629325867)","('NON-ESG', 0.0034636284690350294)","('NON-ESG', 0.002357003977522254)"
Line 16,"I continue to be inspired by the strength of our employees and their dedication to innovation, which allows our Company to deliver  revolutionary products to our customers.
","('Product_Design_And_Lifecycle_Management', 0.9590809345245361)","('Product_Quality_And_Safety', 0.004344301763921976)","('Customer_Welfare', 0.0041955458000302315)","(['Product Stewardship'], 0.9590809345245361)","('NON-ESG', 0.004344301763921976)","('NON-ESG', 0.0041955458000302315)"
Line 17,"While in the midst of a pandemic, we achieved our sixth consecutive year of 20% average  annual revenue growth, and we launched Omnipod® products in two new markets.
","('Product_Design_And_Lifecycle_Management', 0.91438227891922)","('Customer_Welfare', 0.013064785860478878)","('Product_Quality_And_Safety', 0.0114093367010355)","(['Product Stewardship'], 0.91438227891922)","('NON-ESG', 0.013064785860478878)","('NON-ESG', 0.0114093367010355)"
Line 18,"In January 2022, the U.S. Food and Drug  Administration cleared the Omnipod® 5 Automated Insulin Delivery System , recognizing the effectiveness of Insulet’s innovative  technology in simplifying diabetes management and improving clinical outcomes.
","('Customer_Welfare', 0.387569785118103)","('Access_And_Affordability', 0.1383359432220459)","('Product_Quality_And_Safety', 0.06657028198242188)","('NON-ESG', 0.387569785118103)","('NON-ESG', 0.1383359432220459)","('NON-ESG', 0.06657028198242188)"
Line 19,"By building on the advances of our high-quality  Omnipod System, we continue to grow as a trusted leader serving those with diabetes.
","('Business_Model_Resilience', 0.1531660109758377)","('Product_Design_And_Lifecycle_Management', 0.13203375041484833)","('Customer_Welfare', 0.11019106209278107)","('NON-ESG', 0.1531660109758377)","('NON-ESG', 0.13203375041484833)","('NON-ESG', 0.11019106209278107)"
Line 20,"Looking ahead, I am eager to deliver on our mission in bigger and better ways as we fulfill our commitments to our employees,  customers, and the global diabetes community.
","('Business_Model_Resilience', 0.32830941677093506)","('Human_Rights_And_Community_Relations', 0.16753330826759338)","('Employee_Engagement_Inclusion_And_Diversity', 0.08732689172029495)","('NON-ESG', 0.32830941677093506)","('NON-ESG', 0.16753330826759338)","('NON-ESG', 0.08732689172029495)"
