,Sentence,ESG BERT Topic 1,ESG BERT Topic 2,ESG BERT Topic 3,Mapped Criteria Topic 1,Mapped Criteria Topic 2,Mapped Criteria Topic 3
Line 1,"Sustainability ReportMaking a World of Difference2022 Hologic Sustainability Report From Our CEO   .
","('Business_Model_Resilience', 0.2714112102985382)","('Product_Design_And_Lifecycle_Management', 0.16043776273727417)","('Supply_Chain_Management', 0.11376193910837173)","('NON-ESG', 0.2714112102985382)","('NON-ESG', 0.16043776273727417)","('NON-ESG', 0.11376193910837173)"
Line 2,"A M essage From   Our Chairman,   President and CEO    .
","('Director_Removal', 0.7284752130508423)","('Management_Of_Legal_And_Regulatory_Framework', 0.03799736499786377)","('Business_Ethics', 0.023802997544407845)","(['Anti-Crime Policy & Measures'], 0.7284752130508423)","('NON-ESG', 0.03799736499786377)","('NON-ESG', 0.023802997544407845)"
Line 3,"Our Purpose   .
","('Human_Rights_And_Community_Relations', 0.25142717361450195)","('Business_Model_Resilience', 0.08536763489246368)","('Employee_Engagement_Inclusion_And_Diversity', 0.06764070689678192)","('NON-ESG', 0.25142717361450195)","('NON-ESG', 0.08536763489246368)","('NON-ESG', 0.06764070689678192)"
Line 4,"H ologic Overview  .
","('Access_And_Affordability', 0.20901571214199066)","('Customer_Welfare', 0.08957088738679886)","('Product_Design_And_Lifecycle_Management', 0.07554112374782562)","('NON-ESG', 0.20901571214199066)","('NON-ESG', 0.08957088738679886)","('NON-ESG', 0.07554112374782562)"
Line 5,"H ologic at a Glance    .
","('Customer_Welfare', 0.16706162691116333)","('Competitive_Behavior', 0.1219303086400032)","('Access_And_Affordability', 0.10790184885263443)","('NON-ESG', 0.16706162691116333)","('NON-ESG', 0.1219303086400032)","('NON-ESG', 0.10790184885263443)"
Line 6,"R&D Spotlight   .
","('Business_Model_Resilience', 0.2798764705657959)","('Supply_Chain_Management', 0.17355400323867798)","('Product_Design_And_Lifecycle_Management', 0.1077256053686142)","('NON-ESG', 0.2798764705657959)","('NON-ESG', 0.17355400323867798)","('NON-ESG', 0.1077256053686142)"
Line 7,"History of Innovation   .
","('Business_Model_Resilience', 0.17174836993217468)","('Product_Design_And_Lifecycle_Management', 0.1471058577299118)","('Employee_Engagement_Inclusion_And_Diversity', 0.12236158549785614)","('NON-ESG', 0.17174836993217468)","('NON-ESG', 0.1471058577299118)","('NON-ESG', 0.12236158549785614)"
Line 8,"9  Shingo Prize: A World-Class  Culture of Excellence .
","('Business_Ethics', 0.1570734977722168)","('Management_Of_Legal_And_Regulatory_Framework', 0.11852454394102097)","('Competitive_Behavior', 0.10320335626602173)","('NON-ESG', 0.1570734977722168)","('NON-ESG', 0.11852454394102097)","('NON-ESG', 0.10320335626602173)"
Line 9,"10  Materiality Assessment    .
","('Business_Model_Resilience', 0.2784676253795624)","('Systemic_Risk_Management', 0.14056582748889923)","('Management_Of_Legal_And_Regulatory_Framework', 0.07145129889249802)","('NON-ESG', 0.2784676253795624)","('NON-ESG', 0.14056582748889923)","('NON-ESG', 0.07145129889249802)"
Line 10,"11  U.N. Sustainable  Development Goals    .
","('Human_Rights_And_Community_Relations', 0.6057009696960449)","('Business_Model_Resilience', 0.077064648270607)","('Ecological_Impacts', 0.045815858989953995)","(['Community Relations'], 0.6057009696960449)","('NON-ESG', 0.077064648270607)","('NON-ESG', 0.045815858989953995)"
Line 11,"A Discussion With Our CFO: Our Sustainability Strategy    .
","('Business_Model_Resilience', 0.6645469665527344)","('Systemic_Risk_Management', 0.0840299054980278)","('Supply_Chain_Management', 0.04244492948055267)","(['Codes of Business Conduct'], 0.6645469665527344)","('NON-ESG', 0.0840299054980278)","('NON-ESG', 0.04244492948055267)"
Line 12,"13Championing Women   .
","('Employee_Engagement_Inclusion_And_Diversity', 0.36319440603256226)","('Director_Removal', 0.08449321240186691)","('Labor_Practices', 0.06733069568872452)","('NON-ESG', 0.36319440603256226)","('NON-ESG', 0.08449321240186691)","('NON-ESG', 0.06733069568872452)"
Line 13,"14  Hologic Global Women’s  Health Index    .
","('Employee_Health_And_Safety', 0.240494966506958)","('Employee_Engagement_Inclusion_And_Diversity', 0.12871097028255463)","('Access_And_Affordability', 0.11339972913265228)","('NON-ESG', 0.240494966506958)","('NON-ESG', 0.12871097028255463)","('NON-ESG', 0.11339972913265228)"
Line 14,"15  Serving the Greater Good With  the WTA    .
","('Access_And_Affordability', 0.22292418777942657)","('Human_Rights_And_Community_Relations', 0.17093582451343536)","('Product_Design_And_Lifecycle_Management', 0.08943435549736023)","('NON-ESG', 0.22292418777942657)","('NON-ESG', 0.17093582451343536)","('NON-ESG', 0.08943435549736023)"
Line 15,"18  Global Access Initiative    .
","('Access_And_Affordability', 0.5052722096443176)","('Management_Of_Legal_And_Regulatory_Framework', 0.08823321759700775)","('Human_Rights_And_Community_Relations', 0.08587273210287094)","(['Health Outcome Contribution'], 0.5052722096443176)","('NON-ESG', 0.08823321759700775)","('NON-ESG', 0.08587273210287094)"
Line 16,"20  Project Health Equality    .
","('Human_Rights_And_Community_Relations', 0.529636800289154)","('Employee_Engagement_Inclusion_And_Diversity', 0.09733501821756363)","('Access_And_Affordability', 0.09547434002161026)","(['Community Relations'], 0.529636800289154)","('NON-ESG', 0.09733501821756363)","('NON-ESG', 0.09547434002161026)"
Line 17,"Helping Underserved  Women Worldwide    .
","('Access_And_Affordability', 0.934110164642334)","('Critical_Incident_Risk_Management', 0.00757948262616992)","('Human_Rights_And_Community_Relations', 0.005976839456707239)","(['Health Outcome Contribution'], 0.934110164642334)","('NON-ESG', 0.00757948262616992)","('NON-ESG', 0.005976839456707239)"
Line 18,"Our People   .
","('Human_Rights_And_Community_Relations', 0.4915091395378113)","('Employee_Engagement_Inclusion_And_Diversity', 0.14478391408920288)","('Business_Model_Resilience', 0.055221762508153915)","('NON-ESG', 0.4915091395378113)","('NON-ESG', 0.14478391408920288)","('NON-ESG', 0.055221762508153915)"
Line 19,"P eople First    .
","('Competitive_Behavior', 0.5420197248458862)","('Business_Ethics', 0.049711138010025024)","('Systemic_Risk_Management', 0.048999518156051636)","(['Business Ethics'], 0.5420197248458862)","('NON-ESG', 0.049711138010025024)","('NON-ESG', 0.048999518156051636)"
Line 20,"Key Indicators of  Engagement    .
","('Human_Rights_And_Community_Relations', 0.5564277768135071)","('Business_Model_Resilience', 0.10496503114700317)","('Management_Of_Legal_And_Regulatory_Framework', 0.044812217354774475)","(['Community Relations'], 0.5564277768135071)","('NON-ESG', 0.10496503114700317)","('NON-ESG', 0.044812217354774475)"
Line 21,"Our People Drive  Our Passion    .
","('Employee_Engagement_Inclusion_And_Diversity', 0.22082504630088806)","('Human_Rights_And_Community_Relations', 0.21965357661247253)","('Business_Model_Resilience', 0.13893316686153412)","('NON-ESG', 0.22082504630088806)","('NON-ESG', 0.21965357661247253)","('NON-ESG', 0.13893316686153412)"
