,Sentence,ESG BERT Topic 1,ESG BERT Topic 2,ESG BERT Topic 3,Mapped Criteria Topic 1,Mapped Criteria Topic 2,Mapped Criteria Topic 3
Line 1,"The Power of Purpose Hologic 2020 Sustainability Report2020 Hologic Sustainability Report  1 Introduction A Message from Our Chairman and CEO  Hologic’s Response to COVID-19  Hologic’s Life-Saving Impact  Research and Development  Our History of Innovation  Company Profile, Key Financial Highlights  ESG Materiality Overview  United Nations Sustainability Goals  The Globe  Environmental Health and Safety  Quality Management System  Supply Chain Management  Culture & Society  World Class Level of Engagement  Our Accountability to Inclusion  Equal Opportunity for Diverse Talent  Committment to Pay Equity  Global Access Initiative  Access to Healthcare  Philanthropy Governance Governance and Shareholder Engagement,   Board Transformation and Structure  Roles of the Board  Compensation Philosophy and Structure  Governance Policies and Procedures  Employee Workforce Composition  Sustainability Accounting Standards  Cover image: first international shipment of Aptima® SARS-CoV-2 assay from our   San Diego facility.A Message from Our Chairman and CEO Dear Hologic Stakeholders: A few months ago, I received an email from one of our sales  leaders reminding me of something I had said at our National  Sales Meeting in October of 2019.
","('Supply_Chain_Management', 0.9147995114326477)","('Product_Design_And_Lifecycle_Management', 0.021888162940740585)","('Business_Model_Resilience', 0.009350168518722057)","(['Supply Chain Management'], 0.9147995114326477)","('NON-ESG', 0.021888162940740585)","('NON-ESG', 0.009350168518722057)"
Line 2,"The Power of Purpose Hologic 2020 Sustainability Report2020 Hologic Sustainability Report  1 Introduction A Message from Our Chairman and CEO  Hologic’s Response to COVID-19  Hologic’s Life-Saving Impact  Research and Development  Our History of Innovation  Company Profile, Key Financial Highlights  ESG Materiality Overview  United Nations Sustainability Goals  The Globe  Environmental Health and Safety  Quality Management System  Supply Chain Management  Culture & Society  World Class Level of Engagement  Our Accountability to Inclusion  Equal Opportunity for Diverse Talent  Committment to Pay Equity  Global Access Initiative  Access to Healthcare  Philanthropy Governance Governance and Shareholder Engagement,   Board Transformation and Structure  Roles of the Board  Compensation Philosophy and Structure  Governance Policies and Procedures  Employee Workforce Composition  Sustainability Accounting Standards  Cover image: first international shipment of Aptima® SARS-CoV-2 assay from our   San Diego facility.A Message from Our Chairman and CEO Dear Hologic Stakeholders: A few months ago, I received an email from one of our sales  leaders reminding me of something I had said at our National  Sales Meeting in October of 2019.
","('Employee_Engagement_Inclusion_And_Diversity', 0.9504932761192322)","('Director_Removal', 0.004628503229469061)","('Business_Model_Resilience', 0.004250519908964634)","(['Human Capital Development'], 0.9504932761192322)","('NON-ESG', 0.004628503229469061)","('NON-ESG', 0.004250519908964634)"
Line 3,"The Power of Purpose Hologic 2020 Sustainability Report2020 Hologic Sustainability Report  1 Introduction A Message from Our Chairman and CEO  Hologic’s Response to COVID-19  Hologic’s Life-Saving Impact  Research and Development  Our History of Innovation  Company Profile, Key Financial Highlights  ESG Materiality Overview  United Nations Sustainability Goals  The Globe  Environmental Health and Safety  Quality Management System  Supply Chain Management  Culture & Society  World Class Level of Engagement  Our Accountability to Inclusion  Equal Opportunity for Diverse Talent  Committment to Pay Equity  Global Access Initiative  Access to Healthcare  Philanthropy Governance Governance and Shareholder Engagement,   Board Transformation and Structure  Roles of the Board  Compensation Philosophy and Structure  Governance Policies and Procedures  Employee Workforce Composition  Sustainability Accounting Standards  Cover image: first international shipment of Aptima® SARS-CoV-2 assay from our   San Diego facility.A Message from Our Chairman and CEO Dear Hologic Stakeholders: A few months ago, I received an email from one of our sales  leaders reminding me of something I had said at our National  Sales Meeting in October of 2019.
","('Business_Model_Resilience', 0.5377552509307861)","('Product_Design_And_Lifecycle_Management', 0.05900511145591736)","('Director_Removal', 0.057193949818611145)","(['Codes of Business Conduct'], 0.5377552509307861)","('NON-ESG', 0.05900511145591736)","('NON-ESG', 0.057193949818611145)"
Line 4,"At that time, before anyone had  heard of SARS-CoV-2, I said that Hologic was in the right place, at  the right time, to make a profound impact on human health.
","('Employee_Health_And_Safety', 0.7206885814666748)","('Critical_Incident_Risk_Management', 0.06351910531520844)","('Product_Quality_And_Safety', 0.03553498908877373)","(['Operational Eco-Efficiency'], 0.7206885814666748)","('NON-ESG', 0.06351910531520844)","('NON-ESG', 0.03553498908877373)"
Line 5,"That certainly came true in 2020, on a grander scale than we   ever imagined.
","('Management_Of_Legal_And_Regulatory_Framework', 0.4035577178001404)","('Business_Model_Resilience', 0.08837810158729553)","('GHG_Emissions', 0.0785977765917778)","('NON-ESG', 0.4035577178001404)","('NON-ESG', 0.08837810158729553)","('NON-ESG', 0.0785977765917778)"
Line 6,"The COVID-19 pandemic created a year of unprecedented  challenges for Hologic, like every other company on the planet.
","('Physical_Impacts_Of_Climate_Change', 0.5312227010726929)","('Critical_Incident_Risk_Management', 0.145696222782135)","('Systemic_Risk_Management', 0.07742809504270554)","(['Climate Change'], 0.5312227010726929)","('NON-ESG', 0.145696222782135)","('NON-ESG', 0.07742809504270554)"
Line 7,"But in the face of all this uncertainty, the way we responded was  also unprecedented and differentiated.
","('Systemic_Risk_Management', 0.3576448857784271)","('Business_Model_Resilience', 0.10635340213775635)","('Business_Ethics', 0.08316609263420105)","('NON-ESG', 0.3576448857784271)","('NON-ESG', 0.10635340213775635)","('NON-ESG', 0.08316609263420105)"
Line 8,"There was no playbook to address the challenges we faced.
","('Systemic_Risk_Management', 0.28934216499328613)","('Human_Rights_And_Community_Relations', 0.12253254652023315)","('Supply_Chain_Management', 0.060624655336141586)","('NON-ESG', 0.28934216499328613)","('NON-ESG', 0.12253254652023315)","('NON-ESG', 0.060624655336141586)"
Line 9,"Our actions were deliberate and thoughtful, but sometimes  unconventional.
","('Human_Rights_And_Community_Relations', 0.23801369965076447)","('Business_Ethics', 0.12358605116605759)","('Customer_Privacy', 0.11965135484933853)","('NON-ESG', 0.23801369965076447)","('NON-ESG', 0.12358605116605759)","('NON-ESG', 0.11965135484933853)"
Line 10,"For example, in our diagnostics division, our  leadership team and employees came into work every day—they  had to in order to develop our tests and scale up production.
","('Product_Design_And_Lifecycle_Management', 0.2507137954235077)","('Supply_Chain_Management', 0.10161566734313965)","('Labor_Practices', 0.09180763363838196)","('NON-ESG', 0.2507137954235077)","('NON-ESG', 0.10161566734313965)","('NON-ESG', 0.09180763363838196)"
Line 11,"Even  our Board of Directors met in person—while observing social  distancing guidelines—throughout the year.
","('Director_Removal', 0.7511125206947327)","('Management_Of_Legal_And_Regulatory_Framework', 0.045921701937913895)","('Business_Ethics', 0.018827339634299278)","(['Anti-Crime Policy & Measures'], 0.7511125206947327)","('NON-ESG', 0.045921701937913895)","('NON-ESG', 0.018827339634299278)"
