,Sentence,ESG BERT Topic 1,ESG BERT Topic 2,ESG BERT Topic 3,Mapped Criteria Topic 1,Mapped Criteria Topic 2,Mapped Criteria Topic 3
Line 1,"2020    Environment, Health and Safety Report   (covering  January 1 to December 31, 20 20)    Edwards Lifesciences  2020 EHS Report  2 Table of Contents     Introduction .
","('Product_Quality_And_Safety', 0.7277894616127014)","('Employee_Health_And_Safety', 0.1358131617307663)","('Product_Design_And_Lifecycle_Management', 0.026551729068160057)","(['Product Quality & Recall Management'], 0.7277894616127014)","('NON-ESG', 0.1358131617307663)","('NON-ESG', 0.026551729068160057)"
Line 2,"3  EHS at Edwards  .
","('Access_And_Affordability', 0.20220018923282623)","('Competitive_Behavior', 0.1191348135471344)","('Customer_Welfare', 0.08982192724943161)","('NON-ESG', 0.20220018923282623)","('NON-ESG', 0.1191348135471344)","('NON-ESG', 0.08982192724943161)"
Line 3,"3  Management Approach  .
","('Business_Model_Resilience', 0.3321431577205658)","('Supply_Chain_Management', 0.11258965730667114)","('Systemic_Risk_Management', 0.07002793997526169)","('NON-ESG', 0.3321431577205658)","('NON-ESG', 0.11258965730667114)","('NON-ESG', 0.07002793997526169)"
Line 4,"4  Materiality and Boundaries  .
","('Competitive_Behavior', 0.3324790894985199)","('Business_Model_Resilience', 0.1822790950536728)","('Human_Rights_And_Community_Relations', 0.06451788544654846)","('NON-ESG', 0.3324790894985199)","('NON-ESG', 0.1822790950536728)","('NON-ESG', 0.06451788544654846)"
Line 5,"6  Changes in 2020  .
","('Management_Of_Legal_And_Regulatory_Framework', 0.6644822359085083)","('Physical_Impacts_Of_Climate_Change', 0.0663793608546257)","('Director_Removal', 0.03191976249217987)","(['Corporate Governance'], 0.6644822359085083)","('NON-ESG', 0.0663793608546257)","('NON-ESG', 0.03191976249217987)"
Line 6,"9  EHS Targets  .
","('Management_Of_Legal_And_Regulatory_Framework', 0.22619116306304932)","('GHG_Emissions', 0.2076290249824524)","('Competitive_Behavior', 0.10009593516588211)","('NON-ESG', 0.22619116306304932)","('NON-ESG', 0.2076290249824524)","('NON-ESG', 0.10009593516588211)"
Line 7,"10  Performance Report  .
","('Business_Model_Resilience', 0.17591841518878937)","('Systemic_Risk_Management', 0.13721181452274323)","('Human_Rights_And_Community_Relations', 0.07449638098478317)","('NON-ESG', 0.17591841518878937)","('NON-ESG', 0.13721181452274323)","('NON-ESG', 0.07449638098478317)"
Line 8,"11  2020 Performance Summary  .
","('Business_Model_Resilience', 0.42931556701660156)","('Systemic_Risk_Management', 0.08299440145492554)","('Physical_Impacts_Of_Climate_Change', 0.08234995603561401)","('NON-ESG', 0.42931556701660156)","('NON-ESG', 0.08299440145492554)","('NON-ESG', 0.08234995603561401)"
Line 9,"11  Materials  .
","('Product_Design_And_Lifecycle_Management', 0.3388097286224365)","('Supply_Chain_Management', 0.2438533902168274)","('Waste_And_Hazardous_Materials_Management', 0.09826333075761795)","('NON-ESG', 0.3388097286224365)","('NON-ESG', 0.2438533902168274)","('NON-ESG', 0.09826333075761795)"
Line 10,"12  Energy  .
","('Energy_Management', 0.9031492471694946)","('Product_Design_And_Lifecycle_Management', 0.014343184418976307)","('Management_Of_Legal_And_Regulatory_Framework', 0.008184230886399746)","(['Operational Eco-Efficiency'], 0.9031492471694946)","('NON-ESG', 0.014343184418976307)","('NON-ESG', 0.008184230886399746)"
Line 11,"14  Water  .
","('Water_And_Wastewater_Management', 0.9525973796844482)","('Waste_And_Hazardous_Materials_Management', 0.008480699732899666)","('Director_Removal', 0.003268619067966938)","(['Operational Eco-Efficiency'], 0.9525973796844482)","('NON-ESG', 0.008480699732899666)","('NON-ESG', 0.003268619067966938)"
Line 12,"20  Biodiversity  .
","('Ecological_Impacts', 0.9636356234550476)","('GHG_Emissions', 0.00801369920372963)","('Water_And_Wastewater_Management', 0.0034126543905586004)","(['Natural Capital'], 0.9636356234550476)","('NON-ESG', 0.00801369920372963)","('NON-ESG', 0.0034126543905586004)"
Line 13,"25  Emissions  .
","('GHG_Emissions', 0.5144363045692444)","('Air_Quality', 0.35357803106307983)","('Energy_Management', 0.02562613971531391)","(['Climate Change'], 0.5144363045692444)","('NON-ESG', 0.35357803106307983)","('NON-ESG', 0.02562613971531391)"
Line 14,"26  Waste & Effluents  .
","('Waste_And_Hazardous_Materials_Management', 0.9783137440681458)","('Water_And_Wastewater_Management', 0.002800020854920149)","('Air_Quality', 0.0018937722779810429)","(['Operational Eco-Efficiency'], 0.9783137440681458)","('NON-ESG', 0.002800020854920149)","('NON-ESG', 0.0018937722779810429)"
Line 15,"33  Compliance  .
","('Management_Of_Legal_And_Regulatory_Framework', 0.3953019976615906)","('Business_Ethics', 0.39073190093040466)","('Competitive_Behavior', 0.025935634970664978)","('NON-ESG', 0.3953019976615906)","('NON-ESG', 0.39073190093040466)","('NON-ESG', 0.025935634970664978)"
Line 16,"39  Supplier EHS Assessment  .
","('Supply_Chain_Management', 0.9384081959724426)","('Product_Design_And_Lifecycle_Management', 0.006745924707502127)","('Labor_Practices', 0.0049264258705079556)","(['Supply Chain Management'], 0.9384081959724426)","('NON-ESG', 0.006745924707502127)","('NON-ESG', 0.0049264258705079556)"
Line 17,"42  Occupational Health and Safety  .
","('Employee_Health_And_Safety', 0.98183673620224)","('Critical_Incident_Risk_Management', 0.0022950333077460527)","('Employee_Engagement_Inclusion_And_Diversity', 0.0017248590011149645)","(['Operational Eco-Efficiency'], 0.98183673620224)","('NON-ESG', 0.0022950333077460527)","('NON-ESG', 0.0017248590011149645)"
Line 18,"44  Security  .
","('Data_Security', 0.8923390507698059)","('Systemic_Risk_Management', 0.01061942894011736)","('Customer_Privacy', 0.007694688159972429)","(['Information Security/Cybersecurity & System Availability'], 0.8923390507698059)","('NON-ESG', 0.01061942894011736)","('NON-ESG', 0.007694688159972429)"
Line 19,"54  Community Engagement  .
","('Human_Rights_And_Community_Relations', 0.9270091652870178)","('Critical_Incident_Risk_Management', 0.005821158643811941)","('Employee_Engagement_Inclusion_And_Diversity', 0.005265351850539446)","(['Community Relations'], 0.9270091652870178)","('NON-ESG', 0.005821158643811941)","('NON-ESG', 0.005265351850539446)"
Line 20,"55  Data Summary  .
","('Data_Security', 0.28713691234588623)","('Customer_Privacy', 0.2531184256076813)","('Business_Model_Resilience', 0.07689779251813889)","('NON-ESG', 0.28713691234588623)","('NON-ESG', 0.2531184256076813)","('NON-ESG', 0.07689779251813889)"
Line 21,"56  Certificates  .
","('Management_Of_Legal_And_Regulatory_Framework', 0.3755732476711273)","('Business_Ethics', 0.12762431800365448)","('Product_Quality_And_Safety', 0.10883864015340805)","('NON-ESG', 0.3755732476711273)","('NON-ESG', 0.12762431800365448)","('NON-ESG', 0.10883864015340805)"
Line 22,"65        Cover  and above photos:    Construction on our new Irvine headquarters Dream Big Complex was completed in 2020 and we began moving into  our new state- of-the-art laboratories at the end of the year .
","('Business_Model_Resilience', 0.21276605129241943)","('Product_Design_And_Lifecycle_Management', 0.12495973706245422)","('Supply_Chain_Management', 0.12249434739351273)","('NON-ESG', 0.21276605129241943)","('NON-ESG', 0.12495973706245422)","('NON-ESG', 0.12249434739351273)"
Line 23,"The site is constructed and furnished with environmentally  friendly building materials, solar panel systems, low water appliances, site- wide xeriscaping and energy efficient  lighting, air handling systems and building automation.
","('Energy_Management', 0.8548586368560791)","('Air_Quality', 0.042415034025907516)","('Product_Design_And_Lifecycle_Management', 0.03073911741375923)","(['Operational Eco-Efficiency'], 0.8548586368560791)","('NON-ESG', 0.042415034025907516)","('NON-ESG', 0.03073911741375923)"
Line 24,"Along with our manufacturing plants in Costa Rica and Ireland,  our Dream Big Complex will become LEED certifi ed in 2021.
","('Product_Design_And_Lifecycle_Management', 0.2544809579849243)","('Product_Quality_And_Safety', 0.20121461153030396)","('Management_Of_Legal_And_Regulatory_Framework', 0.10965679585933685)","('NON-ESG', 0.2544809579849243)","('NON-ESG', 0.20121461153030396)","('NON-ESG', 0.10965679585933685)"
Line 25,"Edwards Lifesciences  2020 EHS Report  3 Introduction   Edwards Lifesciences (Edwards) is pleased to present our 2020 Environment, Health & Safety (EHS) Annual Report  covering the period from January 1st to December 31st, 2020.
","('Product_Quality_And_Safety', 0.6962426900863647)","('Employee_Health_And_Safety', 0.15296292304992676)","('Product_Design_And_Lifecycle_Management', 0.024686217308044434)","(['Product Quality & Recall Management'], 0.6962426900863647)","('NON-ESG', 0.15296292304992676)","('NON-ESG', 0.024686217308044434)"
Line 26,"This report supplements the 2020 Edwards Sustainability  Report , which contains information about the sustainability topics most material to our business and how we manage  them.
","('Business_Model_Resilience', 0.4100892245769501)","('Product_Design_And_Lifecycle_Management', 0.16749727725982666)","('Supply_Chain_Management', 0.08853811770677567)","('NON-ESG', 0.4100892245769501)","('NON-ESG', 0.16749727725982666)","('NON-ESG', 0.08853811770677567)"
