,Sentence,ESG BERT Topic 1,ESG BERT Topic 2,ESG BERT Topic 3,Mapped Criteria Topic 1,Mapped Criteria Topic 2,Mapped Criteria Topic 3
Line 1,"GLOBAL  SUSTAINABILITY  REPORT 2021For Abbott, sustainability is about  operating responsibly to deliver long- term impact for people — shaping the  future of healthcare to help more people  live better, healthier lives.
","('Access_And_Affordability', 0.4256123900413513)","('Employee_Health_And_Safety', 0.10238371789455414)","('Product_Design_And_Lifecycle_Management', 0.09883648157119751)","('NON-ESG', 0.4256123900413513)","('NON-ESG', 0.10238371789455414)","('NON-ESG', 0.09883648157119751)"
Line 2,"In this report, we detail our progress  against the goals of our 2030  Sustainability Plan.
","('Business_Model_Resilience', 0.41427215933799744)","('Physical_Impacts_Of_Climate_Change', 0.07623419165611267)","('Ecological_Impacts', 0.07013463973999023)","('NON-ESG', 0.41427215933799744)","('NON-ESG', 0.07623419165611267)","('NON-ESG', 0.07013463973999023)"
Line 3,"The data presented  reflect 2021 performance unless  otherwise stated.
","('Systemic_Risk_Management', 0.4874137043952942)","('Business_Model_Resilience', 0.19010791182518005)","('Supply_Chain_Management', 0.03975473344326019)","('NON-ESG', 0.4874137043952942)","('NON-ESG', 0.19010791182518005)","('NON-ESG', 0.03975473344326019)"
Line 4,"We have aligned our reporting  with the requirements of leading  environmental, social and governance  (ESG) ratings and sustainability indices,  seeking stakeholder feedback to drive  continuous improvement.WelcomeTABLE OF CONTENTS  Welcome A Message From Our Chairman and CEO Our Purpose in Action About Abbott Advancing Our Vision Our 2030 Sustainability Plan 9  Sustainability in Everything We Do Innovate for Access and Affordability  Our Approach to Access and Affordability  Innovating for Impact Innovating to Improve Health Outcomes Pricing Discipline to Improve Access Infrastructure and Transforming    Standards of Care   Abbott’s Community Impact  Responsibly Connect Data,   Technology and Care  Our Approach to Responsible Data Data Privacy and Security, Governance   and Management Cybersecurity Management 27Build the Diverse, Innovative Workforce  of Tomorrow  Our Approach to Building  30  Tomorrow’s Workforce  Talent Management  Diversity and Inclusion  Protecting Human Rights Employee Community Engagement  Compensation and Benefits  Employee Well-Being Employee Health and Safety  38  Protect a Healthy Environment  Our Approach to Environmental Protection Environmental Governance Energy and Emissions 43  Protecting Water Resources Waste Management Packaging Responsible Sourcing and Product Stewardship Environmental Investment and Compliance 55  Quality Management  Product Quality  57 Create a Resilient, Diverse   and Responsible Supply Chain  Our Approach to Supply Chain Management Supply Chain Governance Supplier Risk Assessment and Engagement Strategic Supply Chain Initiatives 70    Governance and Sustainability  Foundations  Corporate Governance and Board Oversight 75  Ethics and Integrity  Compliance Corruption and Anti-Bribery  Protecting Our People, Products and Brands Public Policy Engagement 85    ESG Appendix Appendix Materiality  Stakeholder Engagement Performance Tables GRI Index SASB Index TCFD Response SDG Index 132ON THE COVER (L to R) Meghan Thompson, Senior Scientist,  Biowearables; Erika Vargas Monestel, Diabetes  Care Professional Development Program, and  Former College Intern; and Junli Ou, Senior  Manager of Clinical Research, Biowearables are  just three of the hundreds of women in STEM  helping Abbott create the future of healthcare.
","('Business_Model_Resilience', 0.2894514799118042)","('Access_And_Affordability', 0.11905920505523682)","('Human_Rights_And_Community_Relations', 0.09785832464694977)","('NON-ESG', 0.2894514799118042)","('NON-ESG', 0.11905920505523682)","('NON-ESG', 0.09785832464694977)"
Line 5,"We have aligned our reporting  with the requirements of leading  environmental, social and governance  (ESG) ratings and sustainability indices,  seeking stakeholder feedback to drive  continuous improvement.WelcomeTABLE OF CONTENTS  Welcome A Message From Our Chairman and CEO Our Purpose in Action About Abbott Advancing Our Vision Our 2030 Sustainability Plan 9  Sustainability in Everything We Do Innovate for Access and Affordability  Our Approach to Access and Affordability  Innovating for Impact Innovating to Improve Health Outcomes Pricing Discipline to Improve Access Infrastructure and Transforming    Standards of Care   Abbott’s Community Impact  Responsibly Connect Data,   Technology and Care  Our Approach to Responsible Data Data Privacy and Security, Governance   and Management Cybersecurity Management 27Build the Diverse, Innovative Workforce  of Tomorrow  Our Approach to Building  30  Tomorrow’s Workforce  Talent Management  Diversity and Inclusion  Protecting Human Rights Employee Community Engagement  Compensation and Benefits  Employee Well-Being Employee Health and Safety  38  Protect a Healthy Environment  Our Approach to Environmental Protection Environmental Governance Energy and Emissions 43  Protecting Water Resources Waste Management Packaging Responsible Sourcing and Product Stewardship Environmental Investment and Compliance 55  Quality Management  Product Quality  57 Create a Resilient, Diverse   and Responsible Supply Chain  Our Approach to Supply Chain Management Supply Chain Governance Supplier Risk Assessment and Engagement Strategic Supply Chain Initiatives 70    Governance and Sustainability  Foundations  Corporate Governance and Board Oversight 75  Ethics and Integrity  Compliance Corruption and Anti-Bribery  Protecting Our People, Products and Brands Public Policy Engagement 85    ESG Appendix Appendix Materiality  Stakeholder Engagement Performance Tables GRI Index SASB Index TCFD Response SDG Index 132ON THE COVER (L to R) Meghan Thompson, Senior Scientist,  Biowearables; Erika Vargas Monestel, Diabetes  Care Professional Development Program, and  Former College Intern; and Junli Ou, Senior  Manager of Clinical Research, Biowearables are  just three of the hundreds of women in STEM  helping Abbott create the future of healthcare.
","('Employee_Engagement_Inclusion_And_Diversity', 0.9525983929634094)","('Human_Rights_And_Community_Relations', 0.007480175234377384)","('Data_Security', 0.003554045455530286)","(['Human Capital Development'], 0.9525983929634094)","('NON-ESG', 0.007480175234377384)","('NON-ESG', 0.003554045455530286)"
Line 6,"We have aligned our reporting  with the requirements of leading  environmental, social and governance  (ESG) ratings and sustainability indices,  seeking stakeholder feedback to drive  continuous improvement.WelcomeTABLE OF CONTENTS  Welcome A Message From Our Chairman and CEO Our Purpose in Action About Abbott Advancing Our Vision Our 2030 Sustainability Plan 9  Sustainability in Everything We Do Innovate for Access and Affordability  Our Approach to Access and Affordability  Innovating for Impact Innovating to Improve Health Outcomes Pricing Discipline to Improve Access Infrastructure and Transforming    Standards of Care   Abbott’s Community Impact  Responsibly Connect Data,   Technology and Care  Our Approach to Responsible Data Data Privacy and Security, Governance   and Management Cybersecurity Management 27Build the Diverse, Innovative Workforce  of Tomorrow  Our Approach to Building  30  Tomorrow’s Workforce  Talent Management  Diversity and Inclusion  Protecting Human Rights Employee Community Engagement  Compensation and Benefits  Employee Well-Being Employee Health and Safety  38  Protect a Healthy Environment  Our Approach to Environmental Protection Environmental Governance Energy and Emissions 43  Protecting Water Resources Waste Management Packaging Responsible Sourcing and Product Stewardship Environmental Investment and Compliance 55  Quality Management  Product Quality  57 Create a Resilient, Diverse   and Responsible Supply Chain  Our Approach to Supply Chain Management Supply Chain Governance Supplier Risk Assessment and Engagement Strategic Supply Chain Initiatives 70    Governance and Sustainability  Foundations  Corporate Governance and Board Oversight 75  Ethics and Integrity  Compliance Corruption and Anti-Bribery  Protecting Our People, Products and Brands Public Policy Engagement 85    ESG Appendix Appendix Materiality  Stakeholder Engagement Performance Tables GRI Index SASB Index TCFD Response SDG Index 132ON THE COVER (L to R) Meghan Thompson, Senior Scientist,  Biowearables; Erika Vargas Monestel, Diabetes  Care Professional Development Program, and  Former College Intern; and Junli Ou, Senior  Manager of Clinical Research, Biowearables are  just three of the hundreds of women in STEM  helping Abbott create the future of healthcare.
","('Product_Design_And_Lifecycle_Management', 0.5013391375541687)","('Supply_Chain_Management', 0.35160815715789795)","('Business_Model_Resilience', 0.017773909494280815)","(['Product Stewardship'], 0.5013391375541687)","('NON-ESG', 0.35160815715789795)","('NON-ESG', 0.017773909494280815)"
Line 7,"We have aligned our reporting  with the requirements of leading  environmental, social and governance  (ESG) ratings and sustainability indices,  seeking stakeholder feedback to drive  continuous improvement.WelcomeTABLE OF CONTENTS  Welcome A Message From Our Chairman and CEO Our Purpose in Action About Abbott Advancing Our Vision Our 2030 Sustainability Plan 9  Sustainability in Everything We Do Innovate for Access and Affordability  Our Approach to Access and Affordability  Innovating for Impact Innovating to Improve Health Outcomes Pricing Discipline to Improve Access Infrastructure and Transforming    Standards of Care   Abbott’s Community Impact  Responsibly Connect Data,   Technology and Care  Our Approach to Responsible Data Data Privacy and Security, Governance   and Management Cybersecurity Management 27Build the Diverse, Innovative Workforce  of Tomorrow  Our Approach to Building  30  Tomorrow’s Workforce  Talent Management  Diversity and Inclusion  Protecting Human Rights Employee Community Engagement  Compensation and Benefits  Employee Well-Being Employee Health and Safety  38  Protect a Healthy Environment  Our Approach to Environmental Protection Environmental Governance Energy and Emissions 43  Protecting Water Resources Waste Management Packaging Responsible Sourcing and Product Stewardship Environmental Investment and Compliance 55  Quality Management  Product Quality  57 Create a Resilient, Diverse   and Responsible Supply Chain  Our Approach to Supply Chain Management Supply Chain Governance Supplier Risk Assessment and Engagement Strategic Supply Chain Initiatives 70    Governance and Sustainability  Foundations  Corporate Governance and Board Oversight 75  Ethics and Integrity  Compliance Corruption and Anti-Bribery  Protecting Our People, Products and Brands Public Policy Engagement 85    ESG Appendix Appendix Materiality  Stakeholder Engagement Performance Tables GRI Index SASB Index TCFD Response SDG Index 132ON THE COVER (L to R) Meghan Thompson, Senior Scientist,  Biowearables; Erika Vargas Monestel, Diabetes  Care Professional Development Program, and  Former College Intern; and Junli Ou, Senior  Manager of Clinical Research, Biowearables are  just three of the hundreds of women in STEM  helping Abbott create the future of healthcare.
","('Business_Ethics', 0.9745511412620544)","('Management_Of_Legal_And_Regulatory_Framework', 0.002605052199214697)","('Systemic_Risk_Management', 0.002144227037206292)","(['Business Ethics'], 0.9745511412620544)","('NON-ESG', 0.002605052199214697)","('NON-ESG', 0.002144227037206292)"
Line 8,"We have aligned our reporting  with the requirements of leading  environmental, social and governance  (ESG) ratings and sustainability indices,  seeking stakeholder feedback to drive  continuous improvement.WelcomeTABLE OF CONTENTS  Welcome A Message From Our Chairman and CEO Our Purpose in Action About Abbott Advancing Our Vision Our 2030 Sustainability Plan 9  Sustainability in Everything We Do Innovate for Access and Affordability  Our Approach to Access and Affordability  Innovating for Impact Innovating to Improve Health Outcomes Pricing Discipline to Improve Access Infrastructure and Transforming    Standards of Care   Abbott’s Community Impact  Responsibly Connect Data,   Technology and Care  Our Approach to Responsible Data Data Privacy and Security, Governance   and Management Cybersecurity Management 27Build the Diverse, Innovative Workforce  of Tomorrow  Our Approach to Building  30  Tomorrow’s Workforce  Talent Management  Diversity and Inclusion  Protecting Human Rights Employee Community Engagement  Compensation and Benefits  Employee Well-Being Employee Health and Safety  38  Protect a Healthy Environment  Our Approach to Environmental Protection Environmental Governance Energy and Emissions 43  Protecting Water Resources Waste Management Packaging Responsible Sourcing and Product Stewardship Environmental Investment and Compliance 55  Quality Management  Product Quality  57 Create a Resilient, Diverse   and Responsible Supply Chain  Our Approach to Supply Chain Management Supply Chain Governance Supplier Risk Assessment and Engagement Strategic Supply Chain Initiatives 70    Governance and Sustainability  Foundations  Corporate Governance and Board Oversight 75  Ethics and Integrity  Compliance Corruption and Anti-Bribery  Protecting Our People, Products and Brands Public Policy Engagement 85    ESG Appendix Appendix Materiality  Stakeholder Engagement Performance Tables GRI Index SASB Index TCFD Response SDG Index 132ON THE COVER (L to R) Meghan Thompson, Senior Scientist,  Biowearables; Erika Vargas Monestel, Diabetes  Care Professional Development Program, and  Former College Intern; and Junli Ou, Senior  Manager of Clinical Research, Biowearables are  just three of the hundreds of women in STEM  helping Abbott create the future of healthcare.
","('Employee_Engagement_Inclusion_And_Diversity', 0.3991008698940277)","('Access_And_Affordability', 0.181846022605896)","('Customer_Welfare', 0.056973837316036224)","('NON-ESG', 0.3991008698940277)","('NON-ESG', 0.181846022605896)","('NON-ESG', 0.056973837316036224)"
Line 9,"DATA WORKFORCE ENVIRONMENT SUPPLY CHAIN GOVERNANCE QUALITY AND SAFETY ESG APPENDIX 2021 GLOBAL SUSTAINABILITY REPORT ACCESS AND AFFORDABILITY ABOUT A Message From Our Chairman and CEO  Dear Abbott Stakeholder, As we approach our 135th year in business,  it’s clear that Abbott is a company that  endures.
","('Supply_Chain_Management', 0.9378379583358765)","('Product_Design_And_Lifecycle_Management', 0.009063404984772205)","('Business_Model_Resilience', 0.005773172713816166)","(['Supply Chain Management'], 0.9378379583358765)","('NON-ESG', 0.009063404984772205)","('NON-ESG', 0.005773172713816166)"
Line 10,"That’s because we’ve long  understood that the key to sustaining our  enterprise is a willingness to evolve it, to  anticipate changes in the environment and to  adapt Abbott in ways that make us best able to  achieve our fundamental purpose — helping  people live healthier, fuller lives.
","('Access_And_Affordability', 0.2488824874162674)","('Employee_Health_And_Safety', 0.2272191047668457)","('Human_Rights_And_Community_Relations', 0.20955079793930054)","('NON-ESG', 0.2488824874162674)","('NON-ESG', 0.2272191047668457)","('NON-ESG', 0.20955079793930054)"
