,Sentence,ESG BERT Topic 1,ESG BERT Topic 2,ESG BERT Topic 3,Mapped Criteria Topic 1,Mapped Criteria Topic 2,Mapped Criteria Topic 3
Line 1,"GLOBAL   SUSTAINABILITY   REPORT 2018CHANGING LIVES, CHANGING THE FUTUREABBOTT 2018 GLOBAL SUSTAINABILITY REPORTSustainability Overview .
","('Business_Model_Resilience', 0.3318382799625397)","('Product_Design_And_Lifecycle_Management', 0.28791943192481995)","('Supply_Chain_Management', 0.0887330025434494)","('NON-ESG', 0.3318382799625397)","('NON-ESG', 0.28791943192481995)","('NON-ESG', 0.0887330025434494)"
Line 2,"Our Business .
","('Business_Model_Resilience', 0.28659284114837646)","('Customer_Privacy', 0.1499490737915039)","('Director_Removal', 0.07373366504907608)","('NON-ESG', 0.28659284114837646)","('NON-ESG', 0.1499490737915039)","('NON-ESG', 0.07373366504907608)"
Line 3,"Corporate Governance .
","('Competitive_Behavior', 0.2577420771121979)","('Systemic_Risk_Management', 0.16401955485343933)","('Business_Ethics', 0.09896515309810638)","('NON-ESG', 0.2577420771121979)","('NON-ESG', 0.16401955485343933)","('NON-ESG', 0.09896515309810638)"
Line 4,"Sustainability at Abbott .
","('Product_Design_And_Lifecycle_Management', 0.4124208986759186)","('Supply_Chain_Management', 0.08550751954317093)","('Business_Model_Resilience', 0.06462757289409637)","('NON-ESG', 0.4124208986759186)","('NON-ESG', 0.08550751954317093)","('NON-ESG', 0.06462757289409637)"
Line 5,"Supporting the Sustainable Development Goals .
","('Human_Rights_And_Community_Relations', 0.6033405065536499)","('Ecological_Impacts', 0.07986337691545486)","('Business_Model_Resilience', 0.05616339296102524)","(['Community Relations'], 0.6033405065536499)","('NON-ESG', 0.07986337691545486)","('NON-ESG', 0.05616339296102524)"
Line 6,"Section 1: Promoting Ethics and Integrity .
","('Business_Ethics', 0.957015872001648)","('Competitive_Behavior', 0.004411257803440094)","('Data_Security', 0.002768311183899641)","(['Business Ethics'], 0.957015872001648)","('NON-ESG', 0.004411257803440094)","('NON-ESG', 0.002768311183899641)"
Line 7,"Our Compliance Program .
","('Business_Ethics', 0.6227568984031677)","('Management_Of_Legal_And_Regulatory_Framework', 0.19719147682189941)","('Human_Rights_And_Community_Relations', 0.020562920719385147)","(['Business Ethics'], 0.6227568984031677)","('NON-ESG', 0.19719147682189941)","('NON-ESG', 0.020562920719385147)"
Line 8,"Combating Corruption and Bribery .
","('Business_Ethics', 0.9651241302490234)","('Competitive_Behavior', 0.003234578762203455)","('Data_Security', 0.0028390565421432257)","(['Business Ethics'], 0.9651241302490234)","('NON-ESG', 0.003234578762203455)","('NON-ESG', 0.0028390565421432257)"
Line 9,"Public Policy Engagement .
","('Management_Of_Legal_And_Regulatory_Framework', 0.3524152934551239)","('Human_Rights_And_Community_Relations', 0.2992231249809265)","('Business_Model_Resilience', 0.04645168036222458)","('NON-ESG', 0.3524152934551239)","('NON-ESG', 0.2992231249809265)","('NON-ESG', 0.04645168036222458)"
Line 10,"Section 2: Ensuring Quality and Safety .
","('Employee_Health_And_Safety', 0.716966450214386)","('Product_Quality_And_Safety', 0.14168398082256317)","('Product_Design_And_Lifecycle_Management', 0.016787203028798103)","(['Operational Eco-Efficiency'], 0.716966450214386)","('NON-ESG', 0.14168398082256317)","('NON-ESG', 0.016787203028798103)"
Line 11,"Governance  .
","('Management_Of_Legal_And_Regulatory_Framework', 0.35481375455856323)","('Human_Rights_And_Community_Relations', 0.21645507216453552)","('Competitive_Behavior', 0.04825617000460625)","('NON-ESG', 0.35481375455856323)","('NON-ESG', 0.21645507216453552)","('NON-ESG', 0.04825617000460625)"
Line 12,"Management Approach  .
","('Business_Model_Resilience', 0.265585333108902)","('Supply_Chain_Management', 0.12214446812868118)","('Systemic_Risk_Management', 0.07068470120429993)","('NON-ESG', 0.265585333108902)","('NON-ESG', 0.12214446812868118)","('NON-ESG', 0.07068470120429993)"
Line 13,"Performance Updates .
","('Business_Model_Resilience', 0.1406569480895996)","('Management_Of_Legal_And_Regulatory_Framework', 0.13920347392559052)","('Data_Security', 0.13528408110141754)","('NON-ESG', 0.1406569480895996)","('NON-ESG', 0.13920347392559052)","('NON-ESG', 0.13528408110141754)"
Line 14,"33   Cybersecurity .
","('Data_Security', 0.5891671776771545)","('Business_Model_Resilience', 0.09370645135641098)","('Systemic_Risk_Management', 0.08717456459999084)","(['Information Security/Cybersecurity & System Availability'], 0.5891671776771545)","('NON-ESG', 0.09370645135641098)","('NON-ESG', 0.08717456459999084)"
Line 15,"35Section 3: Safeguarding Our Environment .
","('Ecological_Impacts', 0.8237214684486389)","('Human_Rights_And_Community_Relations', 0.04899773374199867)","('GHG_Emissions', 0.025354942306876183)","(['Natural Capital'], 0.8237214684486389)","('NON-ESG', 0.04899773374199867)","('NON-ESG', 0.025354942306876183)"
Line 16,"Governance  .
","('Management_Of_Legal_And_Regulatory_Framework', 0.35481375455856323)","('Human_Rights_And_Community_Relations', 0.21645507216453552)","('Competitive_Behavior', 0.04825617000460625)","('NON-ESG', 0.35481375455856323)","('NON-ESG', 0.21645507216453552)","('NON-ESG', 0.04825617000460625)"
Line 17,"Strategy  .
","('Business_Model_Resilience', 0.4445604681968689)","('Systemic_Risk_Management', 0.0629599541425705)","('Product_Design_And_Lifecycle_Management', 0.047251779586076736)","('NON-ESG', 0.4445604681968689)","('NON-ESG', 0.0629599541425705)","('NON-ESG', 0.047251779586076736)"
Line 18,"Managing Climate Risks .
","('Physical_Impacts_Of_Climate_Change', 0.9302031993865967)","('Business_Model_Resilience', 0.011683478020131588)","('GHG_Emissions', 0.010238246992230415)","(['Climate Change'], 0.9302031993865967)","('NON-ESG', 0.011683478020131588)","('NON-ESG', 0.010238246992230415)"
Line 19,"Reducing Energy and Emissions .
","('Energy_Management', 0.8892832398414612)","('GHG_Emissions', 0.025224022567272186)","('Air_Quality', 0.01783899962902069)","(['Operational Eco-Efficiency'], 0.8892832398414612)","('NON-ESG', 0.025224022567272186)","('NON-ESG', 0.01783899962902069)"
Line 20,"Protecting Water Resources  .
","('Water_And_Wastewater_Management', 0.9451221227645874)","('Ecological_Impacts', 0.018523337319493294)","('GHG_Emissions', 0.005833085160702467)","(['Operational Eco-Efficiency'], 0.9451221227645874)","('NON-ESG', 0.018523337319493294)","('NON-ESG', 0.005833085160702467)"
Line 21,"Reducing Waste  .
","('Waste_And_Hazardous_Materials_Management', 0.9807569980621338)","('Data_Security', 0.0014754136791452765)","('Water_And_Wastewater_Management', 0.0013978298520669341)","(['Operational Eco-Efficiency'], 0.9807569980621338)","('NON-ESG', 0.0014754136791452765)","('NON-ESG', 0.0013978298520669341)"
Line 22,"Producer Responsibility .
","('Human_Rights_And_Community_Relations', 0.45062902569770813)","('Supply_Chain_Management', 0.11162470281124115)","('Business_Model_Resilience', 0.08910039067268372)","('NON-ESG', 0.45062902569770813)","('NON-ESG', 0.11162470281124115)","('NON-ESG', 0.08910039067268372)"
Line 23,"Environmental Investment and Compliance .
","('Management_Of_Legal_And_Regulatory_Framework', 0.3107525706291199)","('Ecological_Impacts', 0.2991296947002411)","('Human_Rights_And_Community_Relations', 0.13748468458652496)","('NON-ESG', 0.3107525706291199)","('NON-ESG', 0.2991296947002411)","('NON-ESG', 0.13748468458652496)"
Line 24,"Section 4: Strengthening Our Supply Chain .
","('Supply_Chain_Management', 0.9396902322769165)","('Product_Design_And_Lifecycle_Management', 0.0064881425350904465)","('Physical_Impacts_Of_Climate_Change', 0.0047477432526648045)","(['Supply Chain Management'], 0.9396902322769165)","('NON-ESG', 0.0064881425350904465)","('NON-ESG', 0.0047477432526648045)"
Line 25,"Governance  .
","('Management_Of_Legal_And_Regulatory_Framework', 0.35481375455856323)","('Human_Rights_And_Community_Relations', 0.21645507216453552)","('Competitive_Behavior', 0.04825617000460625)","('NON-ESG', 0.35481375455856323)","('NON-ESG', 0.21645507216453552)","('NON-ESG', 0.04825617000460625)"
