,Sentence,ESG BERT Topic 1,ESG BERT Topic 2,ESG BERT Topic 3,Mapped Criteria Topic 1,Mapped Criteria Topic 2,Mapped Criteria Topic 3
Line 1,"DEXCOM, INC.
","('Business_Ethics', 0.13046778738498688)","('Competitive_Behavior', 0.10461360961198807)","('Product_Design_And_Lifecycle_Management', 0.10042450577020645)","('NON-ESG', 0.13046778738498688)","('NON-ESG', 0.10461360961198807)","('NON-ESG', 0.10042450577020645)"
Line 2,"SUSTAINABILITY REPORT March 2021Whether it is through expanding access to healthcare, charitable giving, initiatives that  support employees’ wellbeing, efforts to reduce waste and emissions, or ongoing ethical  conduct, we firmly believe that our corporate citizenship investments are both the right  choice for the business’s long-term success and the right thing to do.
","('Employee_Health_And_Safety', 0.3073674440383911)","('Access_And_Affordability', 0.1775410771369934)","('Human_Rights_And_Community_Relations', 0.16609837114810944)","('NON-ESG', 0.3073674440383911)","('NON-ESG', 0.1775410771369934)","('NON-ESG', 0.16609837114810944)"
Line 3,"With that in mind, I am pleased to share the annual Dexcom sustainability report.
","('Business_Model_Resilience', 0.3497775197029114)","('Supply_Chain_Management', 0.12276606261730194)","('Physical_Impacts_Of_Climate_Change', 0.09059271216392517)","('NON-ESG', 0.3497775197029114)","('NON-ESG', 0.12276606261730194)","('NON-ESG', 0.09059271216392517)"
Line 4,"It speaks  not only to our commitment to innovative thinking, but to making a healthy positive, lasting  impact on the world we share.
","('Human_Rights_And_Community_Relations', 0.2611199617385864)","('Business_Model_Resilience', 0.1424577236175537)","('Access_And_Affordability', 0.1150701642036438)","('NON-ESG', 0.2611199617385864)","('NON-ESG', 0.1424577236175537)","('NON-ESG', 0.1150701642036438)"
Line 5,"I look forward to keeping you updated on our progress.Since its inception in 1999, the Dexcom mission has  centered around positively impacting the lives of  people with diabetes.
","('Access_And_Affordability', 0.35570016503334045)","('Employee_Health_And_Safety', 0.25275376439094543)","('Product_Quality_And_Safety', 0.06408869475126266)","('NON-ESG', 0.35570016503334045)","('NON-ESG', 0.25275376439094543)","('NON-ESG', 0.06408869475126266)"
Line 6,"And while this starts with our  industry-leading continuous glucose monitoring  (CGM) technology, it does not end there.
","('Energy_Management', 0.3191705346107483)","('Customer_Welfare', 0.11271235346794128)","('GHG_Emissions', 0.06069399043917656)","('NON-ESG', 0.3191705346107483)","('NON-ESG', 0.11271235346794128)","('NON-ESG', 0.06069399043917656)"
Line 7,"We also strive to advance the interests of all our  stakeholders – including patients, caregivers,  employees, investors, and our communities – by  operating in an ethical and sustainable way, one that  holds true to our core values: Listen, Think Big, Be Dependable, and Serve with Integrity.
","('Human_Rights_And_Community_Relations', 0.6360852718353271)","('Business_Ethics', 0.04578429460525513)","('Employee_Health_And_Safety', 0.04233642295002937)","(['Community Relations'], 0.6360852718353271)","('NON-ESG', 0.04578429460525513)","('NON-ESG', 0.04233642295002937)"
Line 8,"These values  are at the heart of every Dexcom sustainability activity  that spans the globe.A LETTER FROM OUR CEO Kevin Sayer Chairman, President & CEO TABLE OF CONTENTS We use our Sustainability Report to share how we are managing our sustainability goals,  as well as to respond to a broad set of stakeholder expectations and inquiries we receive throughout the year.
","('Business_Model_Resilience', 0.7239347100257874)","('Supply_Chain_Management', 0.039577122777700424)","('Product_Design_And_Lifecycle_Management', 0.033199016004800797)","(['Codes of Business Conduct'], 0.7239347100257874)","('NON-ESG', 0.039577122777700424)","('NON-ESG', 0.033199016004800797)"
Line 9,"This report covers fiscal year results for the period ended December 31, 2020, unless  otherwise noted.
","('Management_Of_Legal_And_Regulatory_Framework', 0.35963329672813416)","('Business_Model_Resilience', 0.09686729311943054)","('Physical_Impacts_Of_Climate_Change', 0.0922948345541954)","('NON-ESG', 0.35963329672813416)","('NON-ESG', 0.09686729311943054)","('NON-ESG', 0.0922948345541954)"
Line 10,"Data includes our operations around the world, unless otherwise stated.
","('Business_Model_Resilience', 0.33278319239616394)","('Customer_Privacy', 0.23533394932746887)","('Data_Security', 0.058830153197050095)","('NON-ESG', 0.33278319239616394)","('NON-ESG', 0.23533394932746887)","('NON-ESG', 0.058830153197050095)"
Line 11,"Some data has been rounded.
","('Customer_Privacy', 0.16764061152935028)","('Data_Security', 0.14383350312709808)","('Management_Of_Legal_And_Regulatory_Framework', 0.10255070775747299)","('NON-ESG', 0.16764061152935028)","('NON-ESG', 0.14383350312709808)","('NON-ESG', 0.10255070775747299)"
Line 12,"Monetary figures are in U.S. dollars unless otherwise noted.
","('Management_Of_Legal_And_Regulatory_Framework', 0.7128146290779114)","('Systemic_Risk_Management', 0.07524693757295609)","('Business_Ethics', 0.022671198472380638)","(['Corporate Governance'], 0.7128146290779114)","('NON-ESG', 0.07524693757295609)","('NON-ESG', 0.022671198472380638)"
Line 13,"Dexcom undertakes no responsibility to update this information after the date of this report.A LETTER FROM OUR CEO  .
","('Management_Of_Legal_And_Regulatory_Framework', 0.4124000370502472)","('Customer_Privacy', 0.13717973232269287)","('Director_Removal', 0.05460729822516441)","('NON-ESG', 0.4124000370502472)","('NON-ESG', 0.13717973232269287)","('NON-ESG', 0.05460729822516441)"
Line 14,"LISTEN  .
","('Human_Rights_And_Community_Relations', 0.10256301611661911)","('Access_And_Affordability', 0.06827764213085175)","('Business_Model_Resilience', 0.0642094686627388)","('NON-ESG', 0.10256301611661911)","('NON-ESG', 0.06827764213085175)","('NON-ESG', 0.0642094686627388)"
Line 15,"Listening to our Customers  .
","('Data_Security', 0.15820077061653137)","('Customer_Privacy', 0.11063823103904724)","('Business_Model_Resilience', 0.1028183326125145)","('NON-ESG', 0.15820077061653137)","('NON-ESG', 0.11063823103904724)","('NON-ESG', 0.1028183326125145)"
Line 16,"Dexcom Warriors  .
","('Management_Of_Legal_And_Regulatory_Framework', 0.17218370735645294)","('Director_Removal', 0.13107766211032867)","('Business_Ethics', 0.10616728663444519)","('NON-ESG', 0.17218370735645294)","('NON-ESG', 0.13107766211032867)","('NON-ESG', 0.10616728663444519)"
Line 17,"Active Participation within the Diabetes Community  .
","('Access_And_Affordability', 0.6324958801269531)","('Employee_Health_And_Safety', 0.059064485132694244)","('Employee_Engagement_Inclusion_And_Diversity', 0.04224027693271637)","(['Health Outcome Contribution'], 0.6324958801269531)","('NON-ESG', 0.059064485132694244)","('NON-ESG', 0.04224027693271637)"
Line 18,"Offering Patient Choice  .
","('Access_And_Affordability', 0.5917525887489319)","('Customer_Welfare', 0.051298875361680984)","('Employee_Engagement_Inclusion_And_Diversity', 0.03954717889428139)","(['Health Outcome Contribution'], 0.5917525887489319)","('NON-ESG', 0.051298875361680984)","('NON-ESG', 0.03954717889428139)"
Line 19,"“On the Bright Side” Notifications  .
","('Data_Security', 0.1477820873260498)","('Physical_Impacts_Of_Climate_Change', 0.147028386592865)","('Energy_Management', 0.14354825019836426)","('NON-ESG', 0.1477820873260498)","('NON-ESG', 0.147028386592865)","('NON-ESG', 0.14354825019836426)"
Line 20,"Listening to our Employees  .
","('Human_Rights_And_Community_Relations', 0.11477075517177582)","('Data_Security', 0.1118350401520729)","('Employee_Engagement_Inclusion_And_Diversity', 0.08150837570428848)","('NON-ESG', 0.11477075517177582)","('NON-ESG', 0.1118350401520729)","('NON-ESG', 0.08150837570428848)"
Line 21,"Investing in our Employees  .
","('Employee_Engagement_Inclusion_And_Diversity', 0.24009400606155396)","('Employee_Health_And_Safety', 0.0923682153224945)","('Human_Rights_And_Community_Relations', 0.08887795358896255)","('NON-ESG', 0.24009400606155396)","('NON-ESG', 0.0923682153224945)","('NON-ESG', 0.08887795358896255)"
Line 22,"Supporting Our Employees and Their Families  .
","('Employee_Health_And_Safety', 0.3578729033470154)","('Human_Rights_And_Community_Relations', 0.2292681783437729)","('Employee_Engagement_Inclusion_And_Diversity', 0.07445775717496872)","('NON-ESG', 0.3578729033470154)","('NON-ESG', 0.2292681783437729)","('NON-ESG', 0.07445775717496872)"
Line 23,"Our Commitment to Diversity, Equity and Inclusion:  .
","('Employee_Engagement_Inclusion_And_Diversity', 0.9714348316192627)","('Employee_Health_And_Safety', 0.0021295116748660803)","('Human_Rights_And_Community_Relations', 0.0020826354157179594)","(['Human Capital Development'], 0.9714348316192627)","('NON-ESG', 0.0021295116748660803)","('NON-ESG', 0.0020826354157179594)"
Line 24,"THINK BIG  .
","('Employee_Engagement_Inclusion_And_Diversity', 0.11401932686567307)","('Business_Model_Resilience', 0.11285439878702164)","('Access_And_Affordability', 0.0703541561961174)","('NON-ESG', 0.11401932686567307)","('NON-ESG', 0.11285439878702164)","('NON-ESG', 0.0703541561961174)"
Line 25,"Access to Healthcare  .
","('Access_And_Affordability', 0.8997789025306702)","('Human_Rights_And_Community_Relations', 0.011929549276828766)","('Product_Quality_And_Safety', 0.009183968417346478)","(['Health Outcome Contribution'], 0.8997789025306702)","('NON-ESG', 0.011929549276828766)","('NON-ESG', 0.009183968417346478)"
Line 26,"Environmental Impact  .
","('Physical_Impacts_Of_Climate_Change', 0.1969880759716034)","('Business_Model_Resilience', 0.16747191548347473)","('Product_Design_And_Lifecycle_Management', 0.07397232204675674)","('NON-ESG', 0.1969880759716034)","('NON-ESG', 0.16747191548347473)","('NON-ESG', 0.07397232204675674)"
Line 27,"Conserving Natural Resources  .
","('Ecological_Impacts', 0.9712074398994446)","('Water_And_Wastewater_Management', 0.004363632295280695)","('GHG_Emissions', 0.0037191270384937525)","(['Natural Capital'], 0.9712074398994446)","('NON-ESG', 0.004363632295280695)","('NON-ESG', 0.0037191270384937525)"
Line 28,"Reducing Waste  .
","('Waste_And_Hazardous_Materials_Management', 0.9807569980621338)","('Data_Security', 0.0014754136791452765)","('Water_And_Wastewater_Management', 0.0013978298520669341)","(['Operational Eco-Efficiency'], 0.9807569980621338)","('NON-ESG', 0.0014754136791452765)","('NON-ESG', 0.0013978298520669341)"
Line 29,"Reducing Emissions and Effluents  .
","('GHG_Emissions', 0.32254600524902344)","('Water_And_Wastewater_Management', 0.21692198514938354)","('Energy_Management', 0.17676937580108643)","('NON-ESG', 0.32254600524902344)","('NON-ESG', 0.21692198514938354)","('NON-ESG', 0.17676937580108643)"
Line 30,"Education, Monitoring and Improvement  .
","('Access_And_Affordability', 0.6962939500808716)","('Human_Rights_And_Community_Relations', 0.11306378245353699)","('Management_Of_Legal_And_Regulatory_Framework', 0.024952121078968048)","(['Health Outcome Contribution'], 0.6962939500808716)","('NON-ESG', 0.11306378245353699)","('NON-ESG', 0.024952121078968048)"
Line 31,"BE DEPENDABLE  .
","('Product_Design_And_Lifecycle_Management', 0.13066492974758148)","('Supply_Chain_Management', 0.1114286258816719)","('Business_Ethics', 0.1038508489727974)","('NON-ESG', 0.13066492974758148)","('NON-ESG', 0.1114286258816719)","('NON-ESG', 0.1038508489727974)"
Line 32,"Quality  .
","('Product_Quality_And_Safety', 0.2568937838077545)","('Product_Design_And_Lifecycle_Management', 0.15788601338863373)","('Business_Ethics', 0.06886845082044601)","('NON-ESG', 0.2568937838077545)","('NON-ESG', 0.15788601338863373)","('NON-ESG', 0.06886845082044601)"
Line 33,"Employee Health and Safety  .
","('Employee_Health_And_Safety', 0.9782392382621765)","('Critical_Incident_Risk_Management', 0.00520782545208931)","('Employee_Engagement_Inclusion_And_Diversity', 0.0018767437431961298)","(['Operational Eco-Efficiency'], 0.9782392382621765)","('NON-ESG', 0.00520782545208931)","('NON-ESG', 0.0018767437431961298)"
Line 34,"Our COVID-19 Response  .
","('Critical_Incident_Risk_Management', 0.1838577389717102)","('Access_And_Affordability', 0.13897649943828583)","('Competitive_Behavior', 0.07843955606222153)","('NON-ESG', 0.1838577389717102)","('NON-ESG', 0.13897649943828583)","('NON-ESG', 0.07843955606222153)"
Line 35,"SERVE WITH INTEGRITY  .
","('Business_Ethics', 0.8984084725379944)","('Employee_Engagement_Inclusion_And_Diversity', 0.010199221782386303)","('Competitive_Behavior', 0.0075245201587677)","(['Business Ethics'], 0.8984084725379944)","('NON-ESG', 0.010199221782386303)","('NON-ESG', 0.0075245201587677)"
Line 36,"Board of Directors  .
","('Director_Removal', 0.44812697172164917)","('Employee_Engagement_Inclusion_And_Diversity', 0.07071306556463242)","('Business_Ethics', 0.05398336425423622)","('NON-ESG', 0.44812697172164917)","('NON-ESG', 0.07071306556463242)","('NON-ESG', 0.05398336425423622)"
Line 37,"Dexcom Compliance Program  .
","('Business_Ethics', 0.46358567476272583)","('Management_Of_Legal_And_Regulatory_Framework', 0.28416478633880615)","('Product_Quality_And_Safety', 0.03905259072780609)","('NON-ESG', 0.46358567476272583)","('NON-ESG', 0.28416478633880615)","('NON-ESG', 0.03905259072780609)"
Line 38,"Data Privacy  .
","('Customer_Privacy', 0.7059447169303894)","('Data_Security', 0.18478386104106903)","('Waste_And_Hazardous_Materials_Management', 0.009856059215962887)","(['Privacy Protection'], 0.7059447169303894)","('NON-ESG', 0.18478386104106903)","('NON-ESG', 0.009856059215962887)"
Line 39,"32Dexcom, Inc.
","('Business_Ethics', 0.10840766876935959)","('Business_Model_Resilience', 0.1059875637292862)","('Director_Removal', 0.09378397464752197)","('NON-ESG', 0.10840766876935959)","('NON-ESG', 0.1059875637292862)","('NON-ESG', 0.09378397464752197)"
Line 40,"Sustainability Report, March Disclaimer: Dexcom assumes no obligation to update the enclosed material after the date of this report.
","('Management_Of_Legal_And_Regulatory_Framework', 0.47893401980400085)","('Business_Model_Resilience', 0.09052179008722305)","('Director_Removal', 0.052079521119594574)","('NON-ESG', 0.47893401980400085)","('NON-ESG', 0.09052179008722305)","('NON-ESG', 0.052079521119594574)"
Line 41,"4LISTEN The pursuit of continuous improvement and impact drives our global efforts at Dexcom.
","('Business_Model_Resilience', 0.24059951305389404)","('Human_Rights_And_Community_Relations', 0.15501075983047485)","('Access_And_Affordability', 0.1293162852525711)","('NON-ESG', 0.24059951305389404)","('NON-ESG', 0.15501075983047485)","('NON-ESG', 0.1293162852525711)"
Line 42,"We pay  attention to the evolving needs of our customers, healthcare providers, employees, researchers,  payers, and broader set of stakeholders to exemplify “Listen,” the first of our four core values.
","('Access_And_Affordability', 0.1743660718202591)","('Human_Rights_And_Community_Relations', 0.12350071221590042)","('Employee_Engagement_Inclusion_And_Diversity', 0.10833462327718735)","('NON-ESG', 0.1743660718202591)","('NON-ESG', 0.12350071221590042)","('NON-ESG', 0.10833462327718735)"
Line 43,"Listening to our Customers While Dexcom has built its reputation by designing, manufacturing and selling continuous  glucose monitoring (CGM) technology that surpasses and redefines industry standards, we also  understand that the customer experience involves more than providing data and insights.
","('Competitive_Behavior', 0.2134152203798294)","('Business_Model_Resilience', 0.12993089854717255)","('Data_Security', 0.09192465990781784)","('NON-ESG', 0.2134152203798294)","('NON-ESG', 0.12993089854717255)","('NON-ESG', 0.09192465990781784)"
Line 44,"Beyond  tangible products, the customer experience also encompasses a greater understanding of, and an  active response to, their underlying motivations.
","('Product_Design_And_Lifecycle_Management', 0.897770881652832)","('Customer_Privacy', 0.013119923882186413)","('Customer_Welfare', 0.01081832405179739)","(['Product Stewardship'], 0.897770881652832)","('NON-ESG', 0.013119923882186413)","('NON-ESG', 0.01081832405179739)"
Line 45,"Therefore, we have structured our company to  listen to our customers and address their needs and interests.
","('Business_Model_Resilience', 0.28859394788742065)","('Competitive_Behavior', 0.20058991014957428)","('Human_Rights_And_Community_Relations', 0.1562325656414032)","('NON-ESG', 0.28859394788742065)","('NON-ESG', 0.20058991014957428)","('NON-ESG', 0.1562325656414032)"
Line 46,"The following initiatives are representative of the ways we actively participate in the diabetes  community, and include some of the strategic initiatives and product developments that we have  pursued in response to stakeholder feedback.
","('Product_Design_And_Lifecycle_Management', 0.889438807964325)","('Business_Model_Resilience', 0.018385760486125946)","('Product_Quality_And_Safety', 0.014313537627458572)","(['Product Stewardship'], 0.889438807964325)","('NON-ESG', 0.018385760486125946)","('NON-ESG', 0.014313537627458572)"
Line 47,"Dexcom Warriors We believe that providing a forum for our customers’ voices is one of the best ways to learn  from the diabetes community.
","('Employee_Engagement_Inclusion_And_Diversity', 0.20192444324493408)","('Access_And_Affordability', 0.09729265421628952)","('Product_Design_And_Lifecycle_Management', 0.08569889515638351)","('NON-ESG', 0.20192444324493408)","('NON-ESG', 0.09729265421628952)","('NON-ESG', 0.08569889515638351)"
Line 48,"In 2015, we established the Dexcom Warriors program and have  quickly expanded it from 35 to more than 10,000 Warriors at the end of 2020.
","('Employee_Engagement_Inclusion_And_Diversity', 0.5488150715827942)","('Business_Model_Resilience', 0.03957511857151985)","('Competitive_Behavior', 0.03924937918782234)","(['Human Capital Development'], 0.5488150715827942)","('NON-ESG', 0.03957511857151985)","('NON-ESG', 0.03924937918782234)"
Line 49,"Our Warriors are  individuals with type 1 and type 2 diabetes who have raised their hands, ready and eager to help  increase awareness of diabetes, motivate others and advocate for Dexcom.
","('Access_And_Affordability', 0.3777843713760376)","('Employee_Health_And_Safety', 0.16912637650966644)","('Product_Quality_And_Safety', 0.082249216735363)","('NON-ESG', 0.3777843713760376)","('NON-ESG', 0.16912637650966644)","('NON-ESG', 0.082249216735363)"
Line 50,"Warriors include  social media influencers, athletes, celebrities, and ‘everyday’ people as well—parents, students,  community leaders, and more.
","('Human_Rights_And_Community_Relations', 0.2499103546142578)","('Employee_Engagement_Inclusion_And_Diversity', 0.24563764035701752)","('Customer_Privacy', 0.0834626853466034)","('NON-ESG', 0.2499103546142578)","('NON-ESG', 0.24563764035701752)","('NON-ESG', 0.0834626853466034)"
Line 51,"Dexcom, Inc.
","('Business_Ethics', 0.13046778738498688)","('Competitive_Behavior', 0.10461360961198807)","('Product_Design_And_Lifecycle_Management', 0.10042450577020645)","('NON-ESG', 0.13046778738498688)","('NON-ESG', 0.10461360961198807)","('NON-ESG', 0.10042450577020645)"
Line 52,"Sustainability Report, March  5 Disclaimer: Dexcom assumes no obligation to update the enclosed material after the date of this report.The program revolves around the inspirational stories that  define each of our Warriors.
","('Business_Model_Resilience', 0.32242265343666077)","('Management_Of_Legal_And_Regulatory_Framework', 0.14942817389965057)","('Product_Design_And_Lifecycle_Management', 0.085851289331913)","('NON-ESG', 0.32242265343666077)","('NON-ESG', 0.14942817389965057)","('NON-ESG', 0.085851289331913)"
Line 53,"By providing a platform for the  incredible people who use our technology every day, we  hope to educate the diabetes community and spark additional  awareness of the benefits of using our CGM system to help  manage diabetes.
","('Access_And_Affordability', 0.3741808533668518)","('Employee_Health_And_Safety', 0.1587023288011551)","('Customer_Welfare', 0.08998283743858337)","('NON-ESG', 0.3741808533668518)","('NON-ESG', 0.1587023288011551)","('NON-ESG', 0.08998283743858337)"
Line 54,"PROJECT 50-IN-The brainchild of Michael  Shelver and Patrick Mertes, two outdoorsmen, living  with type 1 diabetes (T1D),  dedicated to proving to  the world that anything is  possible with T1D.
","('Employee_Health_And_Safety', 0.29936081171035767)","('Access_And_Affordability', 0.15052492916584015)","('Employee_Engagement_Inclusion_And_Diversity', 0.14538343250751495)","('NON-ESG', 0.29936081171035767)","('NON-ESG', 0.15052492916584015)","('NON-ESG', 0.14538343250751495)"
Line 55,"Active Participation within the Diabetes Community  We also listen to the needs of the diabetes community by advocating for their efforts.
","('Access_And_Affordability', 0.7191767692565918)","('Employee_Health_And_Safety', 0.056648556143045425)","('Customer_Welfare', 0.029152946546673775)","(['Health Outcome Contribution'], 0.7191767692565918)","('NON-ESG', 0.056648556143045425)","('NON-ESG', 0.029152946546673775)"
