,Sentence,ESG BERT Topic 1,ESG BERT Topic 2,ESG BERT Topic 3,Mapped Criteria Topic 1,Mapped Criteria Topic 2,Mapped Criteria Topic 3
Line 1,"2021    SUSTAINABILITY   REPORT ENVIRONMENTAL | SOCIAL | GOVERNANCECOMPANY PROFILE Corporate Overview  .
","('Business_Model_Resilience', 0.3859568238258362)","('Management_Of_Legal_And_Regulatory_Framework', 0.13908806443214417)","('Human_Rights_And_Community_Relations', 0.08810190111398697)","('NON-ESG', 0.3859568238258362)","('NON-ESG', 0.13908806443214417)","('NON-ESG', 0.08810190111398697)"
Line 2,"Mission and Guiding Principles.
","('Human_Rights_And_Community_Relations', 0.48951178789138794)","('Director_Removal', 0.06701233237981796)","('Employee_Engagement_Inclusion_And_Diversity', 0.057919107377529144)","('NON-ESG', 0.48951178789138794)","('NON-ESG', 0.06701233237981796)","('NON-ESG', 0.057919107377529144)"
Line 3,"Our Sustainability Commitment  .
","('Business_Model_Resilience', 0.4109761416912079)","('Product_Design_And_Lifecycle_Management', 0.1241399496793747)","('Supply_Chain_Management', 0.09202111512422562)","('NON-ESG', 0.4109761416912079)","('NON-ESG', 0.1241399496793747)","('NON-ESG', 0.09202111512422562)"
Line 4,"Our Approach to ESG .
","('Business_Model_Resilience', 0.5573867559432983)","('Systemic_Risk_Management', 0.07206973433494568)","('Supply_Chain_Management', 0.04861656203866005)","(['Codes of Business Conduct'], 0.5573867559432983)","('NON-ESG', 0.07206973433494568)","('NON-ESG', 0.04861656203866005)"
Line 5,"COVID -19  .
","('Competitive_Behavior', 0.21452823281288147)","('GHG_Emissions', 0.17528600990772247)","('Management_Of_Legal_And_Regulatory_Framework', 0.13778139650821686)","('NON-ESG', 0.21452823281288147)","('NON-ESG', 0.17528600990772247)","('NON-ESG', 0.13778139650821686)"
Line 6,"ENVIRONMENTAL Environmental Risk Management Policy  .
","('Physical_Impacts_Of_Climate_Change', 0.344616562128067)","('Business_Model_Resilience', 0.14965203404426575)","('Ecological_Impacts', 0.10354471951723099)","('NON-ESG', 0.344616562128067)","('NON-ESG', 0.14965203404426575)","('NON-ESG', 0.10354471951723099)"
Line 7,"Compliance  .
","('Management_Of_Legal_And_Regulatory_Framework', 0.33099278807640076)","('Business_Ethics', 0.3158797323703766)","('Product_Quality_And_Safety', 0.03956470638513565)","('NON-ESG', 0.33099278807640076)","('NON-ESG', 0.3158797323703766)","('NON-ESG', 0.03956470638513565)"
Line 8,"Continuous Improvement  .
","('Access_And_Affordability', 0.5638823509216309)","('Product_Quality_And_Safety', 0.049652084708213806)","('Critical_Incident_Risk_Management', 0.036384642124176025)","(['Health Outcome Contribution'], 0.5638823509216309)","('NON-ESG', 0.049652084708213806)","('NON-ESG', 0.036384642124176025)"
Line 9,"6  Business Integration  .
","('Business_Model_Resilience', 0.4448523223400116)","('Supply_Chain_Management', 0.09761708229780197)","('Systemic_Risk_Management', 0.0881785973906517)","('NON-ESG', 0.4448523223400116)","('NON-ESG', 0.09761708229780197)","('NON-ESG', 0.0881785973906517)"
Line 10,"Environment & Climate Change  .
","('Physical_Impacts_Of_Climate_Change', 0.8866551518440247)","('GHG_Emissions', 0.031187424436211586)","('Business_Model_Resilience', 0.01379129197448492)","(['Climate Change'], 0.8866551518440247)","('NON-ESG', 0.031187424436211586)","('NON-ESG', 0.01379129197448492)"
