,Sentence,ESG BERT Topic 1,ESG BERT Topic 2,ESG BERT Topic 3,Mapped Criteria Topic 1,Mapped Criteria Topic 2,Mapped Criteria Topic 3
Line 1,"ENVIRONMENTAL  |  SOCIAL  |  GOVERNANCE  SUSTAINABILITY REPORTCOMPANY PROFILE  Corporate Overview  .
","('Business_Model_Resilience', 0.4368116557598114)","('Human_Rights_And_Community_Relations', 0.09480081498622894)","('Management_Of_Legal_And_Regulatory_Framework', 0.08649470657110214)","('NON-ESG', 0.4368116557598114)","('NON-ESG', 0.09480081498622894)","('NON-ESG', 0.08649470657110214)"
Line 2,"1    Mission and Guiding Principles.
","('Human_Rights_And_Community_Relations', 0.6571494936943054)","('Employee_Engagement_Inclusion_And_Diversity', 0.042916882783174515)","('Director_Removal', 0.036970775574445724)","(['Community Relations'], 0.6571494936943054)","('NON-ESG', 0.042916882783174515)","('NON-ESG', 0.036970775574445724)"
Line 3,"2    Our Sustainability Commitment .
","('Business_Model_Resilience', 0.38320523500442505)","('Product_Design_And_Lifecycle_Management', 0.1395885944366455)","('Supply_Chain_Management', 0.13314925134181976)","('NON-ESG', 0.38320523500442505)","('NON-ESG', 0.1395885944366455)","('NON-ESG', 0.13314925134181976)"
Line 4,"ENVIRONMENTAL  Environmental, Health, Safety and Sustainability Program .
","('Human_Rights_And_Community_Relations', 0.2771998941898346)","('Ecological_Impacts', 0.2040715515613556)","('Employee_Health_And_Safety', 0.11584116518497467)","('NON-ESG', 0.2771998941898346)","('NON-ESG', 0.2040715515613556)","('NON-ESG', 0.11584116518497467)"
Line 5,"Goals and Accomplishments  .
","('Human_Rights_And_Community_Relations', 0.3396835923194885)","('Employee_Engagement_Inclusion_And_Diversity', 0.12618388235569)","('Employee_Health_And_Safety', 0.06297358870506287)","('NON-ESG', 0.3396835923194885)","('NON-ESG', 0.12618388235569)","('NON-ESG', 0.06297358870506287)"
Line 6,"4    External Reporting Standards .
","('Management_Of_Legal_And_Regulatory_Framework', 0.35254967212677)","('Product_Quality_And_Safety', 0.1310890018939972)","('Data_Security', 0.05727367103099823)","('NON-ESG', 0.35254967212677)","('NON-ESG', 0.1310890018939972)","('NON-ESG', 0.05727367103099823)"
Line 7,"5   Health and Safety Performance .
","('Employee_Health_And_Safety', 0.6328130960464478)","('Product_Quality_And_Safety', 0.22632047533988953)","('Product_Design_And_Lifecycle_Management', 0.025686198845505714)","(['Operational Eco-Efficiency'], 0.6328130960464478)","('NON-ESG', 0.22632047533988953)","('NON-ESG', 0.025686198845505714)"
Line 8,"5    Environmental Performance .
","('Business_Model_Resilience', 0.1498125195503235)","('Product_Design_And_Lifecycle_Management', 0.13679958879947662)","('Ecological_Impacts', 0.11972113698720932)","('NON-ESG', 0.1498125195503235)","('NON-ESG', 0.13679958879947662)","('NON-ESG', 0.11972113698720932)"
Line 9,"Manufacturing  .
","('Product_Design_And_Lifecycle_Management', 0.4318152964115143)","('Supply_Chain_Management', 0.15137560665607452)","('Waste_And_Hazardous_Materials_Management', 0.08770962804555893)","('NON-ESG', 0.4318152964115143)","('NON-ESG', 0.15137560665607452)","('NON-ESG', 0.08770962804555893)"
Line 10,"Supplier Management  .
","('Supply_Chain_Management', 0.9019162654876709)","('Product_Design_And_Lifecycle_Management', 0.009909551590681076)","('Human_Rights_And_Community_Relations', 0.007459815125912428)","(['Supply Chain Management'], 0.9019162654876709)","('NON-ESG', 0.009909551590681076)","('NON-ESG', 0.007459815125912428)"
Line 11,"6    Quality and Product Safety  .
","('Product_Quality_And_Safety', 0.8705471754074097)","('Product_Design_And_Lifecycle_Management', 0.035900723189115524)","('Employee_Health_And_Safety', 0.011804737150669098)","(['Product Quality & Recall Management'], 0.8705471754074097)","('NON-ESG', 0.035900723189115524)","('NON-ESG', 0.011804737150669098)"
Line 12,"SOCIAL  Talent Management .
","('Employee_Engagement_Inclusion_And_Diversity', 0.8685013651847839)","('Human_Rights_And_Community_Relations', 0.024880273267626762)","('Employee_Health_And_Safety', 0.013339848257601261)","(['Human Capital Development'], 0.8685013651847839)","('NON-ESG', 0.024880273267626762)","('NON-ESG', 0.013339848257601261)"
Line 13,"7    Recent Awards and Recognition  .
","('Management_Of_Legal_And_Regulatory_Framework', 0.39005541801452637)","('Business_Ethics', 0.1010441780090332)","('Ecological_Impacts', 0.08229118585586548)","('NON-ESG', 0.39005541801452637)","('NON-ESG', 0.1010441780090332)","('NON-ESG', 0.08229118585586548)"
Line 14,"Volunteer Activities  .
","('Human_Rights_And_Community_Relations', 0.25914132595062256)","('Employee_Engagement_Inclusion_And_Diversity', 0.18977531790733337)","('Employee_Health_And_Safety', 0.13276831805706024)","('NON-ESG', 0.25914132595062256)","('NON-ESG', 0.18977531790733337)","('NON-ESG', 0.13276831805706024)"
Line 15,"9    Work/Life Balance and Wellness .
","('Employee_Health_And_Safety', 0.4450637996196747)","('Employee_Engagement_Inclusion_And_Diversity', 0.2696324288845062)","('Access_And_Affordability', 0.03986797109246254)","('NON-ESG', 0.4450637996196747)","('NON-ESG', 0.2696324288845062)","('NON-ESG', 0.03986797109246254)"
Line 16,"9    Diversity and Inclusion .
","('Employee_Engagement_Inclusion_And_Diversity', 0.9694710373878479)","('Human_Rights_And_Community_Relations', 0.002289884490892291)","('Employee_Health_And_Safety', 0.002121273661032319)","(['Human Capital Development'], 0.9694710373878479)","('NON-ESG', 0.002289884490892291)","('NON-ESG', 0.002121273661032319)"
Line 17,"9    Supplier Diversity  .
","('Employee_Engagement_Inclusion_And_Diversity', 0.6879987716674805)","('Supply_Chain_Management', 0.08781282603740692)","('Business_Model_Resilience', 0.029747165739536285)","(['Human Capital Development'], 0.6879987716674805)","('NON-ESG', 0.08781282603740692)","('NON-ESG', 0.029747165739536285)"
Line 18,"9    Grants, Donations and Funding .
","('Management_Of_Legal_And_Regulatory_Framework', 0.8736395239830017)","('GHG_Emissions', 0.01636427454650402)","('Access_And_Affordability', 0.014083094894886017)","(['Corporate Governance'], 0.8736395239830017)","('NON-ESG', 0.01636427454650402)","('NON-ESG', 0.014083094894886017)"
Line 19,"10 -  GOVERNANCE  Corporate Governance .
","('Competitive_Behavior', 0.24974298477172852)","('Systemic_Risk_Management', 0.22583435475826263)","('Management_Of_Legal_And_Regulatory_Framework', 0.11957930028438568)","('NON-ESG', 0.24974298477172852)","('NON-ESG', 0.22583435475826263)","('NON-ESG', 0.11957930028438568)"
Line 20,"13    Ethics and Compliance  .
","('Business_Ethics', 0.9621900916099548)","('Management_Of_Legal_And_Regulatory_Framework', 0.004295652266591787)","('Competitive_Behavior', 0.0027992259711027145)","(['Business Ethics'], 0.9621900916099548)","('NON-ESG', 0.004295652266591787)","('NON-ESG', 0.0027992259711027145)"
Line 21,"14    CEO and Senior Executive Compensation  .
","('Director_Removal', 0.46514591574668884)","('Employee_Engagement_Inclusion_And_Diversity', 0.1213657557964325)","('Labor_Practices', 0.08579988777637482)","('NON-ESG', 0.46514591574668884)","('NON-ESG', 0.1213657557964325)","('NON-ESG', 0.08579988777637482)"
Line 22,"15    Affiliations and Memberships  .
","('Employee_Engagement_Inclusion_And_Diversity', 0.3413509428501129)","('Director_Removal', 0.06517697870731354)","('Management_Of_Legal_And_Regulatory_Framework', 0.05774471536278725)","('NON-ESG', 0.3413509428501129)","('NON-ESG', 0.06517697870731354)","('NON-ESG', 0.05774471536278725)"
Line 23,"15TABLE OF CONTENTS   Corporate Overview Founded in 1927 and headquartered in Warsaw, Indiana, Zimmer  Biomet is a global leader in musculoskeletal healthcare.
","('Employee_Health_And_Safety', 0.19940239191055298)","('Customer_Welfare', 0.11101613193750381)","('Access_And_Affordability', 0.07961569726467133)","('NON-ESG', 0.19940239191055298)","('NON-ESG', 0.11101613193750381)","('NON-ESG', 0.07961569726467133)"
Line 24,"We design,  manufacture and market orthopedic reconstructive products; sports  medicine, biologics, extremities and trauma products; office based  technologies; spine, craniomaxillofacial and thoracic products; dental  implants; and related surgical products.
","('Employee_Health_And_Safety', 0.40257421135902405)","('Product_Design_And_Lifecycle_Management', 0.23641890287399292)","('Employee_Engagement_Inclusion_And_Diversity', 0.06604701280593872)","('NON-ESG', 0.40257421135902405)","('NON-ESG', 0.23641890287399292)","('NON-ESG', 0.06604701280593872)"
Line 25,"We collaborate with healthcare professionals around the globe to  advance the pace of innovation.
","('Employee_Engagement_Inclusion_And_Diversity', 0.2098812609910965)","('Access_And_Affordability', 0.14571508765220642)","('Business_Model_Resilience', 0.1016801968216896)","('NON-ESG', 0.2098812609910965)","('NON-ESG', 0.14571508765220642)","('NON-ESG', 0.1016801968216896)"
Line 26,"Our products and solutions help treat  patients suffering from disorders of, or injuries to, bones, joints or  supporting soft tissues.
","('Employee_Health_And_Safety', 0.9238014817237854)","('Employee_Engagement_Inclusion_And_Diversity', 0.00989610981196165)","('Product_Design_And_Lifecycle_Management', 0.009337028488516808)","(['Operational Eco-Efficiency'], 0.9238014817237854)","('NON-ESG', 0.00989610981196165)","('NON-ESG', 0.009337028488516808)"
Line 27,"Together with healthcare professionals, we help  millions of people live better lives.
","('Access_And_Affordability', 0.6444002985954285)","('Employee_Health_And_Safety', 0.08070351183414459)","('Human_Rights_And_Community_Relations', 0.07021201401948929)","(['Health Outcome Contribution'], 0.6444002985954285)","('NON-ESG', 0.08070351183414459)","('NON-ESG', 0.07021201401948929)"
Line 28,"We have operations in more than 25 countries around the world and sell  products in more than 100 countries.
","('Product_Design_And_Lifecycle_Management', 0.9392229914665222)","('Selling_Practices_And_Product_Labeling', 0.010177318938076496)","('Product_Quality_And_Safety', 0.009860076010227203)","(['Product Stewardship'], 0.9392229914665222)","('NON-ESG', 0.010177318938076496)","('NON-ESG', 0.009860076010227203)"
Line 29,"COMPANYPROFILE 2019 Sustainability Report | 12019 Sustainability Report  | 3Our Mission Alleviate pain and improve the quality of life for people around the world.
","('Product_Design_And_Lifecycle_Management', 0.1828020215034485)","('Access_And_Affordability', 0.14429473876953125)","('Human_Rights_And_Community_Relations', 0.14275500178337097)","('NON-ESG', 0.1828020215034485)","('NON-ESG', 0.14429473876953125)","('NON-ESG', 0.14275500178337097)"
Line 30,"Guiding Principles • Respect the contributions and perspectives of all  Team Members.
","('Human_Rights_And_Community_Relations', 0.7055792808532715)","('Director_Removal', 0.04395436495542526)","('Employee_Engagement_Inclusion_And_Diversity', 0.0349479503929615)","(['Community Relations'], 0.7055792808532715)","('NON-ESG', 0.04395436495542526)","('NON-ESG', 0.0349479503929615)"
Line 31,"• Commit to the highest standards of patient safety,  quality and integrity.
","('Product_Quality_And_Safety', 0.43872156739234924)","('Employee_Health_And_Safety', 0.3937290608882904)","('Access_And_Affordability', 0.015717677772045135)","('NON-ESG', 0.43872156739234924)","('NON-ESG', 0.3937290608882904)","('NON-ESG', 0.015717677772045135)"
Line 32,"• Focus our resources in areas where we will make   a difference.
","('Human_Rights_And_Community_Relations', 0.7056883573532104)","('Business_Model_Resilience', 0.05552332475781441)","('Employee_Engagement_Inclusion_And_Diversity', 0.04483994096517563)","(['Community Relations'], 0.7056883573532104)","('NON-ESG', 0.05552332475781441)","('NON-ESG', 0.04483994096517563)"
Line 33,"• Ensure the Company’s return is equivalent to the  value we provide our customers and patients.
","('Business_Model_Resilience', 0.361364483833313)","('Competitive_Behavior', 0.18816028535366058)","('Product_Design_And_Lifecycle_Management', 0.0631050318479538)","('NON-ESG', 0.361364483833313)","('NON-ESG', 0.18816028535366058)","('NON-ESG', 0.0631050318479538)"
Line 34,"• Give back to our communities and people in need.Our Sustainability Commitment Zimmer Biomet is committed to being a good corporate  citizen.
","('Human_Rights_And_Community_Relations', 0.8366693258285522)","('Access_And_Affordability', 0.056360818445682526)","('Critical_Incident_Risk_Management', 0.01024484634399414)","(['Community Relations'], 0.8366693258285522)","('NON-ESG', 0.056360818445682526)","('NON-ESG', 0.01024484634399414)"
Line 35,"Our global team is dedicated to sustainable practices  across the entire spectrum of the environmental, social and  governance platform.Environmental, Health, Safety   and Sustainability (EHSS) Program Zimmer Biomet exercises responsible resource  stewardship by proactively identifying ways we can   reduce our energy consumption and strictly adhere  to water management guidelines.
","('Water_And_Wastewater_Management', 0.5773524045944214)","('Ecological_Impacts', 0.11120361089706421)","('Supply_Chain_Management', 0.07918750494718552)","(['Operational Eco-Efficiency'], 0.5773524045944214)","('NON-ESG', 0.11120361089706421)","('NON-ESG', 0.07918750494718552)"
Line 36,"We reduce waste  generation by recycling, reprocessing or re-using  byproducts and managing waste.
","('Waste_And_Hazardous_Materials_Management', 0.9831910729408264)","('Water_And_Wastewater_Management', 0.0013510738499462605)","('Data_Security', 0.001205164473503828)","(['Operational Eco-Efficiency'], 0.9831910729408264)","('NON-ESG', 0.0013510738499462605)","('NON-ESG', 0.001205164473503828)"
Line 37,"Our team members  implement LEAN manufacturing/Six Sigma principles   and we provide green  team training.
","('Employee_Engagement_Inclusion_And_Diversity', 0.31899768114089966)","('Employee_Health_And_Safety', 0.09131461381912231)","('Business_Model_Resilience', 0.07993832230567932)","('NON-ESG', 0.31899768114089966)","('NON-ESG', 0.09131461381912231)","('NON-ESG', 0.07993832230567932)"
Line 38,"Zimmer Biomet’s Environmental Management System  (EMS) is consistent with international standards.
","('Ecological_Impacts', 0.5994275808334351)","('Human_Rights_And_Community_Relations', 0.05339188501238823)","('Supply_Chain_Management', 0.04278434440493584)","(['Natural Capital'], 0.5994275808334351)","('NON-ESG', 0.05339188501238823)","('NON-ESG', 0.04278434440493584)"
Line 39,"Third- party audits are conducted periodically to validate the  effectiveness of our EMS.
","('Management_Of_Legal_And_Regulatory_Framework', 0.4563990533351898)","('Business_Ethics', 0.3701525330543518)","('Systemic_Risk_Management', 0.039109982550144196)","('NON-ESG', 0.4563990533351898)","('NON-ESG', 0.3701525330543518)","('NON-ESG', 0.039109982550144196)"
Line 40,"In addition to third-party audits,  our EHS staff conducts internal EHS audits.
","('Management_Of_Legal_And_Regulatory_Framework', 0.5582554936408997)","('Business_Ethics', 0.2892109751701355)","('Systemic_Risk_Management', 0.017876384779810905)","(['Corporate Governance'], 0.5582554936408997)","('NON-ESG', 0.2892109751701355)","('NON-ESG', 0.017876384779810905)"
Line 41,"All audit results  are communicated to executive management and analyzed  for improvement opportunities.
","('Management_Of_Legal_And_Regulatory_Framework', 0.551572322845459)","('Business_Ethics', 0.22057121992111206)","('Systemic_Risk_Management', 0.03745483607053757)","(['Corporate Governance'], 0.551572322845459)","('NON-ESG', 0.22057121992111206)","('NON-ESG', 0.03745483607053757)"
Line 42,"The Zimmer Biomet  Environmental Health and Safety Management System   is comprised of ten sections:• Program Management and Accountability • Risk Assessment and Hazard Control and Aspect  Identification and Control • Risk Control Programs • Employee Engagement and Communications • Environment, Health and Safety Training and  Certification • Emergency Preparedness and Response • Environmental, Health and Safety Incident  Investigation • Management of Non-Zimmer Biomet Employees • Management System Audits • Legal, Reporting and Other RequirementsENVIRONMENTAL 2 | 2019 Sustainability Report 2019 Sustainability Report | 34 | 2019 Sustainability Report External Reporting Standards We recognize the importance of disclosing our  sustainability performance.
","('Critical_Incident_Risk_Management', 0.9641231298446655)","('Employee_Health_And_Safety', 0.013475693762302399)","('Air_Quality', 0.0027886335738003254)","(['Risk & Crisis Management'], 0.9641231298446655)","('NON-ESG', 0.013475693762302399)","('NON-ESG', 0.0027886335738003254)"
Line 43,"The Zimmer Biomet  Environmental Health and Safety Management System   is comprised of ten sections:• Program Management and Accountability • Risk Assessment and Hazard Control and Aspect  Identification and Control • Risk Control Programs • Employee Engagement and Communications • Environment, Health and Safety Training and  Certification • Emergency Preparedness and Response • Environmental, Health and Safety Incident  Investigation • Management of Non-Zimmer Biomet Employees • Management System Audits • Legal, Reporting and Other RequirementsENVIRONMENTAL 2 | 2019 Sustainability Report 2019 Sustainability Report | 34 | 2019 Sustainability Report External Reporting Standards We recognize the importance of disclosing our  sustainability performance.
","('Management_Of_Legal_And_Regulatory_Framework', 0.2799621820449829)","('Business_Model_Resilience', 0.14397473633289337)","('Product_Quality_And_Safety', 0.11723680049180984)","('NON-ESG', 0.2799621820449829)","('NON-ESG', 0.14397473633289337)","('NON-ESG', 0.11723680049180984)"
