,Sentence,ESG BERT Topic 1,ESG BERT Topic 2,ESG BERT Topic 3,Mapped Criteria Topic 1,Mapped Criteria Topic 2,Mapped Criteria Topic 3
Line 1,"FY 2020 Sustainability ReportHeadline 60/60   FS Albert Thin In the extraordinary year of 2020, we saw a myriad of ways in  which the health of our communities, environment and  businesses are inextricably linked.
","('Human_Rights_And_Community_Relations', 0.5974915623664856)","('Ecological_Impacts', 0.1150062158703804)","('Business_Model_Resilience', 0.06620467454195023)","(['Community Relations'], 0.5974915623664856)","('NON-ESG', 0.1150062158703804)","('NON-ESG', 0.06620467454195023)"
Line 2,"Climate change stoked  record-breaking wildfires and hurricanes, while social justice  issues brought people out of their homes where they had been  living, working and quarantining to make their voices heard.
","('Physical_Impacts_Of_Climate_Change', 0.9470332860946655)","('Business_Model_Resilience', 0.006358789745718241)","('GHG_Emissions', 0.005398426204919815)","(['Climate Change'], 0.9470332860946655)","('NON-ESG', 0.006358789745718241)","('NON-ESG', 0.005398426204919815)"
Line 3,"At BD, we recognize that we have a responsibility to address  these issues head-on, using our scale and influence to drive  continuous improvement across our society’s biggest  challenges.
","('Human_Rights_And_Community_Relations', 0.5772112607955933)","('Business_Model_Resilience', 0.07120239734649658)","('Management_Of_Legal_And_Regulatory_Framework', 0.05494436249136925)","(['Community Relations'], 0.5772112607955933)","('NON-ESG', 0.07120239734649658)","('NON-ESG', 0.05494436249136925)"
Line 4,"Our Purpose— advancing the world of health ™— points to where that influence is most obvious: in responding  to the COVID-19 pandemic with solutions for diagnosis,  treatment and prevention.
","('Critical_Incident_Risk_Management', 0.29391956329345703)","('Physical_Impacts_Of_Climate_Change', 0.28052693605422974)","('Business_Model_Resilience', 0.04866710305213928)","('NON-ESG', 0.29391956329345703)","('NON-ESG', 0.28052693605422974)","('NON-ESG', 0.04866710305213928)"
Line 5,"However, we’re more than a med  tech innovator; we’re also an employer of more than 70,000  people around the world, a member of their communities and  a community of our own.
","('Human_Rights_And_Community_Relations', 0.3006300926208496)","('Employee_Engagement_Inclusion_And_Diversity', 0.2698831856250763)","('Access_And_Affordability', 0.07126402109861374)","('NON-ESG', 0.3006300926208496)","('NON-ESG', 0.2698831856250763)","('NON-ESG', 0.07126402109861374)"
Line 6,"Our manufacturing facilities produce  billions of life-enhancing devices each year, employing  thousands in high-quality jobs, and we seek to do it while  minimizing our environmental impact, supporting the  members of our global team, and standing up for what is right.
","('Product_Design_And_Lifecycle_Management', 0.8549869656562805)","('Supply_Chain_Management', 0.021341105923056602)","('Employee_Health_And_Safety', 0.01421031728386879)","(['Product Stewardship'], 0.8549869656562805)","('NON-ESG', 0.021341105923056602)","('NON-ESG', 0.01421031728386879)"
Line 7,"In 2015, we launched a broader, more integrated approach to  sustainability, with goals in four key issue areas that reflected  our ambitions for 2020.
","('Business_Model_Resilience', 0.3958072066307068)","('Product_Design_And_Lifecycle_Management', 0.12559284269809723)","('Physical_Impacts_Of_Climate_Change', 0.0805090069770813)","('NON-ESG', 0.3958072066307068)","('NON-ESG', 0.12559284269809723)","('NON-ESG', 0.0805090069770813)"
Line 8,"It is an approach that has enabled our  associates to rally around our purpose to develop innovative  diagnostic solutions for COVID-19 in record time, increase the  availability of products used in sample collection and the  treatment of critically ill patients, and work with governments  around the world to enable delivery of COVID-19 vaccinations.
","('Employee_Health_And_Safety', 0.271750807762146)","('Access_And_Affordability', 0.1948307752609253)","('Product_Quality_And_Safety', 0.11422977596521378)","('NON-ESG', 0.271750807762146)","('NON-ESG', 0.1948307752609253)","('NON-ESG', 0.11422977596521378)"
Line 9,"And it’s an approach that has enabled us to celebrate our  differences while challenging each other to continue  advancing our own culture of inclusion while also addressing  systemic inequities.
","('Employee_Engagement_Inclusion_And_Diversity', 0.9242644309997559)","('Human_Rights_And_Community_Relations', 0.017572512850165367)","('Business_Model_Resilience', 0.00587742542847991)","(['Human Capital Development'], 0.9242644309997559)","('NON-ESG', 0.017572512850165367)","('NON-ESG', 0.00587742542847991)"
Line 10,"I’m proud of how far we’ve come, and I  know we can make further progress in the years ahead.
","('Business_Model_Resilience', 0.5282168984413147)","('Human_Rights_And_Community_Relations', 0.0777612030506134)","('Employee_Engagement_Inclusion_And_Diversity', 0.04402720555663109)","(['Codes of Business Conduct'], 0.5282168984413147)","('NON-ESG', 0.0777612030506134)","('NON-ESG', 0.04402720555663109)"
Line 11,"The BD of 2020 is a very different company than the BD of  2015, having doubled in size through the successful  integrations of CareFusion and Bard.
","('Systemic_Risk_Management', 0.3593420088291168)","('Access_And_Affordability', 0.13257881999015808)","('Management_Of_Legal_And_Regulatory_Framework', 0.06953513622283936)","('NON-ESG', 0.3593420088291168)","('NON-ESG', 0.13257881999015808)","('NON-ESG', 0.06953513622283936)"
Line 12,"That’s why we’re rolling  out a new set of ambitions and commitments that will drive  improvements across our global organization through 2030.
","('Business_Model_Resilience', 0.37534090876579285)","('Management_Of_Legal_And_Regulatory_Framework', 0.16518931090831757)","('Human_Rights_And_Community_Relations', 0.10320183634757996)","('NON-ESG', 0.37534090876579285)","('NON-ESG', 0.16518931090831757)","('NON-ESG', 0.10320183634757996)"
Line 13,"First, we want to highlight what we’ve accomplished in our  2020 focus areas, because this is the foundation that we will  build upon over the next decade.
","('Business_Model_Resilience', 0.51085364818573)","('Employee_Engagement_Inclusion_And_Diversity', 0.06549324095249176)","('Ecological_Impacts', 0.05578344315290451)","(['Codes of Business Conduct'], 0.51085364818573)","('NON-ESG', 0.06549324095249176)","('NON-ESG', 0.05578344315290451)"
Line 14,"These focus areas support  priority health needs that are aligned with the UN Sustainable  Development Goals (SDGs) and shared value creation— meaning how we address unmet societal needs through  business models and initiatives that also contribute to the  commercial success of BD.
","('Human_Rights_And_Community_Relations', 0.48421552777290344)","('Business_Model_Resilience', 0.1651865392923355)","('Access_And_Affordability', 0.06014544516801834)","('NON-ESG', 0.48421552777290344)","('NON-ESG', 0.1651865392923355)","('NON-ESG', 0.06014544516801834)"
Line 15,"This has been the framework for how we manage, and make  an impact on, the most relevant social and environmental  issues for our company: Innovation We are building a strong portfolio of innovations that address  unmet clinical needs, developing solutions for both acute and  nonacute settings.
","('Human_Rights_And_Community_Relations', 0.5721672773361206)","('Access_And_Affordability', 0.09237790107727051)","('Business_Model_Resilience', 0.06035814434289932)","(['Community Relations'], 0.5721672773361206)","('NON-ESG', 0.09237790107727051)","('NON-ESG', 0.06035814434289932)"
Line 16,"We are also bringing to market products  that meet patients where they are—whether it’s in the  physician’s office, an outpatient surgery center, the hospital, a  local retail pharmacy or in the patient’s own home.
","('Product_Design_And_Lifecycle_Management', 0.37728962302207947)","('Customer_Welfare', 0.33605384826660156)","('Selling_Practices_And_Product_Labeling', 0.06567291915416718)","('NON-ESG', 0.37728962302207947)","('NON-ESG', 0.33605384826660156)","('NON-ESG', 0.06567291915416718)"
Line 17,"In 2020,  we leveraged our world-class manufacturing, research and  development, global scale, and deep capabilities in software  and informatics to respond with agility and urgency to the  COVID-19 pandemic.
","('Systemic_Risk_Management', 0.41030409932136536)","('Business_Model_Resilience', 0.25014322996139526)","('Physical_Impacts_Of_Climate_Change', 0.06468815356492996)","('NON-ESG', 0.41030409932136536)","('NON-ESG', 0.25014322996139526)","('NON-ESG', 0.06468815356492996)"
Line 18,"We launched a SARS-CoV-2 test on our  BD® Veritor Plus System, a rapid point-of-care  antigen test  system with a simple, digital display that returns results in   15 minutes.
","('Competitive_Behavior', 0.23308256268501282)","('Customer_Welfare', 0.16785161197185516)","('Product_Quality_And_Safety', 0.10785451531410217)","('NON-ESG', 0.23308256268501282)","('NON-ESG', 0.16785161197185516)","('NON-ESG', 0.10785451531410217)"
Line 19,"Moreover, we also produced the BD® SARS-CoV-2  Assay for the BD MAX™ Molecular Diagnostic System,   a real-time PCR test intended for the qualitative detection of  nucleic acid from SARS-CoV-2 in nasal, nasopharyngeal and  oropharyngeal swab samples.
","('Customer_Welfare', 0.23776398599147797)","('GHG_Emissions', 0.08546410501003265)","('Employee_Engagement_Inclusion_And_Diversity', 0.07634035497903824)","('NON-ESG', 0.23776398599147797)","('NON-ESG', 0.08546410501003265)","('NON-ESG', 0.07634035497903824)"
Line 20,"Other healthcare challenges did not disappear with the onset  of the pandemic, however; the many innovations we  developed and launched in 2020 serve the entire healthcare  continuum, from discovery to diagnosis, to the process of care,  to the treatment of disease.
","('Employee_Health_And_Safety', 0.18733671307563782)","('Critical_Incident_Risk_Management', 0.1394600123167038)","('Access_And_Affordability', 0.1154334619641304)","('NON-ESG', 0.18733671307563782)","('NON-ESG', 0.1394600123167038)","('NON-ESG', 0.1154334619641304)"
Line 21,"Access Beyond the innovations we developed to expand COVID-19  diagnostic and vaccine delivery options globally, we continued  to partner and collaborate with governments and nonprofit  organizations around the world to address priority health needs.
","('Access_And_Affordability', 0.5068806409835815)","('Customer_Welfare', 0.08277974277734756)","('Product_Quality_And_Safety', 0.07768470048904419)","(['Health Outcome Contribution'], 0.5068806409835815)","('NON-ESG', 0.08277974277734756)","('NON-ESG', 0.07768470048904419)"
