,Sentence,ESG BERT Topic 1,ESG BERT Topic 2,ESG BERT Topic 3,Mapped Criteria Topic 1,Mapped Criteria Topic 2,Mapped Criteria Topic 3
Line 1,"FY2018 Sustainability Report 2With each new day, we have an opportunity to make a difference for  our customers and their patients, and for the communities in which we  operate and serve.
","('Human_Rights_And_Community_Relations', 0.3696368932723999)","('Business_Model_Resilience', 0.1658393293619156)","('Employee_Engagement_Inclusion_And_Diversity', 0.07756172865629196)","('NON-ESG', 0.3696368932723999)","('NON-ESG', 0.1658393293619156)","('NON-ESG', 0.07756172865629196)"
Line 2,"Every day also provides the opportunity to make  a difference by reducing our environmental impact to supporting the  potential of all our associates working around the world.
","('Human_Rights_And_Community_Relations', 0.3354189395904541)","('Ecological_Impacts', 0.0912238210439682)","('Product_Design_And_Lifecycle_Management', 0.07921936362981796)","('NON-ESG', 0.3354189395904541)","('NON-ESG', 0.0912238210439682)","('NON-ESG', 0.07921936362981796)"
Line 3,"At the end of 2017 we welcomed C.
","('Management_Of_Legal_And_Regulatory_Framework', 0.408937007188797)","('Access_And_Affordability', 0.075004942715168)","('Ecological_Impacts', 0.05969620868563652)","('NON-ESG', 0.408937007188797)","('NON-ESG', 0.075004942715168)","('NON-ESG', 0.05969620868563652)"
Line 4,"R.
","('Management_Of_Legal_And_Regulatory_Framework', 0.16864672303199768)","('Human_Rights_And_Community_Relations', 0.08567094802856445)","('Ecological_Impacts', 0.06714435666799545)","('NON-ESG', 0.16864672303199768)","('NON-ESG', 0.08567094802856445)","('NON-ESG', 0.06714435666799545)"
Line 5,"Bard to the BD family, bringing  new talent and capabilities to enable BD to elevate beyond a trusted  innovator and supplier into a true partner of choice for the healthcare  industry.
","('Supply_Chain_Management', 0.6972795128822327)","('Business_Model_Resilience', 0.07814790308475494)","('Product_Design_And_Lifecycle_Management', 0.04321681335568428)","(['Supply Chain Management'], 0.6972795128822327)","('NON-ESG', 0.07814790308475494)","('NON-ESG', 0.04321681335568428)"
Line 6,"BD and Bard are uniquely positioned with unmatched breadth,  depth and capabilities to be an indispensable partner to hospitals and  health systems to improve both the treatment of disease for patients  and the process of care for healthcare providers.
","('Access_And_Affordability', 0.6888412237167358)","('Employee_Health_And_Safety', 0.03991527110338211)","('Customer_Welfare', 0.03262874111533165)","(['Health Outcome Contribution'], 0.6888412237167358)","('NON-ESG', 0.03991527110338211)","('NON-ESG', 0.03262874111533165)"
Line 7,"New capabilities, new  call points, new opportunities.
","('Business_Model_Resilience', 0.34762629866600037)","('Data_Security', 0.13176894187927246)","('Systemic_Risk_Management', 0.058638203889131546)","('NON-ESG', 0.34762629866600037)","('NON-ESG', 0.13176894187927246)","('NON-ESG', 0.058638203889131546)"
Line 8,"I am pleased to share the progress we are making toward our 2020  Sustainability Goals.
","('Business_Model_Resilience', 0.497456431388855)","('Product_Design_And_Lifecycle_Management', 0.06985139101743698)","('Human_Rights_And_Community_Relations', 0.05489085987210274)","('NON-ESG', 0.497456431388855)","('NON-ESG', 0.06985139101743698)","('NON-ESG', 0.05489085987210274)"
Line 9,"These goals provide the framework for how  we manage—and make an impact on—the most relevant social  and environmental issues for our company.
","('Human_Rights_And_Community_Relations', 0.9373347759246826)","('Business_Model_Resilience', 0.00590858468785882)","('Physical_Impacts_Of_Climate_Change', 0.004720140248537064)","(['Community Relations'], 0.9373347759246826)","('NON-ESG', 0.00590858468785882)","('NON-ESG', 0.004720140248537064)"
Line 10,"We remain focused  on supporting priority health needs that are aligned with the U.N.  Sustainable Development Goals (SDG), and contribute to the SDGs  through our collaboration with the public and nonprofit sectors across  the four key areas that comprise our 2020 Goals—innovation, access,  efficiency and empowerment.
","('Access_And_Affordability', 0.8452914953231812)","('Human_Rights_And_Community_Relations', 0.02415340021252632)","('Product_Quality_And_Safety', 0.016174163669347763)","(['Health Outcome Contribution'], 0.8452914953231812)","('NON-ESG', 0.02415340021252632)","('NON-ESG', 0.016174163669347763)"
Line 11,"Innovation Our new product innovation is continuing to fuel growth.
","('Product_Design_And_Lifecycle_Management', 0.944129228591919)","('Business_Model_Resilience', 0.0058464896865189075)","('Supply_Chain_Management', 0.0052249496802687645)","(['Product Stewardship'], 0.944129228591919)","('NON-ESG', 0.0058464896865189075)","('NON-ESG', 0.0052249496802687645)"
Line 12,"From the new  BD Alaris™ infusion system and BD HealthSight™ integrated platform  in our Medical segment, to new molecular diagnostic capabilities for  the BD MAX™ platform and continued expansion of our BD Horizon  Brilliant™ dyes portfolio in Life Sciences, and improving blood flow  through LUTONIX™ AV catheters and Covera™ stent grafts in the  Interventional segment, we saw 25 major product launches in FY2018.
","('Product_Design_And_Lifecycle_Management', 0.37352654337882996)","('Customer_Welfare', 0.3257634937763214)","('Selling_Practices_And_Product_Labeling', 0.04884772375226021)","('NON-ESG', 0.37352654337882996)","('NON-ESG', 0.3257634937763214)","('NON-ESG', 0.04884772375226021)"
Line 13,"While we have even more major launches planned for FY2019, we will  continue our work to tackle some of the largest challenges in healthcare.
","('Systemic_Risk_Management', 0.36094382405281067)","('Physical_Impacts_Of_Climate_Change', 0.16205887496471405)","('Business_Model_Resilience', 0.11221584677696228)","('NON-ESG', 0.36094382405281067)","('NON-ESG', 0.16205887496471405)","('NON-ESG', 0.11221584677696228)"
Line 14,"This includes cybersecurity, through the BD® Product Security Partnership  program, which emphasizes collaboration across the industry to  enhance cybersecurity of medical technology and devices.
","('Data_Security', 0.9528149962425232)","('Systemic_Risk_Management', 0.006888270378112793)","('Physical_Impacts_Of_Climate_Change', 0.0032029126305133104)","(['Information Security/Cybersecurity & System Availability'], 0.9528149962425232)","('NON-ESG', 0.006888270378112793)","('NON-ESG', 0.0032029126305133104)"
Line 15,"Access We continue to partner and collaborate with public and nonprofit  organizations around the world to address priority health needs.
","('Access_And_Affordability', 0.8242010474205017)","('Employee_Health_And_Safety', 0.03817279636859894)","('Critical_Incident_Risk_Management', 0.017862852662801743)","(['Health Outcome Contribution'], 0.8242010474205017)","('NON-ESG', 0.03817279636859894)","('NON-ESG', 0.017862852662801743)"
Line 16,"We’re  partnering with Project HOPE in China and with PEPFAR, CDC and  the ministry of health in Kenya to tackle infection prevention; and  expanding our existing partnership with United States Agency for  International Development (USAID) to address drug-resistant TB in  Indonesia and India.
","('Employee_Health_And_Safety', 0.37018340826034546)","('Critical_Incident_Risk_Management', 0.058328595012426376)","('Systemic_Risk_Management', 0.055733051151037216)","('NON-ESG', 0.37018340826034546)","('NON-ESG', 0.058328595012426376)","('NON-ESG', 0.055733051151037216)"
Line 17,"The team also celebrated a decade of partnerships with PEPFAR and  U.S. CDC through the Labs for Life collaboration that helps address HIV/ AIDS and the Global Health Security Agenda by improving diagnostic  laboratory capabilities in developing countries.
","('Access_And_Affordability', 0.5490250587463379)","('Employee_Health_And_Safety', 0.058826565742492676)","('Critical_Incident_Risk_Management', 0.052878838032484055)","(['Health Outcome Contribution'], 0.5490250587463379)","('NON-ESG', 0.058826565742492676)","('NON-ESG', 0.052878838032484055)"
Line 18,"We are also accelerating our efforts to combat antimicrobial resistance  (AMR) through prevention, diagnostics and surveillance, while leading a global awareness campaign to recognize the efforts of the many AMR  fighters across the world.
","('Customer_Welfare', 0.2139807939529419)","('Selling_Practices_And_Product_Labeling', 0.20064349472522736)","('GHG_Emissions', 0.10129833221435547)","('NON-ESG', 0.2139807939529419)","('NON-ESG', 0.20064349472522736)","('NON-ESG', 0.10129833221435547)"
Line 19,"Efficiency We continue to make progress against our efficiency targets, making  gains in the reduction of greenhouse gas (GHG) emissions, waste  generation and water consumption.
","('GHG_Emissions', 0.9608186483383179)","('Energy_Management', 0.005781381856650114)","('Management_Of_Legal_And_Regulatory_Framework', 0.004058422055095434)","(['Climate Change'], 0.9608186483383179)","('NON-ESG', 0.005781381856650114)","('NON-ESG', 0.004058422055095434)"
Line 20,"We also look to the future, building  resilience in our global operations by continuing our commitment  to renewable energy, including installation of on-site solar power  generation at our facilities in Canaan, Connecticut and Eysins,  Switzerland.
","('Energy_Management', 0.8735172748565674)","('Product_Design_And_Lifecycle_Management', 0.019019274041056633)","('Business_Model_Resilience', 0.016964741051197052)","(['Operational Eco-Efficiency'], 0.8735172748565674)","('NON-ESG', 0.019019274041056633)","('NON-ESG', 0.016964741051197052)"
Line 21,"Our commitment to transparency on our environmental performance  was also demonstrated through our continued participation in the  Chemical Footprint Project and the CDP (formerly known as the Carbon  Disclosure Project).
","('Management_Of_Legal_And_Regulatory_Framework', 0.3548910319805145)","('Business_Ethics', 0.17586734890937805)","('Systemic_Risk_Management', 0.10677743703126907)","('NON-ESG', 0.3548910319805145)","('NON-ESG', 0.17586734890937805)","('NON-ESG', 0.10677743703126907)"
Line 22,"Empowerment As we welcomed new associates from Bard, we have further  strengthened our commitment to Inclusion & Diversity.
","('Employee_Engagement_Inclusion_And_Diversity', 0.9731371998786926)","('Human_Rights_And_Community_Relations', 0.0023754879366606474)","('Employee_Health_And_Safety', 0.0022607899736613035)","(['Human Capital Development'], 0.9731371998786926)","('NON-ESG', 0.0023754879366606474)","('NON-ESG', 0.0022607899736613035)"
