,Sentence,ESG BERT Topic 1,ESG BERT Topic 2,ESG BERT Topic 3,Mapped Criteria Topic 1,Mapped Criteria Topic 2,Mapped Criteria Topic 3
Line 1,"2018 CORPORATE  RESPONSIBILITY REPORT MAKING A  MEANINGFUL   DIFFERENCEProduct  Innovation2020   Priorities   and GoalsWorkplace   CultureEthics and   ComplianceResponsible  Procurement and  LogisticsInnovation That  Expands   Access to CareEmployee   Health   and SafetyOperationsServing Our  CommunitiesIntroduction TABLE OF CONTENTS INTRODUCTION   F rom the Chairman and CEO   Compan y Profile   Corpor ate Responsibility at Baxter  BAXTER 2020 CORPORATE  8    RESPONSIBILITY PRIORITIES AND GOALS   PRODUCT INNOVATION   P atient Safety and Quality   Sustainable Design   Materials Use   Pr oduct End-of-Life  WORKPLACE CULTURE   Emplo yee Engagement   Compensation and Benefits   Global Inclusion and Div ersity   W orkplace Flexibility  ETHICS AND COMPLIANCE   Compan ywide Accountability   E thics and Compliance Training  19     Thir d Party Program   Compliance Assessments   Compliance Monitoring   R elationships with Healthcare  20   Pr ofessionals and Government Officials  E thics and Compliance Helpline   Priv acy and Data Protection  EMPLOYEE HEALTH AND SAFETY   Performance   Injuries and Major  Incidents   Enhancing Saf ety Culture   Health and Wellness Program  22   Management and Initiativ esOPERATIONS   Energy   W ater and Wastewater   Waste   GHG Emissions Across the Value Chain   GHG Emissions fr om Operations   Air  Emissions  RESPONSIBLE PROCUREMENT  28  AND LOGISTICS  R esponsible Procurement   Gr een Logistics  INNOVATION THAT EXPANDS  32  ACCESS TO CARE  Collabor ating to Improve Healthcare   Pr oduct Donations   The Baxter  International Foundation   Public P olicy  SERVING OUR COMMUNITIES   F ostering Tomorrow’s Innovation   Community  and Employee Engagement   Summary  of 2018 Giving  APPENDIX   About This Report  39   and Recognition    Baxter  Data Summary   Baxter  Value Chain Energy Usage  42   and GHG Emissions  Baxter  Facilities with ISO 14001,  43   OHSAS 18001, ISO 50001    and Gr een Building Certifications  Independent Assur ance Statement   Global R eporting Initiative Index   Endnotes  48ASSURANCE AND VERIFICATION Bureau Veritas North America, Inc.
","('Product_Quality_And_Safety', 0.40964624285697937)","('Employee_Health_And_Safety', 0.2743445336818695)","('Access_And_Affordability', 0.05208350345492363)","('NON-ESG', 0.40964624285697937)","('NON-ESG', 0.2743445336818695)","('NON-ESG', 0.05208350345492363)"
Line 2,"2018 CORPORATE  RESPONSIBILITY REPORT MAKING A  MEANINGFUL   DIFFERENCEProduct  Innovation2020   Priorities   and GoalsWorkplace   CultureEthics and   ComplianceResponsible  Procurement and  LogisticsInnovation That  Expands   Access to CareEmployee   Health   and SafetyOperationsServing Our  CommunitiesIntroduction TABLE OF CONTENTS INTRODUCTION   F rom the Chairman and CEO   Compan y Profile   Corpor ate Responsibility at Baxter  BAXTER 2020 CORPORATE  8    RESPONSIBILITY PRIORITIES AND GOALS   PRODUCT INNOVATION   P atient Safety and Quality   Sustainable Design   Materials Use   Pr oduct End-of-Life  WORKPLACE CULTURE   Emplo yee Engagement   Compensation and Benefits   Global Inclusion and Div ersity   W orkplace Flexibility  ETHICS AND COMPLIANCE   Compan ywide Accountability   E thics and Compliance Training  19     Thir d Party Program   Compliance Assessments   Compliance Monitoring   R elationships with Healthcare  20   Pr ofessionals and Government Officials  E thics and Compliance Helpline   Priv acy and Data Protection  EMPLOYEE HEALTH AND SAFETY   Performance   Injuries and Major  Incidents   Enhancing Saf ety Culture   Health and Wellness Program  22   Management and Initiativ esOPERATIONS   Energy   W ater and Wastewater   Waste   GHG Emissions Across the Value Chain   GHG Emissions fr om Operations   Air  Emissions  RESPONSIBLE PROCUREMENT  28  AND LOGISTICS  R esponsible Procurement   Gr een Logistics  INNOVATION THAT EXPANDS  32  ACCESS TO CARE  Collabor ating to Improve Healthcare   Pr oduct Donations   The Baxter  International Foundation   Public P olicy  SERVING OUR COMMUNITIES   F ostering Tomorrow’s Innovation   Community  and Employee Engagement   Summary  of 2018 Giving  APPENDIX   About This Report  39   and Recognition    Baxter  Data Summary   Baxter  Value Chain Energy Usage  42   and GHG Emissions  Baxter  Facilities with ISO 14001,  43   OHSAS 18001, ISO 50001    and Gr een Building Certifications  Independent Assur ance Statement   Global R eporting Initiative Index   Endnotes  48ASSURANCE AND VERIFICATION Bureau Veritas North America, Inc.
","('Business_Ethics', 0.9550188779830933)","('Product_Quality_And_Safety', 0.00678493594750762)","('Management_Of_Legal_And_Regulatory_Framework', 0.005645005032420158)","(['Business Ethics'], 0.9550188779830933)","('NON-ESG', 0.00678493594750762)","('NON-ESG', 0.005645005032420158)"
Line 3,"2018 CORPORATE  RESPONSIBILITY REPORT MAKING A  MEANINGFUL   DIFFERENCEProduct  Innovation2020   Priorities   and GoalsWorkplace   CultureEthics and   ComplianceResponsible  Procurement and  LogisticsInnovation That  Expands   Access to CareEmployee   Health   and SafetyOperationsServing Our  CommunitiesIntroduction TABLE OF CONTENTS INTRODUCTION   F rom the Chairman and CEO   Compan y Profile   Corpor ate Responsibility at Baxter  BAXTER 2020 CORPORATE  8    RESPONSIBILITY PRIORITIES AND GOALS   PRODUCT INNOVATION   P atient Safety and Quality   Sustainable Design   Materials Use   Pr oduct End-of-Life  WORKPLACE CULTURE   Emplo yee Engagement   Compensation and Benefits   Global Inclusion and Div ersity   W orkplace Flexibility  ETHICS AND COMPLIANCE   Compan ywide Accountability   E thics and Compliance Training  19     Thir d Party Program   Compliance Assessments   Compliance Monitoring   R elationships with Healthcare  20   Pr ofessionals and Government Officials  E thics and Compliance Helpline   Priv acy and Data Protection  EMPLOYEE HEALTH AND SAFETY   Performance   Injuries and Major  Incidents   Enhancing Saf ety Culture   Health and Wellness Program  22   Management and Initiativ esOPERATIONS   Energy   W ater and Wastewater   Waste   GHG Emissions Across the Value Chain   GHG Emissions fr om Operations   Air  Emissions  RESPONSIBLE PROCUREMENT  28  AND LOGISTICS  R esponsible Procurement   Gr een Logistics  INNOVATION THAT EXPANDS  32  ACCESS TO CARE  Collabor ating to Improve Healthcare   Pr oduct Donations   The Baxter  International Foundation   Public P olicy  SERVING OUR COMMUNITIES   F ostering Tomorrow’s Innovation   Community  and Employee Engagement   Summary  of 2018 Giving  APPENDIX   About This Report  39   and Recognition    Baxter  Data Summary   Baxter  Value Chain Energy Usage  42   and GHG Emissions  Baxter  Facilities with ISO 14001,  43   OHSAS 18001, ISO 50001    and Gr een Building Certifications  Independent Assur ance Statement   Global R eporting Initiative Index   Endnotes  48ASSURANCE AND VERIFICATION Bureau Veritas North America, Inc.
","('Air_Quality', 0.8400483131408691)","('GHG_Emissions', 0.09967061877250671)","('Physical_Impacts_Of_Climate_Change', 0.005701293237507343)","(['Operational Eco-Efficiency'], 0.8400483131408691)","('NON-ESG', 0.09967061877250671)","('NON-ESG', 0.005701293237507343)"
Line 4,"2018 CORPORATE  RESPONSIBILITY REPORT MAKING A  MEANINGFUL   DIFFERENCEProduct  Innovation2020   Priorities   and GoalsWorkplace   CultureEthics and   ComplianceResponsible  Procurement and  LogisticsInnovation That  Expands   Access to CareEmployee   Health   and SafetyOperationsServing Our  CommunitiesIntroduction TABLE OF CONTENTS INTRODUCTION   F rom the Chairman and CEO   Compan y Profile   Corpor ate Responsibility at Baxter  BAXTER 2020 CORPORATE  8    RESPONSIBILITY PRIORITIES AND GOALS   PRODUCT INNOVATION   P atient Safety and Quality   Sustainable Design   Materials Use   Pr oduct End-of-Life  WORKPLACE CULTURE   Emplo yee Engagement   Compensation and Benefits   Global Inclusion and Div ersity   W orkplace Flexibility  ETHICS AND COMPLIANCE   Compan ywide Accountability   E thics and Compliance Training  19     Thir d Party Program   Compliance Assessments   Compliance Monitoring   R elationships with Healthcare  20   Pr ofessionals and Government Officials  E thics and Compliance Helpline   Priv acy and Data Protection  EMPLOYEE HEALTH AND SAFETY   Performance   Injuries and Major  Incidents   Enhancing Saf ety Culture   Health and Wellness Program  22   Management and Initiativ esOPERATIONS   Energy   W ater and Wastewater   Waste   GHG Emissions Across the Value Chain   GHG Emissions fr om Operations   Air  Emissions  RESPONSIBLE PROCUREMENT  28  AND LOGISTICS  R esponsible Procurement   Gr een Logistics  INNOVATION THAT EXPANDS  32  ACCESS TO CARE  Collabor ating to Improve Healthcare   Pr oduct Donations   The Baxter  International Foundation   Public P olicy  SERVING OUR COMMUNITIES   F ostering Tomorrow’s Innovation   Community  and Employee Engagement   Summary  of 2018 Giving  APPENDIX   About This Report  39   and Recognition    Baxter  Data Summary   Baxter  Value Chain Energy Usage  42   and GHG Emissions  Baxter  Facilities with ISO 14001,  43   OHSAS 18001, ISO 50001    and Gr een Building Certifications  Independent Assur ance Statement   Global R eporting Initiative Index   Endnotes  48ASSURANCE AND VERIFICATION Bureau Veritas North America, Inc.
","('GHG_Emissions', 0.9624513983726501)","('Air_Quality', 0.004800918512046337)","('Energy_Management', 0.003919566981494427)","(['Climate Change'], 0.9624513983726501)","('NON-ESG', 0.004800918512046337)","('NON-ESG', 0.003919566981494427)"
Line 5,"2018 CORPORATE  RESPONSIBILITY REPORT MAKING A  MEANINGFUL   DIFFERENCEProduct  Innovation2020   Priorities   and GoalsWorkplace   CultureEthics and   ComplianceResponsible  Procurement and  LogisticsInnovation That  Expands   Access to CareEmployee   Health   and SafetyOperationsServing Our  CommunitiesIntroduction TABLE OF CONTENTS INTRODUCTION   F rom the Chairman and CEO   Compan y Profile   Corpor ate Responsibility at Baxter  BAXTER 2020 CORPORATE  8    RESPONSIBILITY PRIORITIES AND GOALS   PRODUCT INNOVATION   P atient Safety and Quality   Sustainable Design   Materials Use   Pr oduct End-of-Life  WORKPLACE CULTURE   Emplo yee Engagement   Compensation and Benefits   Global Inclusion and Div ersity   W orkplace Flexibility  ETHICS AND COMPLIANCE   Compan ywide Accountability   E thics and Compliance Training  19     Thir d Party Program   Compliance Assessments   Compliance Monitoring   R elationships with Healthcare  20   Pr ofessionals and Government Officials  E thics and Compliance Helpline   Priv acy and Data Protection  EMPLOYEE HEALTH AND SAFETY   Performance   Injuries and Major  Incidents   Enhancing Saf ety Culture   Health and Wellness Program  22   Management and Initiativ esOPERATIONS   Energy   W ater and Wastewater   Waste   GHG Emissions Across the Value Chain   GHG Emissions fr om Operations   Air  Emissions  RESPONSIBLE PROCUREMENT  28  AND LOGISTICS  R esponsible Procurement   Gr een Logistics  INNOVATION THAT EXPANDS  32  ACCESS TO CARE  Collabor ating to Improve Healthcare   Pr oduct Donations   The Baxter  International Foundation   Public P olicy  SERVING OUR COMMUNITIES   F ostering Tomorrow’s Innovation   Community  and Employee Engagement   Summary  of 2018 Giving  APPENDIX   About This Report  39   and Recognition    Baxter  Data Summary   Baxter  Value Chain Energy Usage  42   and GHG Emissions  Baxter  Facilities with ISO 14001,  43   OHSAS 18001, ISO 50001    and Gr een Building Certifications  Independent Assur ance Statement   Global R eporting Initiative Index   Endnotes  48ASSURANCE AND VERIFICATION Bureau Veritas North America, Inc.
","('Competitive_Behavior', 0.2706281840801239)","('Management_Of_Legal_And_Regulatory_Framework', 0.22960108518600464)","('Systemic_Risk_Management', 0.11237736791372299)","('NON-ESG', 0.2706281840801239)","('NON-ESG', 0.22960108518600464)","('NON-ESG', 0.11237736791372299)"
Line 6,"verified Baxter’s Scope 1, 2 and 3 greenhouse gas emissions.
","('GHG_Emissions', 0.9652836918830872)","('Air_Quality', 0.004112144000828266)","('Ecological_Impacts', 0.003971445374190807)","(['Climate Change'], 0.9652836918830872)","('NON-ESG', 0.004112144000828266)","('NON-ESG', 0.003971445374190807)"
Line 7,"See  verification statement.
","('Management_Of_Legal_And_Regulatory_Framework', 0.31611311435699463)","('Human_Rights_And_Community_Relations', 0.12202560156583786)","('Competitive_Behavior', 0.07404723763465881)","('NON-ESG', 0.31611311435699463)","('NON-ESG', 0.12202560156583786)","('NON-ESG', 0.07404723763465881)"
Line 8,"Bureau Veritas assured the following sections   of the report: • Product Innovation (except Patient Safety   and Quality) • Employee Health and Safety   • Operations • Responsible Procurement and Logistics • Baxter World Environment Week content in   the Serving Our Communities section • Related material in Appendix: Baxter Data    Summary ; Baxter Value Chain Energy Usage and   GHG Emissions; and Baxter Facilities with    ISO 14001, OHSAS 18001, ISO 50001 and Green    Building Certifications See assurance statements in English and Spanish.
","('Product_Quality_And_Safety', 0.6172797679901123)","('Product_Design_And_Lifecycle_Management', 0.12859627604484558)","('GHG_Emissions', 0.03340889513492584)","(['Product Quality & Recall Management'], 0.6172797679901123)","('NON-ESG', 0.12859627604484558)","('NON-ESG', 0.03340889513492584)"
Line 9,"Bureau Veritas assured the following sections   of the report: • Product Innovation (except Patient Safety   and Quality) • Employee Health and Safety   • Operations • Responsible Procurement and Logistics • Baxter World Environment Week content in   the Serving Our Communities section • Related material in Appendix: Baxter Data    Summary ; Baxter Value Chain Energy Usage and   GHG Emissions; and Baxter Facilities with    ISO 14001, OHSAS 18001, ISO 50001 and Green    Building Certifications See assurance statements in English and Spanish.
","('Customer_Privacy', 0.2842603623867035)","('Employee_Engagement_Inclusion_And_Diversity', 0.08232113718986511)","('Business_Ethics', 0.07038029283285141)","('NON-ESG', 0.2842603623867035)","('NON-ESG', 0.08232113718986511)","('NON-ESG', 0.07038029283285141)"
Line 10,"Most of the financial data included in the Baxter   Data Summary are taken from the audited  consolidated financial statements contained in  the Baxter International Inc.
","('Management_Of_Legal_And_Regulatory_Framework', 0.42108649015426636)","('Systemic_Risk_Management', 0.2085205763578415)","('Business_Ethics', 0.0510159395635128)","('NON-ESG', 0.42108649015426636)","('NON-ESG', 0.2085205763578415)","('NON-ESG', 0.0510159395635128)"
