,Sentence,ESG BERT Topic 1,ESG BERT Topic 2,ESG BERT Topic 3,Mapped Criteria Topic 1,Mapped Criteria Topic 2,Mapped Criteria Topic 3
Line 1,"Making a Meaningful  Difference2021 CORPORATE  RESPONSIBILITY  REPORT 2030 Corporate  Responsibility GoalsCorporate Responsibility CommitmentEmpower   Our PatientsProtect   Our PlanetCross-Cutting  CommitmentsAppendixChampion Our People  and Communities Baxter 2021 Corporate Responsibility Report   2Introduction Contents 3  INTRODUCTION 3 From the Chairman, President and CEO 4 Company Profile 6 COVID-19: Saving and Sustaining Lives    During a Global Pandemic 7 Advancing Racial Justice 8  CORPORATE RESPONSIBILITY     COMMITMENT 8 Performance Goals 9 ESG: Driving Business Value 10 Corporate Responsibility Governance    and Management 11 Stakeholder Engagement 11 Materiality 12 United Nations Sustainable    Development Goals 13  2030 CORPORATE      RESPONSIBILITY GOALS   14 EMPOWER OUR PATIENTS 15 Reach More Underserved Kidney Patients 17 Continually Improve Manufacturing    Capabilities 19 PROTECT OUR PLANET 20 Achieve Carbon Neutrality for Direct    Operations by 25 Implement Strategic Water    Management Plans 28 Advance Sustainable Procurement 30 Implement Strategic Materials and    Waste Management Plans 33 Environmental, Health, Safety and     Sustainability Governance and    Additional Disclosures35 CHAMPION OUR PEOPLE    AND COMMUNITIES   36 Invest in Underserved Communities    Globally 39 Achieve Top Quartile Workplace    Safety Performance 41 Increase Representation of Women and    Ethnic Minorities in Leadership Roles 42 CROSS-CUTTING COMMITMENTS 43 Ethics and Compliance 45 Human Rights 46 Diversity, Equity and Inclusion 51 Privacy and Data Protection 52 APPENDIX 52 About This Report 53 Materiality Assessment Findings 54 Baxter Data Summary 56 Baxter Value Chain Energy Usage and    GHG Emissions 57 Baxter Facilities with ISO 14001,    ISO 45001, ISO 50001 and Green Building    Certifications 58 Independent Assurance Statement 59 Sustainability Accounting Standards    Board Index 61 Global Reporting Initiative Content Index   63 EndnotesASSURANCE AND VERIFICATION  Apex Companies, LLC (Apex) verified  Baxter’s Scope 1, 2 and 3 greenhouse  gas emissions.
","('Human_Rights_And_Community_Relations', 0.8202374577522278)","('Business_Model_Resilience', 0.024644464254379272)","('Employee_Engagement_Inclusion_And_Diversity', 0.014135384932160378)","(['Community Relations'], 0.8202374577522278)","('NON-ESG', 0.024644464254379272)","('NON-ESG', 0.014135384932160378)"
Line 2,"Making a Meaningful  Difference2021 CORPORATE  RESPONSIBILITY  REPORT 2030 Corporate  Responsibility GoalsCorporate Responsibility CommitmentEmpower   Our PatientsProtect   Our PlanetCross-Cutting  CommitmentsAppendixChampion Our People  and Communities Baxter 2021 Corporate Responsibility Report   2Introduction Contents 3  INTRODUCTION 3 From the Chairman, President and CEO 4 Company Profile 6 COVID-19: Saving and Sustaining Lives    During a Global Pandemic 7 Advancing Racial Justice 8  CORPORATE RESPONSIBILITY     COMMITMENT 8 Performance Goals 9 ESG: Driving Business Value 10 Corporate Responsibility Governance    and Management 11 Stakeholder Engagement 11 Materiality 12 United Nations Sustainable    Development Goals 13  2030 CORPORATE      RESPONSIBILITY GOALS   14 EMPOWER OUR PATIENTS 15 Reach More Underserved Kidney Patients 17 Continually Improve Manufacturing    Capabilities 19 PROTECT OUR PLANET 20 Achieve Carbon Neutrality for Direct    Operations by 25 Implement Strategic Water    Management Plans 28 Advance Sustainable Procurement 30 Implement Strategic Materials and    Waste Management Plans 33 Environmental, Health, Safety and     Sustainability Governance and    Additional Disclosures35 CHAMPION OUR PEOPLE    AND COMMUNITIES   36 Invest in Underserved Communities    Globally 39 Achieve Top Quartile Workplace    Safety Performance 41 Increase Representation of Women and    Ethnic Minorities in Leadership Roles 42 CROSS-CUTTING COMMITMENTS 43 Ethics and Compliance 45 Human Rights 46 Diversity, Equity and Inclusion 51 Privacy and Data Protection 52 APPENDIX 52 About This Report 53 Materiality Assessment Findings 54 Baxter Data Summary 56 Baxter Value Chain Energy Usage and    GHG Emissions 57 Baxter Facilities with ISO 14001,    ISO 45001, ISO 50001 and Green Building    Certifications 58 Independent Assurance Statement 59 Sustainability Accounting Standards    Board Index 61 Global Reporting Initiative Content Index   63 EndnotesASSURANCE AND VERIFICATION  Apex Companies, LLC (Apex) verified  Baxter’s Scope 1, 2 and 3 greenhouse  gas emissions.
","('Access_And_Affordability', 0.9008173942565918)","('Human_Rights_And_Community_Relations', 0.009740125387907028)","('Ecological_Impacts', 0.009062709286808968)","(['Health Outcome Contribution'], 0.9008173942565918)","('NON-ESG', 0.009740125387907028)","('NON-ESG', 0.009062709286808968)"
Line 3,"Making a Meaningful  Difference2021 CORPORATE  RESPONSIBILITY  REPORT 2030 Corporate  Responsibility GoalsCorporate Responsibility CommitmentEmpower   Our PatientsProtect   Our PlanetCross-Cutting  CommitmentsAppendixChampion Our People  and Communities Baxter 2021 Corporate Responsibility Report   2Introduction Contents 3  INTRODUCTION 3 From the Chairman, President and CEO 4 Company Profile 6 COVID-19: Saving and Sustaining Lives    During a Global Pandemic 7 Advancing Racial Justice 8  CORPORATE RESPONSIBILITY     COMMITMENT 8 Performance Goals 9 ESG: Driving Business Value 10 Corporate Responsibility Governance    and Management 11 Stakeholder Engagement 11 Materiality 12 United Nations Sustainable    Development Goals 13  2030 CORPORATE      RESPONSIBILITY GOALS   14 EMPOWER OUR PATIENTS 15 Reach More Underserved Kidney Patients 17 Continually Improve Manufacturing    Capabilities 19 PROTECT OUR PLANET 20 Achieve Carbon Neutrality for Direct    Operations by 25 Implement Strategic Water    Management Plans 28 Advance Sustainable Procurement 30 Implement Strategic Materials and    Waste Management Plans 33 Environmental, Health, Safety and     Sustainability Governance and    Additional Disclosures35 CHAMPION OUR PEOPLE    AND COMMUNITIES   36 Invest in Underserved Communities    Globally 39 Achieve Top Quartile Workplace    Safety Performance 41 Increase Representation of Women and    Ethnic Minorities in Leadership Roles 42 CROSS-CUTTING COMMITMENTS 43 Ethics and Compliance 45 Human Rights 46 Diversity, Equity and Inclusion 51 Privacy and Data Protection 52 APPENDIX 52 About This Report 53 Materiality Assessment Findings 54 Baxter Data Summary 56 Baxter Value Chain Energy Usage and    GHG Emissions 57 Baxter Facilities with ISO 14001,    ISO 45001, ISO 50001 and Green Building    Certifications 58 Independent Assurance Statement 59 Sustainability Accounting Standards    Board Index 61 Global Reporting Initiative Content Index   63 EndnotesASSURANCE AND VERIFICATION  Apex Companies, LLC (Apex) verified  Baxter’s Scope 1, 2 and 3 greenhouse  gas emissions.
","('Employee_Engagement_Inclusion_And_Diversity', 0.9594386219978333)","('Human_Rights_And_Community_Relations', 0.0066735404543578625)","('Access_And_Affordability', 0.004301840905100107)","(['Human Capital Development'], 0.9594386219978333)","('NON-ESG', 0.0066735404543578625)","('NON-ESG', 0.004301840905100107)"
Line 4,"Making a Meaningful  Difference2021 CORPORATE  RESPONSIBILITY  REPORT 2030 Corporate  Responsibility GoalsCorporate Responsibility CommitmentEmpower   Our PatientsProtect   Our PlanetCross-Cutting  CommitmentsAppendixChampion Our People  and Communities Baxter 2021 Corporate Responsibility Report   2Introduction Contents 3  INTRODUCTION 3 From the Chairman, President and CEO 4 Company Profile 6 COVID-19: Saving and Sustaining Lives    During a Global Pandemic 7 Advancing Racial Justice 8  CORPORATE RESPONSIBILITY     COMMITMENT 8 Performance Goals 9 ESG: Driving Business Value 10 Corporate Responsibility Governance    and Management 11 Stakeholder Engagement 11 Materiality 12 United Nations Sustainable    Development Goals 13  2030 CORPORATE      RESPONSIBILITY GOALS   14 EMPOWER OUR PATIENTS 15 Reach More Underserved Kidney Patients 17 Continually Improve Manufacturing    Capabilities 19 PROTECT OUR PLANET 20 Achieve Carbon Neutrality for Direct    Operations by 25 Implement Strategic Water    Management Plans 28 Advance Sustainable Procurement 30 Implement Strategic Materials and    Waste Management Plans 33 Environmental, Health, Safety and     Sustainability Governance and    Additional Disclosures35 CHAMPION OUR PEOPLE    AND COMMUNITIES   36 Invest in Underserved Communities    Globally 39 Achieve Top Quartile Workplace    Safety Performance 41 Increase Representation of Women and    Ethnic Minorities in Leadership Roles 42 CROSS-CUTTING COMMITMENTS 43 Ethics and Compliance 45 Human Rights 46 Diversity, Equity and Inclusion 51 Privacy and Data Protection 52 APPENDIX 52 About This Report 53 Materiality Assessment Findings 54 Baxter Data Summary 56 Baxter Value Chain Energy Usage and    GHG Emissions 57 Baxter Facilities with ISO 14001,    ISO 45001, ISO 50001 and Green Building    Certifications 58 Independent Assurance Statement 59 Sustainability Accounting Standards    Board Index 61 Global Reporting Initiative Content Index   63 EndnotesASSURANCE AND VERIFICATION  Apex Companies, LLC (Apex) verified  Baxter’s Scope 1, 2 and 3 greenhouse  gas emissions.
","('GHG_Emissions', 0.9625552296638489)","('Air_Quality', 0.00395258329808712)","('Ecological_Impacts', 0.0036156284622848034)","(['Climate Change'], 0.9625552296638489)","('NON-ESG', 0.00395258329808712)","('NON-ESG', 0.0036156284622848034)"
Line 5,"Making a Meaningful  Difference2021 CORPORATE  RESPONSIBILITY  REPORT 2030 Corporate  Responsibility GoalsCorporate Responsibility CommitmentEmpower   Our PatientsProtect   Our PlanetCross-Cutting  CommitmentsAppendixChampion Our People  and Communities Baxter 2021 Corporate Responsibility Report   2Introduction Contents 3  INTRODUCTION 3 From the Chairman, President and CEO 4 Company Profile 6 COVID-19: Saving and Sustaining Lives    During a Global Pandemic 7 Advancing Racial Justice 8  CORPORATE RESPONSIBILITY     COMMITMENT 8 Performance Goals 9 ESG: Driving Business Value 10 Corporate Responsibility Governance    and Management 11 Stakeholder Engagement 11 Materiality 12 United Nations Sustainable    Development Goals 13  2030 CORPORATE      RESPONSIBILITY GOALS   14 EMPOWER OUR PATIENTS 15 Reach More Underserved Kidney Patients 17 Continually Improve Manufacturing    Capabilities 19 PROTECT OUR PLANET 20 Achieve Carbon Neutrality for Direct    Operations by 25 Implement Strategic Water    Management Plans 28 Advance Sustainable Procurement 30 Implement Strategic Materials and    Waste Management Plans 33 Environmental, Health, Safety and     Sustainability Governance and    Additional Disclosures35 CHAMPION OUR PEOPLE    AND COMMUNITIES   36 Invest in Underserved Communities    Globally 39 Achieve Top Quartile Workplace    Safety Performance 41 Increase Representation of Women and    Ethnic Minorities in Leadership Roles 42 CROSS-CUTTING COMMITMENTS 43 Ethics and Compliance 45 Human Rights 46 Diversity, Equity and Inclusion 51 Privacy and Data Protection 52 APPENDIX 52 About This Report 53 Materiality Assessment Findings 54 Baxter Data Summary 56 Baxter Value Chain Energy Usage and    GHG Emissions 57 Baxter Facilities with ISO 14001,    ISO 45001, ISO 50001 and Green Building    Certifications 58 Independent Assurance Statement 59 Sustainability Accounting Standards    Board Index 61 Global Reporting Initiative Content Index   63 EndnotesASSURANCE AND VERIFICATION  Apex Companies, LLC (Apex) verified  Baxter’s Scope 1, 2 and 3 greenhouse  gas emissions.
","('GHG_Emissions', 0.9667626023292542)","('Ecological_Impacts', 0.0037852071691304445)","('Air_Quality', 0.0035066299606114626)","(['Climate Change'], 0.9667626023292542)","('NON-ESG', 0.0037852071691304445)","('NON-ESG', 0.0035066299606114626)"
Line 6,"See verification statement.
","('Management_Of_Legal_And_Regulatory_Framework', 0.31611311435699463)","('Human_Rights_And_Community_Relations', 0.12202560156583786)","('Competitive_Behavior', 0.07404723763465881)","('NON-ESG', 0.31611311435699463)","('NON-ESG', 0.12202560156583786)","('NON-ESG', 0.07404723763465881)"
Line 7,"Apex also assured the following sections of the report.
","('Management_Of_Legal_And_Regulatory_Framework', 0.8762237429618835)","('GHG_Emissions', 0.01398258563131094)","('Business_Ethics', 0.010531815700232983)","(['Corporate Governance'], 0.8762237429618835)","('NON-ESG', 0.01398258563131094)","('NON-ESG', 0.010531815700232983)"
Line 8,"See the assurance statements in English and Spanish.
","('Management_Of_Legal_And_Regulatory_Framework', 0.5858473181724548)","('Business_Ethics', 0.1187819316983223)","('Competitive_Behavior', 0.0417427122592926)","(['Corporate Governance'], 0.5858473181724548)","('NON-ESG', 0.1187819316983223)","('NON-ESG', 0.0417427122592926)"
Line 9,"• Achieve Carbon Neutrality for Direct Operations  by 2040  • Implement Strategic Water Management Plans  • Advance Sustainable Procurement • Implement Strategic Materials and Waste   Management Plans  • Environmental, Health, Safety and Sustainability  Governance and Additional Disclosures • Achieve Top Quartile Workplace Safety Performance • Protecting Human Rights in Our Supply Chain  subsection of Human Rights  • Supplier Diversity subsection of Diversity, Equity  and Inclusion  • Related material in the Appendix:   Baxter Data Summary ; Baxter Value Chain Energy  Usage and GHG Emissions ; and Baxter Facilities  with ISO 14001, ISO 45001, ISO 50001 and Green  Building Certifications   Most of the financial data included in the    Baxter Data Summary  are taken from the audited  consolidated financial statements contained in the  Baxter International Inc.
","('Supply_Chain_Management', 0.7088561058044434)","('Human_Rights_And_Community_Relations', 0.0593605637550354)","('Employee_Health_And_Safety', 0.048259980976581573)","(['Supply Chain Management'], 0.7088561058044434)","('NON-ESG', 0.0593605637550354)","('NON-ESG', 0.048259980976581573)"
Line 10,"• Achieve Carbon Neutrality for Direct Operations  by 2040  • Implement Strategic Water Management Plans  • Advance Sustainable Procurement • Implement Strategic Materials and Waste   Management Plans  • Environmental, Health, Safety and Sustainability  Governance and Additional Disclosures • Achieve Top Quartile Workplace Safety Performance • Protecting Human Rights in Our Supply Chain  subsection of Human Rights  • Supplier Diversity subsection of Diversity, Equity  and Inclusion  • Related material in the Appendix:   Baxter Data Summary ; Baxter Value Chain Energy  Usage and GHG Emissions ; and Baxter Facilities  with ISO 14001, ISO 45001, ISO 50001 and Green  Building Certifications   Most of the financial data included in the    Baxter Data Summary  are taken from the audited  consolidated financial statements contained in the  Baxter International Inc.
","('GHG_Emissions', 0.9578391909599304)","('Air_Quality', 0.005851005669683218)","('Energy_Management', 0.004660057835280895)","(['Climate Change'], 0.9578391909599304)","('NON-ESG', 0.005851005669683218)","('NON-ESG', 0.004660057835280895)"
