,Sentence,ESG BERT Topic 1,ESG BERT Topic 2,ESG BERT Topic 3,Mapped Criteria Topic 1,Mapped Criteria Topic 2,Mapped Criteria Topic 3
Line 1,"Sustainability Report 2 of Intuitive Sustainability Report 2021 PN1074653-01-US RevB 1/2022Table of   contents4 F rom the desk of Gary Guthart, CEO 6 H istory  F ocus on customers and their patients    9 A dding capabilities for sustainable growth    11 T raining expansion   S ustainable and reliable growth practices 18 T alent and workplace experience   O ur employee experiences   I nclusion and diversity (I&D)   E nhancing the workplace experience 29 C reating stronger communities   I ntuitive community programs   C ommunity programs in collaboration with the Intuitive Foundation    I ntuitive Foundation community programs  4 O utreach initiatives 36 S upply chain sustainability   O ne-team approach   S upplier symposium, development, and portal  7 S upplier selection, training, and evaluation 39 E nvironmental stewardship   E xpanding our global presence   S ustainability in facilities and construction  3 P roduct distribution programs   W aste management3 of Intuitive Sustainability Report 2021 PN1074653-01-US RevB 1/2022Table of   contents45 Governance  5 O ur board   A nti-bribery, anti-corruption, and ethical business conduct   C ompliance training 49  Conclusion  S ummary of metrics appendix   I nnovation: Focus on customers and their patients   T alent and workplace experience   C reating stronger communities  3 S upply chain sustainability  3 E nvironmental stewardship  3  Governance 4 of Intuitive Sustainability Report 2021 PN1074653-01-US RevB 1/2022From the   desk of   Gary Guthart,  CEO We are pleased to present you with our 2021 Intuitive® Sustainability Report.
","('Employee_Engagement_Inclusion_And_Diversity', 0.9631004929542542)","('Employee_Health_And_Safety', 0.003912745509296656)","('Human_Rights_And_Community_Relations', 0.00371726555749774)","(['Human Capital Development'], 0.9631004929542542)","('NON-ESG', 0.003912745509296656)","('NON-ESG', 0.00371726555749774)"
Line 2,"Sustainability Report 2 of Intuitive Sustainability Report 2021 PN1074653-01-US RevB 1/2022Table of   contents4 F rom the desk of Gary Guthart, CEO 6 H istory  F ocus on customers and their patients    9 A dding capabilities for sustainable growth    11 T raining expansion   S ustainable and reliable growth practices 18 T alent and workplace experience   O ur employee experiences   I nclusion and diversity (I&D)   E nhancing the workplace experience 29 C reating stronger communities   I ntuitive community programs   C ommunity programs in collaboration with the Intuitive Foundation    I ntuitive Foundation community programs  4 O utreach initiatives 36 S upply chain sustainability   O ne-team approach   S upplier symposium, development, and portal  7 S upplier selection, training, and evaluation 39 E nvironmental stewardship   E xpanding our global presence   S ustainability in facilities and construction  3 P roduct distribution programs   W aste management3 of Intuitive Sustainability Report 2021 PN1074653-01-US RevB 1/2022Table of   contents45 Governance  5 O ur board   A nti-bribery, anti-corruption, and ethical business conduct   C ompliance training 49  Conclusion  S ummary of metrics appendix   I nnovation: Focus on customers and their patients   T alent and workplace experience   C reating stronger communities  3 S upply chain sustainability  3 E nvironmental stewardship  3  Governance 4 of Intuitive Sustainability Report 2021 PN1074653-01-US RevB 1/2022From the   desk of   Gary Guthart,  CEO We are pleased to present you with our 2021 Intuitive® Sustainability Report.
","('Business_Model_Resilience', 0.5763781666755676)","('Product_Design_And_Lifecycle_Management', 0.06467463821172714)","('Supply_Chain_Management', 0.061310943216085434)","(['Codes of Business Conduct'], 0.5763781666755676)","('NON-ESG', 0.06467463821172714)","('NON-ESG', 0.061310943216085434)"
Line 3,"Sustainability Report 2 of Intuitive Sustainability Report 2021 PN1074653-01-US RevB 1/2022Table of   contents4 F rom the desk of Gary Guthart, CEO 6 H istory  F ocus on customers and their patients    9 A dding capabilities for sustainable growth    11 T raining expansion   S ustainable and reliable growth practices 18 T alent and workplace experience   O ur employee experiences   I nclusion and diversity (I&D)   E nhancing the workplace experience 29 C reating stronger communities   I ntuitive community programs   C ommunity programs in collaboration with the Intuitive Foundation    I ntuitive Foundation community programs  4 O utreach initiatives 36 S upply chain sustainability   O ne-team approach   S upplier symposium, development, and portal  7 S upplier selection, training, and evaluation 39 E nvironmental stewardship   E xpanding our global presence   S ustainability in facilities and construction  3 P roduct distribution programs   W aste management3 of Intuitive Sustainability Report 2021 PN1074653-01-US RevB 1/2022Table of   contents45 Governance  5 O ur board   A nti-bribery, anti-corruption, and ethical business conduct   C ompliance training 49  Conclusion  S ummary of metrics appendix   I nnovation: Focus on customers and their patients   T alent and workplace experience   C reating stronger communities  3 S upply chain sustainability  3 E nvironmental stewardship  3  Governance 4 of Intuitive Sustainability Report 2021 PN1074653-01-US RevB 1/2022From the   desk of   Gary Guthart,  CEO We are pleased to present you with our 2021 Intuitive® Sustainability Report.
","('Business_Ethics', 0.9729173183441162)","('Competitive_Behavior', 0.0022066873498260975)","('Product_Quality_And_Safety', 0.0019787363708019257)","(['Business Ethics'], 0.9729173183441162)","('NON-ESG', 0.0022066873498260975)","('NON-ESG', 0.0019787363708019257)"
Line 4,"Sustainability Report 2 of Intuitive Sustainability Report 2021 PN1074653-01-US RevB 1/2022Table of   contents4 F rom the desk of Gary Guthart, CEO 6 H istory  F ocus on customers and their patients    9 A dding capabilities for sustainable growth    11 T raining expansion   S ustainable and reliable growth practices 18 T alent and workplace experience   O ur employee experiences   I nclusion and diversity (I&D)   E nhancing the workplace experience 29 C reating stronger communities   I ntuitive community programs   C ommunity programs in collaboration with the Intuitive Foundation    I ntuitive Foundation community programs  4 O utreach initiatives 36 S upply chain sustainability   O ne-team approach   S upplier symposium, development, and portal  7 S upplier selection, training, and evaluation 39 E nvironmental stewardship   E xpanding our global presence   S ustainability in facilities and construction  3 P roduct distribution programs   W aste management3 of Intuitive Sustainability Report 2021 PN1074653-01-US RevB 1/2022Table of   contents45 Governance  5 O ur board   A nti-bribery, anti-corruption, and ethical business conduct   C ompliance training 49  Conclusion  S ummary of metrics appendix   I nnovation: Focus on customers and their patients   T alent and workplace experience   C reating stronger communities  3 S upply chain sustainability  3 E nvironmental stewardship  3  Governance 4 of Intuitive Sustainability Report 2021 PN1074653-01-US RevB 1/2022From the   desk of   Gary Guthart,  CEO We are pleased to present you with our 2021 Intuitive® Sustainability Report.
","('Business_Model_Resilience', 0.28958114981651306)","('Product_Design_And_Lifecycle_Management', 0.146332785487175)","('Supply_Chain_Management', 0.10027515888214111)","('NON-ESG', 0.28958114981651306)","('NON-ESG', 0.146332785487175)","('NON-ESG', 0.10027515888214111)"
Line 5,"Intuitive is now entering our 27th year working to improve surgery and acute  interventions.
","('Access_And_Affordability', 0.5578258633613586)","('Employee_Health_And_Safety', 0.16827312111854553)","('Critical_Incident_Risk_Management', 0.04594367370009422)","(['Health Outcome Contribution'], 0.5578258633613586)","('NON-ESG', 0.16827312111854553)","('NON-ESG', 0.04594367370009422)"
Line 6,"We are committed to building technology-enabled ecosystems that can help deliver clinical benefits and economic value in the hands of our customers, which requires sustained effort over many years.
","('Product_Design_And_Lifecycle_Management', 0.5364424586296082)","('Energy_Management', 0.13322259485721588)","('Business_Model_Resilience', 0.052957553416490555)","(['Product Stewardship'], 0.5364424586296082)","('NON-ESG', 0.13322259485721588)","('NON-ESG', 0.052957553416490555)"
Line 7,"We approach governance of our company and our sustainability efforts with the same   long-term perspective as we do our innovations.
","('Management_Of_Legal_And_Regulatory_Framework', 0.29527556896209717)","('Business_Model_Resilience', 0.20700472593307495)","('Systemic_Risk_Management', 0.08420971781015396)","('NON-ESG', 0.29527556896209717)","('NON-ESG', 0.20700472593307495)","('NON-ESG', 0.08420971781015396)"
Line 8,"We start with the end in mind—value creation for our stakeholders—and apply thoughtful prioritization and a one-team approach to achieve our milestones.
","('Business_Model_Resilience', 0.3662000000476837)","('Human_Rights_And_Community_Relations', 0.17786350846290588)","('Employee_Engagement_Inclusion_And_Diversity', 0.05758265405893326)","('NON-ESG', 0.3662000000476837)","('NON-ESG', 0.17786350846290588)","('NON-ESG', 0.05758265405893326)"
Line 9,"Value creation at Intuitive starts with patients and the physicians, care teams,   and hospitals who care for them.
","('Access_And_Affordability', 0.39680805802345276)","('Human_Rights_And_Community_Relations', 0.08184263110160828)","('Product_Design_And_Lifecycle_Management', 0.06860406696796417)","('NON-ESG', 0.39680805802345276)","('NON-ESG', 0.08184263110160828)","('NON-ESG', 0.06860406696796417)"
Line 10,"We measure value creation through our  customers’ lenses and in alignment with our goal of delivering on the Quadruple   Aim: better clinical outcomes, improved patient experiences, improved care team experiences, and lower total cost to treat per patient episode.
","('Access_And_Affordability', 0.3799421787261963)","('Customer_Welfare', 0.13108117878437042)","('Product_Design_And_Lifecycle_Management', 0.05644865706562996)","('NON-ESG', 0.3799421787261963)","('NON-ESG', 0.13108117878437042)","('NON-ESG', 0.05644865706562996)"
