,Sentence,ESG BERT Topic 1,ESG BERT Topic 2,ESG BERT Topic 3,Mapped Criteria Topic 1,Mapped Criteria Topic 2,Mapped Criteria Topic 3
Line 1,"“We pioneer innovative solutions that treat and keep people out of the hospital,  empowering them to live healthier, higher-quality lives.
","('Employee_Health_And_Safety', 0.4146202802658081)","('Access_And_Affordability', 0.2708810567855835)","('Critical_Incident_Risk_Management', 0.060889147222042084)","('NON-ESG', 0.4146202802658081)","('NON-ESG', 0.2708810567855835)","('NON-ESG', 0.060889147222042084)"
Line 2,"By enabling better care,  we improve quality of life, reduce the impact of chronic disease, and lower costs  for consumers and healthcare systems in more than 140 countries.
","('Access_And_Affordability', 0.47379449009895325)","('Employee_Health_And_Safety', 0.19078044593334198)","('Critical_Incident_Risk_Management', 0.051400043070316315)","('NON-ESG', 0.47379449009895325)","('NON-ESG', 0.19078044593334198)","('NON-ESG', 0.051400043070316315)"
Line 3,"”REPORT ON  ENVIRONMENT, SOCI A L &  COR PORATE GOVERNANCE  (ES G) ISSUES December 2021Report scope  and reference This Sustainability Report focuses on economic, environmental, and social governance (ESG) issues  that encompass our global operations, including those of our international subsidiaries.
","('Management_Of_Legal_And_Regulatory_Framework', 0.30590566992759705)","('Human_Rights_And_Community_Relations', 0.2671806812286377)","('Business_Model_Resilience', 0.104230135679245)","('NON-ESG', 0.30590566992759705)","('NON-ESG', 0.2671806812286377)","('NON-ESG', 0.104230135679245)"
Line 4,"Our approach  is to include standards where applicable to the Global Reporting Initiative (GRI) Sustainability  Reporting Guidelines.
","('Management_Of_Legal_And_Regulatory_Framework', 0.7409232258796692)","('Product_Quality_And_Safety', 0.04101506248116493)","('Systemic_Risk_Management', 0.02336174063384533)","(['Corporate Governance'], 0.7409232258796692)","('NON-ESG', 0.04101506248116493)","('NON-ESG', 0.02336174063384533)"
Line 5,"Any gaps in the data are noted in the relevant section.
","('Management_Of_Legal_And_Regulatory_Framework', 0.22265507280826569)","('Systemic_Risk_Management', 0.148692786693573)","('Data_Security', 0.0909760594367981)","('NON-ESG', 0.22265507280826569)","('NON-ESG', 0.148692786693573)","('NON-ESG', 0.0909760594367981)"
Line 6,"The report focuses on the last financial year ended 30 June 2021.
","('Systemic_Risk_Management', 0.32834309339523315)","('Business_Model_Resilience', 0.1967836171388626)","('Physical_Impacts_Of_Climate_Change', 0.15075209736824036)","('NON-ESG', 0.32834309339523315)","('NON-ESG', 0.1967836171388626)","('NON-ESG', 0.15075209736824036)"
Line 7,"This report also provides  background to issues relevant to these periods.
","('Management_Of_Legal_And_Regulatory_Framework', 0.8587223887443542)","('Human_Rights_And_Community_Relations', 0.016301115974783897)","('Systemic_Risk_Management', 0.015481800772249699)","(['Corporate Governance'], 0.8587223887443542)","('NON-ESG', 0.016301115974783897)","('NON-ESG', 0.015481800772249699)"
Line 8,"This report should be read alongside documents filed with the U.S. Securities and Exchange  Commission, in particular our 2021 Form 10-K annual report and our 2021 Form DEF 14A proxy  statement  for shareholders.
","('Management_Of_Legal_And_Regulatory_Framework', 0.9419528245925903)","('Director_Removal', 0.009602390229701996)","('Business_Ethics', 0.007338731084018946)","(['Corporate Governance'], 0.9419528245925903)","('NON-ESG', 0.009602390229701996)","('NON-ESG', 0.007338731084018946)"
Line 9,"These filed documents take precedence over this ESG report in the event  of any unintended inconsistency .
","('Systemic_Risk_Management', 0.4359079897403717)","('Business_Ethics', 0.21585936844348907)","('Competitive_Behavior', 0.13836336135864258)","('NON-ESG', 0.4359079897403717)","('NON-ESG', 0.21585936844348907)","('NON-ESG', 0.13836336135864258)"
Line 10,"All references to dollars are U.S. dollars unless otherwise noted.
","('Management_Of_Legal_And_Regulatory_Framework', 0.37411683797836304)","('Systemic_Risk_Management', 0.19727395474910736)","('Business_Model_Resilience', 0.039207469671964645)","('NON-ESG', 0.37411683797836304)","('NON-ESG', 0.19727395474910736)","('NON-ESG', 0.039207469671964645)"
Line 11,"References in this font are  hyperlinked to their source or page reference.
","('Data_Security', 0.17381218075752258)","('Customer_Privacy', 0.15984754264354706)","('Management_Of_Legal_And_Regulatory_Framework', 0.08456546068191528)","('NON-ESG', 0.17381218075752258)","('NON-ESG', 0.15984754264354706)","('NON-ESG', 0.08456546068191528)"
Line 12,"The preparation of the report has been informed by the reporting guidelines of the GRI Reporting  Framework.
","('Management_Of_Legal_And_Regulatory_Framework', 0.8119240999221802)","('Human_Rights_And_Community_Relations', 0.028095856308937073)","('Access_And_Affordability', 0.025229578837752342)","(['Corporate Governance'], 0.8119240999221802)","('NON-ESG', 0.028095856308937073)","('NON-ESG', 0.025229578837752342)"
Line 13,"APPENDIX 1 at the end of the documents matches the information in the report with the  relevant GRI indicators.
","('Management_Of_Legal_And_Regulatory_Framework', 0.6843363046646118)","('Human_Rights_And_Community_Relations', 0.07834344357252121)","('Access_And_Affordability', 0.041836488991975784)","(['Corporate Governance'], 0.6843363046646118)","('NON-ESG', 0.07834344357252121)","('NON-ESG', 0.041836488991975784)"
Line 14,"While this report has been prepared with due care, it has not been externally assured.
","('Management_Of_Legal_And_Regulatory_Framework', 0.8755151033401489)","('Access_And_Affordability', 0.021575916558504105)","('Business_Ethics', 0.012490440160036087)","(['Corporate Governance'], 0.8755151033401489)","('NON-ESG', 0.021575916558504105)","('NON-ESG', 0.012490440160036087)"
Line 15,"Further information can be obtained by contacting Justin Italiano at ResMed Inc., Sydney, at +61 2  8884 1000, or by visiting the company’s multilingual website at www.resmed.com.
","('Selling_Practices_And_Product_Labeling', 0.14568717777729034)","('Customer_Welfare', 0.12393958121538162)","('Management_Of_Legal_And_Regulatory_Framework', 0.10406544059515)","('NON-ESG', 0.14568717777729034)","('NON-ESG', 0.12393958121538162)","('NON-ESG', 0.10406544059515)"
Line 16,"ResMed Inc.
","('Management_Of_Legal_And_Regulatory_Framework', 0.18981459736824036)","('Business_Ethics', 0.15884441137313843)","('Selling_Practices_And_Product_Labeling', 0.08015494793653488)","('NON-ESG', 0.18981459736824036)","('NON-ESG', 0.15884441137313843)","('NON-ESG', 0.08015494793653488)"
Line 17,"9001 Spectrum Center Blvd San Diego, CA United States of America Table of contents Report scope and reference  .
","('Management_Of_Legal_And_Regulatory_Framework', 0.5142781138420105)","('Ecological_Impacts', 0.13386230170726776)","('Access_And_Affordability', 0.042300377041101456)","(['Corporate Governance'], 0.5142781138420105)","('NON-ESG', 0.13386230170726776)","('NON-ESG', 0.042300377041101456)"
Line 18,"ResMed in brief  .
","('Management_Of_Legal_And_Regulatory_Framework', 0.25624966621398926)","('Business_Model_Resilience', 0.12262675166130066)","('Product_Design_And_Lifecycle_Management', 0.05682433396577835)","('NON-ESG', 0.25624966621398926)","('NON-ESG', 0.12262675166130066)","('NON-ESG', 0.05682433396577835)"
Line 19,"Governance  .
","('Management_Of_Legal_And_Regulatory_Framework', 0.35481375455856323)","('Human_Rights_And_Community_Relations', 0.21645507216453552)","('Competitive_Behavior', 0.04825617000460625)","('NON-ESG', 0.35481375455856323)","('NON-ESG', 0.21645507216453552)","('NON-ESG', 0.04825617000460625)"
Line 20,"Our people  .
","('Human_Rights_And_Community_Relations', 0.4915091395378113)","('Employee_Engagement_Inclusion_And_Diversity', 0.14478391408920288)","('Business_Model_Resilience', 0.055221762508153915)","('NON-ESG', 0.4915091395378113)","('NON-ESG', 0.14478391408920288)","('NON-ESG', 0.055221762508153915)"
Line 21,"Health and wellbeing  .
","('Employee_Health_And_Safety', 0.6820688843727112)","('Access_And_Affordability', 0.1093350350856781)","('Employee_Engagement_Inclusion_And_Diversity', 0.02575789764523506)","(['Operational Eco-Efficiency'], 0.6820688843727112)","('NON-ESG', 0.1093350350856781)","('NON-ESG', 0.02575789764523506)"
