,Sentence,ESG BERT Topic 1,ESG BERT Topic 2,ESG BERT Topic 3,Mapped Criteria Topic 1,Mapped Criteria Topic 2,Mapped Criteria Topic 3
Line 1,"ResMed 18/19 Report on ESG Issues                                                                                                                         Page 1 of 48        Sustainability Report   June 2020          ResMed 18/19 Report on ESG Issues                                                                                                                         Page 2 of 48    Report scope and reference   This Sustainability Report focuses on Economic, Environmental , and Social Governance (ESG) issues that encompass  our global operations , including those of our  international subsidiaries.
","('Business_Model_Resilience', 0.40050745010375977)","('Human_Rights_And_Community_Relations', 0.10112407058477402)","('Management_Of_Legal_And_Regulatory_Framework', 0.09197871387004852)","('NON-ESG', 0.40050745010375977)","('NON-ESG', 0.10112407058477402)","('NON-ESG', 0.09197871387004852)"
Line 2,"ResMed 18/19 Report on ESG Issues                                                                                                                         Page 1 of 48        Sustainability Report   June 2020          ResMed 18/19 Report on ESG Issues                                                                                                                         Page 2 of 48    Report scope and reference   This Sustainability Report focuses on Economic, Environmental , and Social Governance (ESG) issues that encompass  our global operations , including those of our  international subsidiaries.
","('Business_Model_Resilience', 0.4758051335811615)","('Director_Removal', 0.07286250591278076)","('Competitive_Behavior', 0.06064001843333244)","('NON-ESG', 0.4758051335811615)","('NON-ESG', 0.07286250591278076)","('NON-ESG', 0.06064001843333244)"
Line 3,"Our approach is to include standards where  applicable to the Global Reporting Initiative (GRI) Sustainability Reporting Guidelines.
","('Management_Of_Legal_And_Regulatory_Framework', 0.7409232258796692)","('Product_Quality_And_Safety', 0.04101506248116493)","('Systemic_Risk_Management', 0.02336174063384533)","(['Corporate Governance'], 0.7409232258796692)","('NON-ESG', 0.04101506248116493)","('NON-ESG', 0.02336174063384533)"
Line 4,"Any gaps in the data are noted in the relevant sectio n.
","('Management_Of_Legal_And_Regulatory_Framework', 0.5227567553520203)","('Systemic_Risk_Management', 0.08238431811332703)","('Access_And_Affordability', 0.04624462127685547)","(['Corporate Governance'], 0.5227567553520203)","('NON-ESG', 0.08238431811332703)","('NON-ESG', 0.04624462127685547)"
Line 5,"The report focuses on the three financial years ended 30 June 2017 –2019.
","('Systemic_Risk_Management', 0.2922481298446655)","('Business_Model_Resilience', 0.1949685513973236)","('Physical_Impacts_Of_Climate_Change', 0.15735003352165222)","('NON-ESG', 0.2922481298446655)","('NON-ESG', 0.1949685513973236)","('NON-ESG', 0.15735003352165222)"
Line 6,"This report also provides background to  issues relevant to these periods.
","('Management_Of_Legal_And_Regulatory_Framework', 0.8587223887443542)","('Human_Rights_And_Community_Relations', 0.016301115974783897)","('Systemic_Risk_Management', 0.015481800772249699)","(['Corporate Governance'], 0.8587223887443542)","('NON-ESG', 0.016301115974783897)","('NON-ESG', 0.015481800772249699)"
Line 7,"This report should be read with documents filed with the US Securities Exchange Commission, in particula r our 2019  Form 10 -K annual report and our 2019 Form DEF 14A proxy statement  for shareholders.
","('Management_Of_Legal_And_Regulatory_Framework', 0.928799033164978)","('Director_Removal', 0.013988333754241467)","('Business_Ethics', 0.008654220961034298)","(['Corporate Governance'], 0.928799033164978)","('NON-ESG', 0.013988333754241467)","('NON-ESG', 0.008654220961034298)"
Line 8,"These filed documents take  precedence over this ESG report in the event of any unintended inconsistency.
","('Systemic_Risk_Management', 0.4359079897403717)","('Business_Ethics', 0.21585936844348907)","('Competitive_Behavior', 0.13836336135864258)","('NON-ESG', 0.4359079897403717)","('NON-ESG', 0.21585936844348907)","('NON-ESG', 0.13836336135864258)"
Line 9,"All references to dollars are US dollars unless otherwise noted.
","('Management_Of_Legal_And_Regulatory_Framework', 0.46158602833747864)","('Systemic_Risk_Management', 0.12966974079608917)","('Competitive_Behavior', 0.07420596480369568)","('NON-ESG', 0.46158602833747864)","('NON-ESG', 0.12966974079608917)","('NON-ESG', 0.07420596480369568)"
Line 10,"References in this font  are hyperl inked to their source  or page reference.
","('Customer_Privacy', 0.21071934700012207)","('Data_Security', 0.11859366297721863)","('Management_Of_Legal_And_Regulatory_Framework', 0.1089983657002449)","('NON-ESG', 0.21071934700012207)","('NON-ESG', 0.11859366297721863)","('NON-ESG', 0.1089983657002449)"
Line 11,"The preparation of the report has been informed by the reporting guidelines of the GRI Reporting Framework.
","('Management_Of_Legal_And_Regulatory_Framework', 0.8119240999221802)","('Human_Rights_And_Community_Relations', 0.028095856308937073)","('Access_And_Affordability', 0.025229578837752342)","(['Corporate Governance'], 0.8119240999221802)","('NON-ESG', 0.028095856308937073)","('NON-ESG', 0.025229578837752342)"
Line 12,"APPENDIX 1 at the end of the documents matches the information in the report with the relevant GRI indicato rs.
","('Management_Of_Legal_And_Regulatory_Framework', 0.8873343467712402)","('Ecological_Impacts', 0.01264792587608099)","('Human_Rights_And_Community_Relations', 0.00973590649664402)","(['Corporate Governance'], 0.8873343467712402)","('NON-ESG', 0.01264792587608099)","('NON-ESG', 0.00973590649664402)"
Line 13,"While this report has been prepared with due care , it has not been externally assured.
","('Management_Of_Legal_And_Regulatory_Framework', 0.8755151033401489)","('Access_And_Affordability', 0.021575916558504105)","('Business_Ethics', 0.012490440160036087)","(['Corporate Governance'], 0.8755151033401489)","('NON-ESG', 0.021575916558504105)","('NON-ESG', 0.012490440160036087)"
Line 14,"Further information can be obtained by contacting Justin Italiano at ResMed Inc., Sydney, at +61 2 8884 1000 , or by  visiting the c ompany’s multilingual website at www.resmed.com .
","('Selling_Practices_And_Product_Labeling', 0.19261837005615234)","('Customer_Welfare', 0.14421877264976501)","('Management_Of_Legal_And_Regulatory_Framework', 0.0943053662776947)","('NON-ESG', 0.19261837005615234)","('NON-ESG', 0.14421877264976501)","('NON-ESG', 0.0943053662776947)"
Line 15,"ResMed Inc.
","('Management_Of_Legal_And_Regulatory_Framework', 0.18981459736824036)","('Business_Ethics', 0.15884441137313843)","('Selling_Practices_And_Product_Labeling', 0.08015494793653488)","('NON-ESG', 0.18981459736824036)","('NON-ESG', 0.15884441137313843)","('NON-ESG', 0.08015494793653488)"
Line 16,"9001 Spectrum Center Blvd   San Diego, CA 92123   United States of America           ResMed 18/19 Report on ESG Issues                                                                                                                         Page 3 of 48    Table of Contents    .
","('Systemic_Risk_Management', 0.24508945643901825)","('Business_Model_Resilience', 0.20396403968334198)","('Management_Of_Legal_And_Regulatory_Framework', 0.1561741679906845)","('NON-ESG', 0.24508945643901825)","('NON-ESG', 0.20396403968334198)","('NON-ESG', 0.1561741679906845)"
Line 17,"1   Report scope and reference .
","('Ecological_Impacts', 0.3109884262084961)","('GHG_Emissions', 0.14802801609039307)","('Management_Of_Legal_And_Regulatory_Framework', 0.10172975808382034)","('NON-ESG', 0.3109884262084961)","('NON-ESG', 0.14802801609039307)","('NON-ESG', 0.10172975808382034)"
Line 18,"2   RESMED IN BRIEF .
","('Management_Of_Legal_And_Regulatory_Framework', 0.30198830366134644)","('Business_Model_Resilience', 0.11355303972959518)","('Access_And_Affordability', 0.06239709258079529)","('NON-ESG', 0.30198830366134644)","('NON-ESG', 0.11355303972959518)","('NON-ESG', 0.06239709258079529)"
Line 19,"6   Locations and business  .
","('Business_Model_Resilience', 0.43343955278396606)","('Supply_Chain_Management', 0.11709965020418167)","('Systemic_Risk_Management', 0.05985446274280548)","('NON-ESG', 0.43343955278396606)","('NON-ESG', 0.11709965020418167)","('NON-ESG', 0.05985446274280548)"
Line 20,"6   GOVERNANCE  .
","('Management_Of_Legal_And_Regulatory_Framework', 0.3756304681301117)","('Human_Rights_And_Community_Relations', 0.18514274060726166)","('Competitive_Behavior', 0.06441271305084229)","('NON-ESG', 0.3756304681301117)","('NON-ESG', 0.18514274060726166)","('NON-ESG', 0.06441271305084229)"
Line 21,"11  OUR PEOPLE  .
","('Human_Rights_And_Community_Relations', 0.563633918762207)","('Employee_Engagement_Inclusion_And_Diversity', 0.10354520380496979)","('Business_Model_Resilience', 0.06570962816476822)","(['Community Relations'], 0.563633918762207)","('NON-ESG', 0.10354520380496979)","('NON-ESG', 0.06570962816476822)"
Line 22,"17  OUR PRODUCTS  .
","('Product_Design_And_Lifecycle_Management', 0.9361854195594788)","('Selling_Practices_And_Product_Labeling', 0.007586030755192041)","('Product_Quality_And_Safety', 0.007510478608310223)","(['Product Stewardship'], 0.9361854195594788)","('NON-ESG', 0.007586030755192041)","('NON-ESG', 0.007510478608310223)"
Line 23,"26  COMMUNITY  .
","('Human_Rights_And_Community_Relations', 0.6190451383590698)","('Access_And_Affordability', 0.05307319015264511)","('Employee_Engagement_Inclusion_And_Diversity', 0.04783235862851143)","(['Community Relations'], 0.6190451383590698)","('NON-ESG', 0.05307319015264511)","('NON-ESG', 0.04783235862851143)"
Line 24,"30  ENVIRONMENT  .
","('Ecological_Impacts', 0.7268221378326416)","('GHG_Emissions', 0.0936499834060669)","('Human_Rights_And_Community_Relations', 0.03622759133577347)","(['Natural Capital'], 0.7268221378326416)","('NON-ESG', 0.0936499834060669)","('NON-ESG', 0.03622759133577347)"
Line 25,"35  Appendix 1 – References to GRI core metrics  .
","('Management_Of_Legal_And_Regulatory_Framework', 0.5314214825630188)","('Human_Rights_And_Community_Relations', 0.09760924428701401)","('Product_Quality_And_Safety', 0.047263991087675095)","(['Corporate Governance'], 0.5314214825630188)","('NON-ESG', 0.09760924428701401)","('NON-ESG', 0.047263991087675095)"
Line 26,"47           ResMed 18/19 Report on ESG Issues                                                                                                                         Page 4 of 48    OUR APPROACH TO ESG   ResMed  has a mission to help people sleep better, breathe better, and live healthier, higher -quality lives outside the  hospital.
","('Access_And_Affordability', 0.5452460050582886)","('Employee_Health_And_Safety', 0.11522908508777618)","('Employee_Engagement_Inclusion_And_Diversity', 0.03540513291954994)","(['Health Outcome Contribution'], 0.5452460050582886)","('NON-ESG', 0.11522908508777618)","('NON-ESG', 0.03540513291954994)"
Line 27,"In 2019, we improved 105 million lives and our ambitious goal is to improve 250 million lives in out- of- hospital healthcare in 2025.
","('Access_And_Affordability', 0.6934971213340759)","('Employee_Health_And_Safety', 0.10886318236589432)","('Critical_Incident_Risk_Management', 0.029819132760167122)","(['Health Outcome Contribution'], 0.6934971213340759)","('NON-ESG', 0.10886318236589432)","('NON-ESG', 0.029819132760167122)"
Line 28,"As I write this letter in May 2020, the world remains in the throes of a global respiratory  pandemic caused by a novel coronav irus, and its deadly consequence: COVID -19.
","('Critical_Incident_Risk_Management', 0.2614392936229706)","('Air_Quality', 0.11069546639919281)","('Employee_Health_And_Safety', 0.09661837667226791)","('NON-ESG', 0.2614392936229706)","('NON-ESG', 0.11069546639919281)","('NON-ESG', 0.09661837667226791)"
Line 29,"Amid significant loss of life around  the world, and broad economic impacts from lockdowns in many countries, we are grateful that we can be part of the  solution as we live our mission.
","('Critical_Incident_Risk_Management', 0.576138436794281)","('Employee_Health_And_Safety', 0.2462884783744812)","('Human_Rights_And_Community_Relations', 0.020076533779501915)","(['Risk & Crisis Management'], 0.576138436794281)","('NON-ESG', 0.2462884783744812)","('NON-ESG', 0.020076533779501915)"
Line 30,"During this pandemic, many tens of thousands of people have accessed ResMed ventilators and mask systems,  allowing them to breathe while  their own immune system fight s against th is virus.
","('Critical_Incident_Risk_Management', 0.6591318845748901)","('Air_Quality', 0.08542321622371674)","('Employee_Health_And_Safety', 0.06471838802099228)","(['Risk & Crisis Management'], 0.6591318845748901)","('NON-ESG', 0.08542321622371674)","('NON-ESG', 0.06471838802099228)"
Line 31,"We are proud of tripling our  production of ventilators during this crisis .
","('Critical_Incident_Risk_Management', 0.8833196759223938)","('Air_Quality', 0.0171795804053545)","('Energy_Management', 0.016957705840468407)","(['Risk & Crisis Management'], 0.8833196759223938)","('NON-ESG', 0.0171795804053545)","('NON-ESG', 0.016957705840468407)"
Line 32,"At the same time, we have focused on our core business es: help ing the 936  million people worldwide who suffocate every night with sleep apnea, the 400 million people worldwide who suffer  from chronic obstructive pulmonary disease , and millions more who benefit from a streamli ned out-of-hospital   healthcare ecosystem  that includes home medical equipment to skilled nursing facilities, to home health and hospice,  and beyond.
","('Employee_Health_And_Safety', 0.7432602643966675)","('Access_And_Affordability', 0.06648904830217361)","('Critical_Incident_Risk_Management', 0.022637123242020607)","(['Operational Eco-Efficiency'], 0.7432602643966675)","('NON-ESG', 0.06648904830217361)","('NON-ESG', 0.022637123242020607)"
Line 33,"ResMed is proud to provide innovative, digital, cloud -connected solutions to people living with sleep apnea , COPD,  asthma, and other chronic diseases in over 140 countries.
","('Employee_Health_And_Safety', 0.5983471870422363)","('Access_And_Affordability', 0.10356638580560684)","('Product_Quality_And_Safety', 0.04264980927109718)","(['Operational Eco-Efficiency'], 0.5983471870422363)","('NON-ESG', 0.10356638580560684)","('NON-ESG', 0.04264980927109718)"
Line 34,"For over 30 years, our mission has been encompassed in  what we call the “triple aim”: to improve quality of life, to prevent the progression of chronic disease, and to reduce  unnecessary hea lthcare costs.
","('Employee_Health_And_Safety', 0.6188755631446838)","('Access_And_Affordability', 0.08649075031280518)","('Product_Quality_And_Safety', 0.04486027732491493)","(['Operational Eco-Efficiency'], 0.6188755631446838)","('NON-ESG', 0.08649075031280518)","('NON-ESG', 0.04486027732491493)"
Line 35,"What ESG means to us   ResMed’s overall strategy is grounded in our business sustainability because innovation, ethical business practices,  and operational excellence are precisely what enable us to save and enrich millions of lives.
","('Business_Model_Resilience', 0.6086839437484741)","('Business_Ethics', 0.0625392347574234)","('Systemic_Risk_Management', 0.056527163833379745)","(['Codes of Business Conduct'], 0.6086839437484741)","('NON-ESG', 0.0625392347574234)","('NON-ESG', 0.056527163833379745)"
Line 36,"In short,  our approach to  the environment, our social communities, and best -practice governance is simply part of our DNA.
","('Human_Rights_And_Community_Relations', 0.9329537749290466)","('Ecological_Impacts', 0.012500711716711521)","('Management_Of_Legal_And_Regulatory_Framework', 0.005810574162751436)","(['Community Relations'], 0.9329537749290466)","('NON-ESG', 0.012500711716711521)","('NON-ESG', 0.005810574162751436)"
Line 37,"In fact, this type of  altruistic foundation  overlaps fully with our business goal of improving 250 million lives in out- of-hospital healthcare :  it is key to our growth so we can serve hundreds of millions of people.
","('Access_And_Affordability', 0.5203644037246704)","('Employee_Engagement_Inclusion_And_Diversity', 0.08295390754938126)","('Human_Rights_And_Community_Relations', 0.048429224640131)","(['Health Outcome Contribution'], 0.5203644037246704)","('NON-ESG', 0.08295390754938126)","('NON-ESG', 0.048429224640131)"
Line 38,"ResMed’s core strength is our team – we have 7,500+ people who have chosen to join us, and become ResMedians to  help us serve customers in over 140 countries worldwide.
","('Business_Model_Resilience', 0.1900154948234558)","('Customer_Welfare', 0.18411116302013397)","('Product_Design_And_Lifecycle_Management', 0.14185525476932526)","('NON-ESG', 0.1900154948234558)","('NON-ESG', 0.18411116302013397)","('NON-ESG', 0.14185525476932526)"
Line 39,"We’re deeply  committed to understanding the needs of our  team and engaging deeply with their professional and personal development.
","('Human_Rights_And_Community_Relations', 0.2768140137195587)","('Employee_Engagement_Inclusion_And_Diversity', 0.2504309117794037)","('Employee_Health_And_Safety', 0.0761832445859909)","('NON-ESG', 0.2768140137195587)","('NON-ESG', 0.2504309117794037)","('NON-ESG', 0.0761832445859909)"
Line 40,"We are laser -focused on hiring,  developing, and advancing the best talent in the field of healthcare.
","('Employee_Engagement_Inclusion_And_Diversity', 0.9208670258522034)","('Business_Model_Resilience', 0.0062780482694506645)","('Customer_Welfare', 0.005628813989460468)","(['Human Capital Development'], 0.9208670258522034)","('NON-ESG', 0.0062780482694506645)","('NON-ESG', 0.005628813989460468)"
Line 41,"Our corporate culture demands high levels of  innovation and a rigorous code of ethics and values – starting with tone at the top, and all the way through to the  customer, including our most important customer, the patient.
","('Business_Ethics', 0.6416882872581482)","('Competitive_Behavior', 0.06409583240747452)","('Employee_Engagement_Inclusion_And_Diversity', 0.03401465713977814)","(['Business Ethics'], 0.6416882872581482)","('NON-ESG', 0.06409583240747452)","('NON-ESG', 0.03401465713977814)"
Line 42,"Meeting these standards of excellence every day  requires a global team, dedicated to innovation and excellence.
","('Employee_Engagement_Inclusion_And_Diversity', 0.17686238884925842)","('Business_Model_Resilience', 0.15481232106685638)","('Business_Ethics', 0.1531336009502411)","('NON-ESG', 0.17686238884925842)","('NON-ESG', 0.15481232106685638)","('NON-ESG', 0.1531336009502411)"
Line 43,"Each year, and with ever -increasing detail, new research reveals the role healthy sleep plays in personal and  population health.
","('Employee_Health_And_Safety', 0.8189961910247803)","('Access_And_Affordability', 0.017405742779374123)","('Product_Design_And_Lifecycle_Management', 0.016984008252620697)","(['Operational Eco-Efficiency'], 0.8189961910247803)","('NON-ESG', 0.017405742779374123)","('NON-ESG', 0.016984008252620697)"
Line 44,"Untreated sleep apnea is strongly linked to heart failure, hypertension, diabetes,  obesity, COPD,  peri-operative risks , and beyond.
","('Employee_Health_And_Safety', 0.3676331639289856)","('Access_And_Affordability', 0.11012039333581924)","('Employee_Engagement_Inclusion_And_Diversity', 0.07105933874845505)","('NON-ESG', 0.3676331639289856)","('NON-ESG', 0.11012039333581924)","('NON-ESG', 0.07105933874845505)"
Line 45,"Untreated sleep apnea is also an occupational health and safety hazard, preventing  sleep -deprived workers and their companies from meeting their full potential of safety and productivity.
","('Employee_Health_And_Safety', 0.972206711769104)","('Labor_Practices', 0.003616992849856615)","('Critical_Incident_Risk_Management', 0.002324983011931181)","(['Operational Eco-Efficiency'], 0.972206711769104)","('NON-ESG', 0.003616992849856615)","('NON-ESG', 0.002324983011931181)"
Line 46,"The potential  econ omic benefits to national healthcare budgets are, on a different measure, equally significant.
","('Management_Of_Legal_And_Regulatory_Framework', 0.7465283870697021)","('Energy_Management', 0.049114931374788284)","('Access_And_Affordability', 0.04639415070414543)","(['Corporate Governance'], 0.7465283870697021)","('NON-ESG', 0.049114931374788284)","('NON-ESG', 0.04639415070414543)"
Line 47,"For all these  reasons, pursuing healthy sleep and healthy breathing is important to us all and demands our collective focus.
","('Employee_Health_And_Safety', 0.7614593505859375)","('Access_And_Affordability', 0.02989392727613449)","('Critical_Incident_Risk_Management', 0.018631165847182274)","(['Operational Eco-Efficiency'], 0.7614593505859375)","('NON-ESG', 0.02989392727613449)","('NON-ESG', 0.018631165847182274)"
Line 48,"Our approach to ESG issues follows this corporate purpose and drives our priorities.
","('Business_Model_Resilience', 0.38684284687042236)","('Human_Rights_And_Community_Relations', 0.256782203912735)","('Systemic_Risk_Management', 0.0468057319521904)","('NON-ESG', 0.38684284687042236)","('NON-ESG', 0.256782203912735)","('NON-ESG', 0.0468057319521904)"
Line 49,"What we do behind the scenes to  deliver high -quality, innovative products and services touches many of the ESG issues reflected in this report.
","('Product_Design_And_Lifecycle_Management', 0.9609807133674622)","('Product_Quality_And_Safety', 0.005076030269265175)","('Business_Model_Resilience', 0.003864120924845338)","(['Product Stewardship'], 0.9609807133674622)","('NON-ESG', 0.005076030269265175)","('NON-ESG', 0.003864120924845338)"
Line 50,"We  invest heavily in research and development, both through our  own world -class team efforts, and in partnership with  key outside research organizations that help broaden our impact.
","('Access_And_Affordability', 0.1885460466146469)","('Ecological_Impacts', 0.08951899409294128)","('Business_Model_Resilience', 0.08644837886095047)","('NON-ESG', 0.1885460466146469)","('NON-ESG', 0.08951899409294128)","('NON-ESG', 0.08644837886095047)"
Line 51,"Our corporate culture demands and values this  innovation, not just in medical science, but also in disease awareness, policy development , and in our own team’s     ResMed 18/19 Report on ESG Issues                                                                                                                         Page 5 of 48    operating excellence.
","('Business_Model_Resilience', 0.6054567694664001)","('Product_Design_And_Lifecycle_Management', 0.05799632892012596)","('Employee_Engagement_Inclusion_And_Diversity', 0.03969574719667435)","(['Codes of Business Conduct'], 0.6054567694664001)","('NON-ESG', 0.05799632892012596)","('NON-ESG', 0.03969574719667435)"
Line 52,"Strict legal compliance and an emphasis  on safety, quality, environmental, privacy, and data  security are all integral elements to the global ResMed culture.
","('Data_Security', 0.849506676197052)","('Business_Ethics', 0.058051347732543945)","('Customer_Privacy', 0.013073950074613094)","(['Information Security/Cybersecurity & System Availability'], 0.849506676197052)","('NON-ESG', 0.058051347732543945)","('NON-ESG', 0.013073950074613094)"
Line 53,"We know our performance, products , and solutions ar e only as good as our people.
","('Product_Design_And_Lifecycle_Management', 0.8981506824493408)","('Business_Model_Resilience', 0.013696742244064808)","('Product_Quality_And_Safety', 0.013251323252916336)","(['Product Stewardship'], 0.8981506824493408)","('NON-ESG', 0.013696742244064808)","('NON-ESG', 0.013251323252916336)"
Line 54,"We seek the best people we can  find, and support them to be the best they can be.
","('Employee_Engagement_Inclusion_And_Diversity', 0.39955809712409973)","('Human_Rights_And_Community_Relations', 0.17555156350135803)","('Employee_Health_And_Safety', 0.05210956186056137)","('NON-ESG', 0.39955809712409973)","('NON-ESG', 0.17555156350135803)","('NON-ESG', 0.05210956186056137)"
Line 55,"We understand that people –  our ResMedian team, our suppliers,  our partners in healthcare delivery, our distributors, and our ultimate customer,  the patient –  all need an environment  and culture that encourages and promotes the best outcomes.
","('Product_Design_And_Lifecycle_Management', 0.236189603805542)","('Supply_Chain_Management', 0.18533413112163544)","('Customer_Welfare', 0.1533946692943573)","('NON-ESG', 0.236189603805542)","('NON-ESG', 0.18533413112163544)","('NON-ESG', 0.1533946692943573)"
Line 56,"We are proud of ResMed’s sound environmental and governance record, and that our social contribution is  substantial in the communities we serve locally and worldwide.
","('Human_Rights_And_Community_Relations', 0.9604575037956238)","('Access_And_Affordability', 0.0032140014227479696)","('Ecological_Impacts', 0.0031623237300664186)","(['Community Relations'], 0.9604575037956238)","('NON-ESG', 0.0032140014227479696)","('NON-ESG', 0.0031623237300664186)"
Line 57,"On behalf of 7,500+ ResMedians, thank you for your support to help us in our mission and vocation: to help hundreds  of millions of people sleep better, breathe better, and live healthier, higher -quality lives away from the hospital.
","('Access_And_Affordability', 0.3940214514732361)","('Employee_Health_And_Safety', 0.3323134481906891)","('Critical_Incident_Risk_Management', 0.03731166571378708)","('NON-ESG', 0.3940214514732361)","('NON-ESG', 0.3323134481906891)","('NON-ESG', 0.03731166571378708)"
