,Sentence,ESG BERT Topic 1,ESG BERT Topic 2,ESG BERT Topic 3,Mapped Criteria Topic 1,Mapped Criteria Topic 2,Mapped Criteria Topic 3
Line 1,"DRIVING THE SHIFT TOWARDS A  SUSTAINABLE FUTURE Global JOIN Impact Report Teleflex’s Outcomes from Acting with Purpose OUR PROGRESS • Teleflex Foundation • Embracing Compliance Culture • Product Donation • Awards and RecognitionOUR PLANET • Feature - Promoting Pollination  • Other Stories OUR FOCUS  • Feature - Embracing Sustainability Together • Other StoriesOUR PEOPLE • Feature - Volunteering in Vesnova • Other StoriesOUR PROMISE • Message from Liam Kelly • About Teleflex  • Culture and Core Values • JOIN Act with Purpose - Our Journey So Far 01 | Table of ContentsGlobal JOIN Impact Report Our Promise 02 | Our PromiseLiam Kelly Chairman, President and CEO Teleflex Incorporated 03 | Our PromiseI continue to be inspired by the dedication  of our employees to act responsibly for the  good of our communities, our environment,  and those in need.
","('Product_Design_And_Lifecycle_Management', 0.9301318526268005)","('Product_Quality_And_Safety', 0.014144320040941238)","('Customer_Welfare', 0.009068596176803112)","(['Product Stewardship'], 0.9301318526268005)","('NON-ESG', 0.014144320040941238)","('NON-ESG', 0.009068596176803112)"
Line 2,"DRIVING THE SHIFT TOWARDS A  SUSTAINABLE FUTURE Global JOIN Impact Report Teleflex’s Outcomes from Acting with Purpose OUR PROGRESS • Teleflex Foundation • Embracing Compliance Culture • Product Donation • Awards and RecognitionOUR PLANET • Feature - Promoting Pollination  • Other Stories OUR FOCUS  • Feature - Embracing Sustainability Together • Other StoriesOUR PEOPLE • Feature - Volunteering in Vesnova • Other StoriesOUR PROMISE • Message from Liam Kelly • About Teleflex  • Culture and Core Values • JOIN Act with Purpose - Our Journey So Far 01 | Table of ContentsGlobal JOIN Impact Report Our Promise 02 | Our PromiseLiam Kelly Chairman, President and CEO Teleflex Incorporated 03 | Our PromiseI continue to be inspired by the dedication  of our employees to act responsibly for the  good of our communities, our environment,  and those in need.
","('Human_Rights_And_Community_Relations', 0.8907841444015503)","('Employee_Engagement_Inclusion_And_Diversity', 0.013868093490600586)","('Access_And_Affordability', 0.01063957903534174)","(['Community Relations'], 0.8907841444015503)","('NON-ESG', 0.013868093490600586)","('NON-ESG', 0.01063957903534174)"
Line 3,"2019 was no exception.
","('Management_Of_Legal_And_Regulatory_Framework', 0.12978202104568481)","('Competitive_Behavior', 0.10544496774673462)","('GHG_Emissions', 0.09759453684091568)","('NON-ESG', 0.12978202104568481)","('NON-ESG', 0.10544496774673462)","('NON-ESG', 0.09759453684091568)"
Line 4,"We maintained the momentum from the  previous year when we celebrated Teleflex’s  75th Anniversary and launched our JOIN  Act with Purpose initiative.
","('Management_Of_Legal_And_Regulatory_Framework', 0.2201269418001175)","('Business_Model_Resilience', 0.13441748917102814)","('Human_Rights_And_Community_Relations', 0.07866409420967102)","('NON-ESG', 0.2201269418001175)","('NON-ESG', 0.13441748917102814)","('NON-ESG', 0.07866409420967102)"
Line 5,"JOIN Act  with Purpose is Teleflex’s unique way of  approaching responsibility powered by our  employees.
","('Human_Rights_And_Community_Relations', 0.40700048208236694)","('Employee_Health_And_Safety', 0.13211165368556976)","('Employee_Engagement_Inclusion_And_Diversity', 0.06947340816259384)","('NON-ESG', 0.40700048208236694)","('NON-ESG', 0.13211165368556976)","('NON-ESG', 0.06947340816259384)"
Line 6,"They are empowered to see the  vision of their CSR activities and carry them  out in a way that is most meaningful on a  local, and often global, level.
","('Human_Rights_And_Community_Relations', 0.5190206170082092)","('Management_Of_Legal_And_Regulatory_Framework', 0.18520790338516235)","('Business_Model_Resilience', 0.05134196951985359)","(['Community Relations'], 0.5190206170082092)","('NON-ESG', 0.18520790338516235)","('NON-ESG', 0.05134196951985359)"
Line 7,"In 2019, a team of employees from  across our organization had a unique  opportunity sponsored by Chernobyl  Children International (CCI).
","('Employee_Engagement_Inclusion_And_Diversity', 0.37381330132484436)","('Employee_Health_And_Safety', 0.23593005537986755)","('Labor_Practices', 0.08854290843009949)","('NON-ESG', 0.37381330132484436)","('NON-ESG', 0.23593005537986755)","('NON-ESG', 0.08854290843009949)"
Line 8,"They were  the first corporate group to spend a week  volunteering in a children’s orphanage in  Vesnova, Belarus where children affected  by the 1986 Chernobyl nuclear disaster live.
","('Critical_Incident_Risk_Management', 0.571794331073761)","('Employee_Health_And_Safety', 0.24437877535820007)","('Access_And_Affordability', 0.04033626616001129)","(['Risk & Crisis Management'], 0.571794331073761)","('NON-ESG', 0.24437877535820007)","('NON-ESG', 0.04033626616001129)"
Line 9,"Their experience truly reinforced our  mission of “improving the health and quality  of people’s lives.” I am proud of how they  represented Teleflex in their journey.
","('Employee_Health_And_Safety', 0.6068888306617737)","('Human_Rights_And_Community_Relations', 0.1078479066491127)","('Access_And_Affordability', 0.09824241697788239)","(['Operational Eco-Efficiency'], 0.6068888306617737)","('NON-ESG', 0.1078479066491127)","('NON-ESG', 0.09824241697788239)"
Line 10,"Environmental sustainability, and pollination  in particular, was the theme for the 2019  JOIN events across our sites.
","('Ecological_Impacts', 0.8145996332168579)","('GHG_Emissions', 0.0689767375588417)","('Water_And_Wastewater_Management', 0.015261380933225155)","(['Natural Capital'], 0.8145996332168579)","('NON-ESG', 0.0689767375588417)","('NON-ESG', 0.015261380933225155)"
