,Sentence,ESG BERT Topic 1,ESG BERT Topic 2,ESG BERT Topic 3,Mapped Criteria Topic 1,Mapped Criteria Topic 2,Mapped Criteria Topic 3
Line 1,"2020  Comprehensive Report Financial, environmental, social and governanceTable of  contents Performance and governance Patient impact CEO stakeholder letter Who we are Corporate Responsibility strategy Governance Leadership Financial highlights Innovation, mergers and acquisitions Global recognition Product quality Operating with integrity Business ethics and ethical marketing Supply chain management Social impact Community engagement 27Medical education Access and affordability Employee safety Employee training and development Diversity, equity and inclusion COVID-19: Our response efforts  Globalization Environmental sustainability   Carbon neutrality: Our journey to 2030 Environment Product design and lifecycle management Data summary About this report Forward-looking statements GRI index SASB index GRI and SASB references included throughout the report, see data summary for details Stryker | 2020 Comprehensive Report 2Life can get complicated when a bright, active  teenager, who’s an accomplished and passionate  dancer, must face the prospects of complex spinal  surgery to address a worsening case of scoliosis, or  curvature of the spine.
","('Business_Ethics', 0.760326087474823)","('Employee_Health_And_Safety', 0.0792960524559021)","('Product_Quality_And_Safety', 0.018988361582159996)","(['Business Ethics'], 0.760326087474823)","('NON-ESG', 0.0792960524559021)","('NON-ESG', 0.018988361582159996)"
Line 2,"2020  Comprehensive Report Financial, environmental, social and governanceTable of  contents Performance and governance Patient impact CEO stakeholder letter Who we are Corporate Responsibility strategy Governance Leadership Financial highlights Innovation, mergers and acquisitions Global recognition Product quality Operating with integrity Business ethics and ethical marketing Supply chain management Social impact Community engagement 27Medical education Access and affordability Employee safety Employee training and development Diversity, equity and inclusion COVID-19: Our response efforts  Globalization Environmental sustainability   Carbon neutrality: Our journey to 2030 Environment Product design and lifecycle management Data summary About this report Forward-looking statements GRI index SASB index GRI and SASB references included throughout the report, see data summary for details Stryker | 2020 Comprehensive Report 2Life can get complicated when a bright, active  teenager, who’s an accomplished and passionate  dancer, must face the prospects of complex spinal  surgery to address a worsening case of scoliosis, or  curvature of the spine.
","('Employee_Engagement_Inclusion_And_Diversity', 0.9401754140853882)","('Business_Model_Resilience', 0.0064374227076768875)","('Human_Rights_And_Community_Relations', 0.005654800217598677)","(['Human Capital Development'], 0.9401754140853882)","('NON-ESG', 0.0064374227076768875)","('NON-ESG', 0.005654800217598677)"
Line 3,"2020  Comprehensive Report Financial, environmental, social and governanceTable of  contents Performance and governance Patient impact CEO stakeholder letter Who we are Corporate Responsibility strategy Governance Leadership Financial highlights Innovation, mergers and acquisitions Global recognition Product quality Operating with integrity Business ethics and ethical marketing Supply chain management Social impact Community engagement 27Medical education Access and affordability Employee safety Employee training and development Diversity, equity and inclusion COVID-19: Our response efforts  Globalization Environmental sustainability   Carbon neutrality: Our journey to 2030 Environment Product design and lifecycle management Data summary About this report Forward-looking statements GRI index SASB index GRI and SASB references included throughout the report, see data summary for details Stryker | 2020 Comprehensive Report 2Life can get complicated when a bright, active  teenager, who’s an accomplished and passionate  dancer, must face the prospects of complex spinal  surgery to address a worsening case of scoliosis, or  curvature of the spine.
","('Employee_Health_And_Safety', 0.7159523963928223)","('Employee_Engagement_Inclusion_And_Diversity', 0.06152540445327759)","('Ecological_Impacts', 0.026358090341091156)","(['Operational Eco-Efficiency'], 0.7159523963928223)","('NON-ESG', 0.06152540445327759)","('NON-ESG', 0.026358090341091156)"
Line 4,"It’s a procedure that will have  an impact on the rest of her life.
","('Employee_Health_And_Safety', 0.31747549772262573)","('Employee_Engagement_Inclusion_And_Diversity', 0.12389077246189117)","('Access_And_Affordability', 0.08806811273097992)","('NON-ESG', 0.31747549772262573)","('NON-ESG', 0.12389077246189117)","('NON-ESG', 0.08806811273097992)"
Line 5,"Seventeen-year-old Destiney Jackson, from Gainesville,  Florida, has been dancing since she was three.
","('Employee_Engagement_Inclusion_And_Diversity', 0.5742443203926086)","('Employee_Health_And_Safety', 0.04902553930878639)","('Business_Model_Resilience', 0.03486941009759903)","(['Human Capital Development'], 0.5742443203926086)","('NON-ESG', 0.04902553930878639)","('NON-ESG', 0.03486941009759903)"
Line 6,"“It’s  always been a big part of my life,” she says with a  winning smile.
","('Employee_Engagement_Inclusion_And_Diversity', 0.2924857437610626)","('Director_Removal', 0.08609706908464432)","('Business_Model_Resilience', 0.08424446731805801)","('NON-ESG', 0.2924857437610626)","('NON-ESG', 0.08609706908464432)","('NON-ESG', 0.08424446731805801)"
Line 7,"“It’s the way I express myself; I love it.”  A good student and a member of her high school’s  competitive dance team, Destiney endured long  practices and began to feel unusually sore and  uncomfortable.
","('Employee_Health_And_Safety', 0.8164074420928955)","('Employee_Engagement_Inclusion_And_Diversity', 0.03310949727892876)","('Systemic_Risk_Management', 0.011888749897480011)","(['Operational Eco-Efficiency'], 0.8164074420928955)","('NON-ESG', 0.03310949727892876)","('NON-ESG', 0.011888749897480011)"
Line 8,"“It started affecting my confidence,  and I was afraid that my appearance was crooked,” she  says.
","('Employee_Engagement_Inclusion_And_Diversity', 0.24394647777080536)","('Employee_Health_And_Safety', 0.13904815912246704)","('Business_Model_Resilience', 0.08635959774255753)","('NON-ESG', 0.24394647777080536)","('NON-ESG', 0.13904815912246704)","('NON-ESG', 0.08635959774255753)"
Line 9,"She realized her condition was getting worse.
","('Employee_Health_And_Safety', 0.5949511528015137)","('Critical_Incident_Risk_Management', 0.04902298375964165)","('Physical_Impacts_Of_Climate_Change', 0.03162752464413643)","(['Operational Eco-Efficiency'], 0.5949511528015137)","('NON-ESG', 0.04902298375964165)","('NON-ESG', 0.03162752464413643)"
Line 10,"The path forward That’s where Dr. Laurel Blakemore comes in, a  renowned orthopaedic surgeon with expertise in  pediatric scoliosis and other spinal deformities —   a pioneering role model and advocate for women in  the field.
","('Employee_Health_And_Safety', 0.6488259434700012)","('Employee_Engagement_Inclusion_And_Diversity', 0.13723713159561157)","('Ecological_Impacts', 0.019961681216955185)","(['Operational Eco-Efficiency'], 0.6488259434700012)","('NON-ESG', 0.13723713159561157)","('NON-ESG', 0.019961681216955185)"
